,verse,terminacion
0,Baulkham Hills proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Baulkham Hills en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Baulkham Hills de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Baulkham Hills ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Baulkham Hills los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Baulkham Hills los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Baulkham Hills la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Baulkham Hills as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Baulkham Hills nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Baulkham Hills márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Baulkham Hills es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Baulkham Hills de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Baulkham Hills consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Baulkham Hills de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Baulkham Hills calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Baulkham Hills las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Baulkham Hills la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Baulkham Hills la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Baulkham Hills te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Baulkham Hills de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Baulkham Hills ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Baulkham Hills es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Baulkham Hills de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Baulkham Hills es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Baulkham Hills compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Baulkham Hills carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Baulkham Hills e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Baulkham Hills en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Baulkham Hills re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Baulkham Hills el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Baulkham Hills considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Baulkham Hills lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Baulkham Hills el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Baulkham Hills de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Baulkham Hills en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,Baulkham Hills de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,Baulkham Hills los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,Baulkham Hills los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,Baulkham Hills calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Baulkham Hills e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,Baulkham Hills permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,Baulkham Hills de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Baulkham Hills contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,Baulkham Hills de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,Baulkham Hills los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,Baulkham Hills io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Baulkham Hills timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Baulkham Hills general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Baulkham Hills se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Baulkham Hills umbre al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
50,Baulkham Hills ado de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
51,Baulkham Hills en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
52,Baulkham Hills de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Baulkham Hills s de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
54,Baulkham Hills n las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
55,Baulkham Hills la lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
56,Baulkham Hills el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
57,Baulkham Hills ente a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
58,Baulkham Hills de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,Baulkham Hills ición de su procisa,"[<'pro':ccV>, <'ci':cv>, <'sa':sV>]"
60,Baulkham Hills por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
61,Baulkham Hills e que se pode para,"[<'pa':cV>, <'ra':cV>]"
62,Baulkham Hills a un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
63,Baulkham Hills de la forma de casa,"[<'ca':cV>, <'sa':sV>]"
64,Baulkham Hills consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
65,Baulkham Hills de emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
66,Baulkham Hills se desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
67,Baulkham Hills e a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
68,Baulkham Hills para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
69,Baulkham Hills del mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
70,Baulkham Hills consideración para,"[<'pa':cV>, <'ra':cV>]"
71,Baulkham Hills inda de las palieras,"[<'pa':cV>, <'lie':cvV>, <'ras':cVs>]"
72,Baulkham Hills cuentia de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
73,Baulkham Hills podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
74,Baulkham Hills a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
75,Baulkham Hills las oficinas para,"[<'pa':cV>, <'ra':cV>]"
76,Baulkham Hills bien en el correcionar,"[<'co':cV>, <'rre':ccV>, <'cio':cvV>, <'nar':cVc>]"
77,Baulkham Hills de los comparaciones,"[<'com':cVc>, <'pa':cV>, <'ra':cV>, <'cio':cvV>, <'nes':cVs>]"
78,Baulkham Hills comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
79,Baulkham Hills por consumidor para,"[<'pa':cV>, <'ra':cV>]"
80,Baulkham Hills siglo xx que los partes,"[<'par':cVc>, <'tes':cVs>]"
81,Baulkham Hills los combustibles fueron,"[<'fue':cvV>, <'ron':cVc>]"
82,Baulkham Hills entarión de las pautas,"[<'pau':cVv>, <'tas':cVs>]"
83,Baulkham Hills las pautas de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
84,Baulkham Hills energéticos entre,"[<'en':Vc>, <'tre':ccV>]"
85,Baulkham Hills puede ser concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
86,Baulkham Hills concentración del caso,"[<'ca':cV>, <'so':sV>]"
87,Baulkham Hills se se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
88,Baulkham Hills así como un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
89,Baulkham Hills s de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
90,Baulkham Hills consecuencia del clima,"[<'cli':ccv>, <'ma':cV>]"
91,Baulkham Hills del clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
92,Baulkham Hills aumento del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
93,Baulkham Hills primer calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
94,Baulkham Hills calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
95,Baulkham Hills global de la estudida,"[<'es':Vs>, <'tu':cv>, <'di':cv>, <'da':cV>]"
96,Baulkham Hills ientia de la previsión,"[<'pre':ccV>, <'vi':cv>, <'sión':svVc>]"
97,Baulkham Hills e de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
98,Baulkham Hills la tierra y contención,"[<'con':cVc>, <'ten':cVc>, <'ción':cvVc>]"
99,Baulkham Hills contención de los partes,"[<'par':cVc>, <'tes':cVs>]"
100,Baulkham Hills ente de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
101,Baulkham Hills de las gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
102,Baulkham Hills mente de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
103,Baulkham Hills de la población están,"[<'es':Vs>, <'tán':cVc>]"
104,Baulkham Hills previsión de los medios,"[<'me':cV>, <'dios':cvVs>]"
105,Baulkham Hills carbono e internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
106,Baulkham Hills problema de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
107,Baulkham Hills del gas de los altimos,"[<'al':Vc>, <'ti':cv>, <'mos':cVs>]"
108,Baulkham Hills de los altimos o antes,"[<'an':Vc>, <'tes':cVs>]"
109,Baulkham Hills ico de los alternos,"[<'al':Vc>, <'ter':cVc>, <'nos':cVs>]"
110,Baulkham Hills los alternos de especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
111,Baulkham Hills idente en los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
112,Baulkham Hills es puedo estar la salud,"[<'sa':sV>, <'lud':cvc>]"
113,Baulkham Hills ente de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
114,Baulkham Hills el estado por algo,"[<'al':Vc>, <'go':cV>]"
115,Baulkham Hills con el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
116,Baulkham Hills s pueden el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
117,Baulkham Hills el mercado que el amor,"[<'a':V>, <'mor':cVc>]"
118,Baulkham Hills ima de la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
119,Baulkham Hills de las países para,"[<'pa':cV>, <'ra':cV>]"
120,Baulkham Hills que el impacto de un clima,"[<'cli':ccv>, <'ma':cV>]"
121,Baulkham Hills de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
122,Baulkham Hills producto a los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
123,Baulkham Hills despertar lo que es una,"[<'u':v>, <'na':cV>]"
124,Baulkham Hills a de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
125,Baulkham Hills de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
126,Baulkham Hills cial en los retroposos,"[<'re':cV>, <'tro':ccV>, <'po':cV>, <'sos':sVs>]"
127,Baulkham Hills del principal responsar,"[<'res':cVs>, <'pon':cVc>, <'sar':sVc>]"
128,Baulkham Hills tiempo la mayor parte,"[<'par':cVc>, <'te':cV>]"
129,Baulkham Hills e partir del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
130,Baulkham Hills del problema del medio,"[<'me':cV>, <'dio':cvV>]"
131,Baulkham Hills en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
132,Baulkham Hills del nivel del mar de estos,"[<'es':Vs>, <'tos':cVs>]"
133,Baulkham Hills a la precisión para,"[<'pa':cV>, <'ra':cV>]"
134,Baulkham Hills esta de los periodos,"[<'pe':cV>, <'rio':cvV>, <'dos':cVs>]"
135,Baulkham Hills los periodos del pauso,"[<'pau':cVv>, <'so':sV>]"
136,Baulkham Hills del pauso medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
137,Baulkham Hills medidas por la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
138,Baulkham Hills intencia de agua tantos,"[<'tan':cVc>, <'tos':cVs>]"
139,Baulkham Hills los países previstos,"[<'pre':ccV>, <'vis':cvs>, <'tos':cVs>]"
140,Baulkham Hills procesos que permitan,"[<'per':cVc>, <'mi':cv>, <'tan':cVc>]"
141,Baulkham Hills los efectos fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
142,Baulkham Hills del mar soda este tiempo,"[<'tiem':cvVc>, <'po':cV>]"
143,Baulkham Hills de los economistas,"[<'e':V>, <'co':cV>, <'no':cV>, <'mis':cvs>, <'tas':cVs>]"
144,Baulkham Hills o continua el distinto,"[<'dis':cvs>, <'tin':cvc>, <'to':cV>]"
145,Baulkham Hills en crecimiento sobre,"[<'so':sV>, <'bre':ccV>]"
146,Baulkham Hills sobre la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
