,verse,terminacion
0,Los Llanos de Aridane load model,"[<'mo':cV>, <'del':cVc>]"
1,Los Llanos de Aridane en la infermedad,"[<'in':vc>, <'fer':cVc>, <'me':cV>, <'dad':cVc>]"
2,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
3,Los Llanos de Aridane la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
4,Los Llanos de Aridane se distinte,"[<'dis':cvs>, <'tin':cvc>, <'te':cV>]"
5,Los Llanos de Aridane de los palas,"[<'pa':cV>, <'las':cVs>]"
6,Los Llanos de Aridane la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
7,Los Llanos de Aridane es la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
8,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
9,Los Llanos de Aridane la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
10,Los Llanos de Aridane nuestro parte,"[<'par':cVc>, <'te':cV>]"
11,Los Llanos de Aridane las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
12,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
13,Los Llanos de Aridane los palabres,"[<'pa':cV>, <'la':cV>, <'bres':ccVs>]"
14,Los Llanos de Aridane en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
15,Los Llanos de Aridane a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
16,Los Llanos de Aridane de la salud,"[<'sa':sV>, <'lud':cvc>]"
17,Los Llanos de Aridane la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
18,Los Llanos de Aridane la transición,"[<'tran':ccVc>, <'si':sv>, <'ción':cvVc>]"
19,Los Llanos de Aridane de la salud,"[<'sa':sV>, <'lud':cvc>]"
20,Los Llanos de Aridane en el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
21,Los Llanos de Aridane el sistema almo,"[<'al':Vc>, <'mo':cV>]"
22,Los Llanos de Aridane el mismo para,"[<'pa':cV>, <'ra':cV>]"
23,Los Llanos de Aridane un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
24,Los Llanos de Aridane la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
25,Los Llanos de Aridane el escenario,"[<'es':Vs>, <'ce':cV>, <'na':cV>, <'rio':cvV>]"
26,Los Llanos de Aridane la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
27,Los Llanos de Aridane la contrarion,"[<'con':cVc>, <'tra':ccV>, <'rion':cvVc>]"
28,Los Llanos de Aridane de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
29,Los Llanos de Aridane la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
30,Los Llanos de Aridane la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
31,Los Llanos de Aridane que el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
32,Los Llanos de Aridane contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
33,Los Llanos de Aridane del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
34,Los Llanos de Aridane a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
35,Los Llanos de Aridane mayor parte,"[<'par':cVc>, <'te':cV>]"
36,Los Llanos de Aridane del acusa,"[<'a':V>, <'cu':cv>, <'sa':sV>]"
37,Los Llanos de Aridane la mituda,"[<'mi':cv>, <'tu':cv>, <'da':cV>]"
38,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Los Llanos de Aridane su presente,"[<'pre':ccV>, <'sen':sVc>, <'te':cV>]"
40,Los Llanos de Aridane en el pertido,"[<'per':cVc>, <'ti':cv>, <'do':cV>]"
41,Los Llanos de Aridane del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
42,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
43,Los Llanos de Aridane los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
44,Los Llanos de Aridane la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
45,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
46,Los Llanos de Aridane la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
47,Los Llanos de Aridane la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
48,Los Llanos de Aridane que se viere,"[<'vie':cvV>, <'re':cV>]"
49,Los Llanos de Aridane para el solo,"[<'so':sV>, <'lo':cV>]"
50,Los Llanos de Aridane se desalian,"[<'de':cV>, <'sa':sV>, <'lian':cvVc>]"
51,Los Llanos de Aridane los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
52,Los Llanos de Aridane alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
53,Los Llanos de Aridane consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
54,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
55,Los Llanos de Aridane es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
56,Los Llanos de Aridane pueden marcha,"[<'mar':cVc>, <'cha':ccV>]"
57,Los Llanos de Aridane los periodos,"[<'pe':cV>, <'rio':cvV>, <'dos':cVs>]"
58,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
59,Los Llanos de Aridane tu terrente,"[<'te':cV>, <'rren':ccVc>, <'te':cV>]"
60,Los Llanos de Aridane a la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
61,Los Llanos de Aridane con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
62,Los Llanos de Aridane la aperación,"[<'a':V>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
63,Los Llanos de Aridane de la centra,"[<'cen':cVc>, <'tra':ccV>]"
64,Los Llanos de Aridane la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
65,Los Llanos de Aridane los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
66,Los Llanos de Aridane la solidad,"[<'so':sV>, <'li':cv>, <'dad':cVc>]"
67,Los Llanos de Aridane la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
68,Los Llanos de Aridane los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
69,Los Llanos de Aridane en los dectriales,"[<'dec':cVc>, <'tria':ccvV>, <'les':cVs>]"
70,Los Llanos de Aridane se se puede,"[<'pue':cvV>, <'de':cV>]"
71,Los Llanos de Aridane del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
72,Los Llanos de Aridane actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
73,Los Llanos de Aridane políticos,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'cos':cVs>]"
