,verse,terminacion
0,Santa Cruz de la Sierra load model,"[<'mo':cV>, <'del':cVc>]"
1,Santa Cruz de la Sierra ### Predict,"[<'Pre':ccV>, <'di':cv>, <'ct':cc>]"
2,Santa Cruz de la Sierra en la infermedad,"[<'in':vc>, <'fer':cVc>, <'me':cV>, <'dad':cVc>]"
3,Santa Cruz de la Sierra del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
4,Santa Cruz de la Sierra la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
5,Santa Cruz de la Sierra los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
6,Santa Cruz de la Sierra la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
7,Santa Cruz de la Sierra la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
8,Santa Cruz de la Sierra de entre el parto,"[<'par':cVc>, <'to':cV>]"
9,Santa Cruz de la Sierra es la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
10,Santa Cruz de la Sierra los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
11,Santa Cruz de la Sierra nuestro parte,"[<'par':cVc>, <'te':cV>]"
12,Santa Cruz de la Sierra los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
13,Santa Cruz de la Sierra los palabres,"[<'pa':cV>, <'la':cV>, <'bres':ccVs>]"
14,Santa Cruz de la Sierra a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
15,Santa Cruz de la Sierra la transición,"[<'tran':ccVc>, <'si':sv>, <'ción':cvVc>]"
16,Santa Cruz de la Sierra de la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
17,Santa Cruz de la Sierra en el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
18,Santa Cruz de la Sierra el sistema almo,"[<'al':Vc>, <'mo':cV>]"
19,Santa Cruz de la Sierra el mismo para,"[<'pa':cV>, <'ra':cV>]"
20,Santa Cruz de la Sierra un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
21,Santa Cruz de la Sierra de la carta,"[<'car':cVc>, <'ta':cV>]"
22,Santa Cruz de la Sierra carta de esta,"[<'es':Vs>, <'ta':cV>]"
23,Santa Cruz de la Sierra la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
24,Santa Cruz de la Sierra el escenario,"[<'es':Vs>, <'ce':cV>, <'na':cV>, <'rio':cvV>]"
25,Santa Cruz de la Sierra la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
26,Santa Cruz de la Sierra la contrarion,"[<'con':cVc>, <'tra':ccV>, <'rion':cvVc>]"
27,Santa Cruz de la Sierra en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
28,Santa Cruz de la Sierra de la función,"[<'fun':cvc>, <'ción':cvVc>]"
29,Santa Cruz de la Sierra en la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
30,Santa Cruz de la Sierra contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
31,Santa Cruz de la Sierra del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
32,Santa Cruz de la Sierra se están de algo,"[<'al':Vc>, <'go':cV>]"
33,Santa Cruz de la Sierra de la mayor,"[<'ma':cV>, <'yor':cVc>]"
34,Santa Cruz de la Sierra su presente,"[<'pre':ccV>, <'sen':sVc>, <'te':cV>]"
35,Santa Cruz de la Sierra en el pertido,"[<'per':cVc>, <'ti':cv>, <'do':cV>]"
36,Santa Cruz de la Sierra del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
37,Santa Cruz de la Sierra la atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
38,Santa Cruz de la Sierra de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
39,Santa Cruz de la Sierra los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
40,Santa Cruz de la Sierra los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
41,Santa Cruz de la Sierra en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
42,Santa Cruz de la Sierra los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
43,Santa Cruz de la Sierra la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
44,Santa Cruz de la Sierra re en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
45,Santa Cruz de la Sierra de los metos,"[<'me':cV>, <'tos':cVs>]"
46,Santa Cruz de la Sierra se desalian,"[<'de':cV>, <'sa':sV>, <'lian':cvVc>]"
47,Santa Cruz de la Sierra los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
48,Santa Cruz de la Sierra de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
49,Santa Cruz de la Sierra los correstos,"[<'co':cV>, <'rres':ccVs>, <'tos':cVs>]"
50,Santa Cruz de la Sierra consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
51,Santa Cruz de la Sierra los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
52,Santa Cruz de la Sierra es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
53,Santa Cruz de la Sierra pueden marcha,"[<'mar':cVc>, <'cha':ccV>]"
54,Santa Cruz de la Sierra los periodos,"[<'pe':cV>, <'rio':cvV>, <'dos':cVs>]"
55,Santa Cruz de la Sierra de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
56,Santa Cruz de la Sierra con su porque,"[<'por':cVc>, <'que':cvV>]"
57,Santa Cruz de la Sierra contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
58,Santa Cruz de la Sierra a la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
59,Santa Cruz de la Sierra con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
60,Santa Cruz de la Sierra la aperación,"[<'a':V>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
61,Santa Cruz de la Sierra pertinente,"[<'per':cVc>, <'ti':cv>, <'nen':cVc>, <'te':cV>]"
62,Santa Cruz de la Sierra con la reda,"[<'re':cV>, <'da':cV>]"
63,Santa Cruz de la Sierra los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
64,Santa Cruz de la Sierra de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
65,Santa Cruz de la Sierra del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
66,Santa Cruz de la Sierra consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
67,Santa Cruz de la Sierra la solidad,"[<'so':sV>, <'li':cv>, <'dad':cVc>]"
68,Santa Cruz de la Sierra la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
69,Santa Cruz de la Sierra la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
70,Santa Cruz de la Sierra se se puede,"[<'pue':cvV>, <'de':cV>]"
