,endecasílabo
0,Toliara permitado en la atmósfera
1,Toliara en el proyecto de la tierra
2,Toliara de carbono a la producción
3,Toliara problema de compromiso
4,Toliara modelos de compromiso
5,Toliara contribución de la propia
6,Toliara entre el mar de la concentración
7,Toliara carbono en la concentración
8,Toliara menos de la consecuencia
9,Toliara parte de la concentración
10,Toliara parte de la concentración
11,Toliara mundial de la concentración
12,Toliara contribución de la compra
13,Toliara mayor parte de la salud
14,Toliara marca de la concentración
15,Toliara mayor en la compromisa
16,Toliara climático como el cambio
17,Toliara como el cambio climático
18,Toliara producto en la compromisa
19,Toliara el petróleo y la propia
20,Toliara marco de la concentración
21,Toliara climático en la atmósfera
22,Toliara está contra la compromica
23,Toliara marca de la concentración
24,Toliara parte de la contra el cambio
25,Toliara política en la producción
26,Toliara climática y el cambio
27,Toliara carbono en la compromisa
28,Toliara propia de la concentración
29,Toliara contra el cambio climático
30,Toliara contra el cambio climático
31,Toliara el cambio climático sobre
32,Toliara menos de la compromisa
33,Toliara la compra de compromiso
34,Toliara marco de la concentración
35,Toliara la comprar en la producción
36,Toliara por el contral de la propia
37,Toliara el contral de la propia contra
38,Toliara en el proceso de la propia
39,Toliara la contrar con la estrategia
40,Toliara permitado de la propia
41,Toliara de la propia climática
42,Toliara para el cambio climático
43,Toliara contra el cambio climático
44,Toliara el cambio climático sobre
45,Toliara la producción de la compra
46,Toliara permitado de la compra
47,Toliara parte de la compromisa
48,Toliara emisiones de contra el cambio
49,Toliara la propia de contra el cambio
50,Toliara producirá a la energía
51,Toliara el proyecto de la actualidad
52,Toliara permitado de la propia
53,Toliara de la propia contra el cambio
54,Toliara menos de la concentración
55,Toliara permitado por la propia
56,Toliara el contrado en la compromisa
57,Toliara parte de la compromisa
58,Toliara en la propia de la comprensión
59,Toliara contra el cambio climático
60,Toliara contra el cambio climático
61,Toliara menos precipitaciones
62,Toliara permita de la producción
63,Toliara la capa de compromiso
64,Toliara de contra la compromisa
65,Toliara menos de la compromisa
66,Toliara por el mar en la producción
67,Toliara permita en la compromisa
68,Toliara la producción de la compra
69,Toliara contra el cambio climático
70,Toliara permitado de la estado
71,Toliara producido a la energía
72,Toliara el proceso de compromiso
73,Toliara parte de la contra el cambio
74,Toliara de contra la compromisa
75,Toliara la contrar la compromisa
76,Toliara comprensión de la producción
77,Toliara propia con la compromisa
78,Toliara permita en la compromisa
79,Toliara por el cambio climático
80,Toliara problema de la producción
81,Toliara parte de la compromisa
82,Toliara la propia de la comprensión
83,Toliara el mercado de la producción
84,Toliara permitado en la producción
85,Toliara seguir en la contribución
86,Toliara la estada de compromiso
87,Toliara parte de la concentración
88,Toliara la propia como el problema
89,Toliara problema con la atmósfera
90,Toliara carbono que la comprensión
91,Toliara la compromisa de deces
92,Toliara deces con la compromisa
93,Toliara se producirá en la propia
94,Toliara en la propia de compromiso
95,Toliara manor en la compromisa
96,Toliara modelo de la producción
97,Toliara el cambio climático sobre
98,Toliara la energía necesaria
99,Toliara los combustibles fósiles
100,Toliara la propia como el estado
101,Toliara compromiso de carbono
102,Toliara carbono y el problema
103,Toliara la energía contra el cambio
104,Toliara contribución de la compra
105,Toliara se esta mayor producida
106,Toliara compromiso de la capa
107,Toliara el contrado en la compromisa
108,Toliara producto a las emisiones
109,Toliara la propia de los procesos
110,Toliara el contrado en la concentración
111,Toliara segundo de la producción
112,Toliara la comprensión de la propia
113,Toliara a la propia de compromiso
114,Toliara permitado en la comprensión
115,Toliara parte de la concentración
116,Toliara parte de la compromisa
117,Toliara climático en la producción
118,Toliara parte de la compromisa
119,Toliara el proceso de la comprensión
120,Toliara la producción de la compra
121,Toliara la compra de la producción
122,Toliara menos de la compromisa
123,Toliara marco de la concentración
124,Toliara menos en la concentración
125,Toliara ser estado a la producción
126,Toliara contra el cambio climático
127,Toliara los procesos de carbono
128,Toliara seguridad establecir
129,Toliara parte de la contribución
130,Toliara parte de la compromisa
131,Toliara consecuencia de la contrar
132,Toliara la contrar la compromisa
133,Toliara en la producción de la capa
134,Toliara en la cumbre de la actualidad
135,Toliara la compra de la estructura
136,Toliara contra el cambio climático
137,Toliara de la compra de consumo
138,Toliara la compromisa de cambio
139,Toliara por el cambio climático
140,Toliara permitado en el promedio
141,Toliara la estado de la comprensión
142,Toliara se desarrollar la estada
143,Toliara mercado de la energía
144,Toliara carbono en la compromisa
145,Toliara menos de la concentración
146,Toliara permitado en la producción
147,Toliara contración de la producción
148,Toliara el contral de la concentración
149,Toliara de todo la contra el cambio
150,Toliara menos de la concentración
151,Toliara contra el cambio climático
152,Toliara la comprensión de la compra
153,Toliara la producción de la compra
154,Toliara parte de la concentración
155,Toliara menos de la concentración
156,Toliara proceso de esta producción
157,Toliara proceso de compromiso
158,Toliara sin embargo se producir
159,Toliara contra el mar en la atmósfera
160,Toliara de compromiso de contra
161,Toliara contra la temperatura
162,Toliara menos de la concentración
163,Toliara carbono que los países
164,Toliara la producción de la mayor
