,verse,terminacion
0,Kailua en la infermedad energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
1,Kailua los países o la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
2,Kailua si debería la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
3,Kailua estrategia de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
4,Kailua los países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
5,Kailua nuestro parte de las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
6,Kailua con partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
7,Kailua dicional de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
8,Kailua la temperatura en los palas,"[<'pa':cV>, <'las':cVs>]"
9,Kailua composiciones de la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
10,Kailua márido de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
11,Kailua la temperatura es un siglo,"[<'si':sv>, <'glo':ccV>]"
12,Kailua conterir la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
13,Kailua un carbono de su política,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'ca':cV>]"
14,Kailua el escenario de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
15,Kailua la contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Kailua la base de la mayor parte,"[<'par':cVc>, <'te':cV>]"
17,Kailua de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
18,Kailua su mara de la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
19,Kailua en el pertido de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
20,Kailua atmósfera de la comporación,"[<'com':cVc>, <'po':cV>, <'ra':cV>, <'ción':cvVc>]"
21,Kailua gustos de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
22,Kailua los países de los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
23,Kailua al siglo xx los estados desde,"[<'des':cVs>, <'de':cV>]"
24,Kailua de los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
25,Kailua estado de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
26,Kailua también en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
27,Kailua los correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
28,Kailua gue para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
29,Kailua consecuencia y los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
30,Kailua es un convenio sobre el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
31,Kailua ricado de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
32,Kailua de la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
33,Kailua de la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
34,Kailua la esta alla y la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
35,Kailua a la sociedad de la sonientia,"[<'so':sV>, <'nien':cvVc>, <'tia':cvV>]"
36,Kailua de la sonientia con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
37,Kailua con la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
38,Kailua la solidad de la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
39,Kailua la energía no en los dectriales,"[<'dec':cVc>, <'tria':ccvV>, <'les':cVs>]"
40,Kailua la concentración del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
41,Kailua políticos definitivas,"[<'de':cV>, <'fi':cv>, <'ni':cv>, <'ti':cv>, <'vas':cVs>]"
42,Kailua con el consumo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
43,Kailua la de la oriente climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
44,Kailua de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
45,Kailua de su procisa de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
46,Kailua la población de la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
47,Kailua tendrámente en la caleración,"[<'ca':cV>, <'le':cV>, <'ra':cV>, <'ción':cvVc>]"
48,Kailua en la caleración del carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
