,endecasílabo
0,New Plymouth carbono a la producción
1,New Plymouth el cambio climático
2,New Plymouth climático en la propia
3,New Plymouth parte de la producción
4,New Plymouth problema de reducir
5,New Plymouth propia como la contra
6,New Plymouth el cambio climático
7,New Plymouth la capa de la contra
8,New Plymouth climático es un cambio
9,New Plymouth la compra de la contra
10,New Plymouth la salud de la contrar
11,New Plymouth el cambio climático
12,New Plymouth contra la compromica
13,New Plymouth esta mayor producción
14,New Plymouth contrar la concentración
15,New Plymouth menos de la comprensión
16,New Plymouth sobre la compromisa
17,New Plymouth el cambio climático
18,New Plymouth cambio climático esta
19,New Plymouth el cambio climático
20,New Plymouth sobre la compromisa
21,New Plymouth el contral de la propia
22,New Plymouth el contrado en el cambio
23,New Plymouth contrar con la estrategia
24,New Plymouth el cambio climático
25,New Plymouth la propia climática
26,New Plymouth el cambio climático
27,New Plymouth el cambio climático
28,New Plymouth el cambio climático
29,New Plymouth sobre la economía
30,New Plymouth sobre la capacidad
31,New Plymouth producción de la compra
32,New Plymouth propia de contra el cambio
33,New Plymouth a la energía para
34,New Plymouth las contrabulidades
35,New Plymouth el cambio climático
36,New Plymouth el cambio climático
37,New Plymouth la propia contra el cambio
38,New Plymouth producir el contrado
39,New Plymouth la contra el combustible
40,New Plymouth climático es proceso
41,New Plymouth es proceso de cambio
42,New Plymouth climático en la estado
43,New Plymouth la mayor actividad
44,New Plymouth parte de la producción
45,New Plymouth capa de compromiso
46,New Plymouth la propia compromiso
47,New Plymouth compromiso de contra
48,New Plymouth contra la compromisa
49,New Plymouth el mar en la producción
50,New Plymouth producción de la compra
51,New Plymouth el cambio climático
52,New Plymouth la estado de carbono
53,New Plymouth la propia de carbono
54,New Plymouth el cambio climático
55,New Plymouth contrar la compromisa
56,New Plymouth parte de la transición
57,New Plymouth el cambio climático
58,New Plymouth mayor posibilidad
59,New Plymouth los procesos de contra
60,New Plymouth el cambio climático
61,New Plymouth propia de la comprensión
62,New Plymouth compromisa de cambio
63,New Plymouth de cambio climático
64,New Plymouth compromiso de contra
65,New Plymouth la compra de carbono
66,New Plymouth de la temperatura
67,New Plymouth propia como el problema
68,New Plymouth climático es un cambio
69,New Plymouth contrado de carbono
70,New Plymouth compromisa de deces
71,New Plymouth producirá en la propia
72,New Plymouth energía en la propia
73,New Plymouth mar y la contra el cambio
74,New Plymouth el cambio climático
75,New Plymouth sobre la contribución
76,New Plymouth climático es un combio
77,New Plymouth propia como el estado
78,New Plymouth la capa de la compra
79,New Plymouth la cual es el sistema
80,New Plymouth contra la compromisa
81,New Plymouth propia de los procesos
82,New Plymouth comprensión de la propia
83,New Plymouth de la contra el mendado
84,New Plymouth el cambio climático
85,New Plymouth cambio climático esta
86,New Plymouth el cambio climático
87,New Plymouth de la temperatura
88,New Plymouth el cambio climático
89,New Plymouth producción de la compra
90,New Plymouth en el antercimiento
91,New Plymouth contra las emisiones
92,New Plymouth compromisa de contra
93,New Plymouth de la temperatura
94,New Plymouth estado a la producción
95,New Plymouth el cambio climático
96,New Plymouth la propia contra el cambio
