,endecasílabo
0,Gisborne permitado en la atmósfera
1,Gisborne en el proyecto de la tierra
2,Gisborne de carbono a la producción
3,Gisborne problema de compromiso
4,Gisborne modelos de compromiso
5,Gisborne contribución de la propia
6,Gisborne entre el mar de la concentración
7,Gisborne carbono en la concentración
8,Gisborne menos de la consecuencia
9,Gisborne parte de la concentración
10,Gisborne parte de la concentración
11,Gisborne mundial de la concentración
12,Gisborne contribución de la compra
13,Gisborne mayor parte de la salud
14,Gisborne marca de la concentración
15,Gisborne mayor en la compromisa
16,Gisborne climático como el cambio
17,Gisborne como el cambio climático
18,Gisborne producto en la compromisa
19,Gisborne el petróleo y la propia
20,Gisborne marco de la concentración
21,Gisborne climático en la atmósfera
22,Gisborne está contra la compromica
23,Gisborne marca de la concentración
24,Gisborne parte de la contra el cambio
25,Gisborne política en la producción
26,Gisborne climática y el cambio
27,Gisborne carbono en la compromisa
28,Gisborne propia de la concentración
29,Gisborne contra el cambio climático
30,Gisborne contra el cambio climático
31,Gisborne el cambio climático sobre
32,Gisborne menos de la compromisa
33,Gisborne la compra de compromiso
34,Gisborne marco de la concentración
35,Gisborne la comprar en la producción
36,Gisborne por el contral de la propia
37,Gisborne el contral de la propia contra
38,Gisborne en el proceso de la propia
39,Gisborne la contrar con la estrategia
40,Gisborne permitado de la propia
41,Gisborne de la propia climática
42,Gisborne para el cambio climático
43,Gisborne contra el cambio climático
44,Gisborne el cambio climático sobre
45,Gisborne la producción de la compra
46,Gisborne permitado de la compra
47,Gisborne parte de la compromisa
48,Gisborne emisiones de contra el cambio
49,Gisborne la propia de contra el cambio
50,Gisborne producirá a la energía
51,Gisborne el proyecto de la actualidad
52,Gisborne permitado de la propia
53,Gisborne de la propia contra el cambio
54,Gisborne menos de la concentración
55,Gisborne permitado por la propia
56,Gisborne el contrado en la compromisa
57,Gisborne parte de la compromisa
58,Gisborne en la propia de la comprensión
59,Gisborne contra el cambio climático
60,Gisborne contra el cambio climático
61,Gisborne menos precipitaciones
62,Gisborne permita de la producción
63,Gisborne la capa de compromiso
64,Gisborne de contra la compromisa
65,Gisborne menos de la compromisa
66,Gisborne por el mar en la producción
67,Gisborne permita en la compromisa
68,Gisborne la producción de la compra
69,Gisborne contra el cambio climático
70,Gisborne permitado de la estado
71,Gisborne producido a la energía
72,Gisborne el proceso de compromiso
73,Gisborne parte de la contra el cambio
74,Gisborne de contra la compromisa
75,Gisborne la contrar la compromisa
76,Gisborne comprensión de la producción
77,Gisborne propia con la compromisa
78,Gisborne permita en la compromisa
79,Gisborne por el cambio climático
80,Gisborne problema de la producción
81,Gisborne parte de la compromisa
82,Gisborne la propia de la comprensión
83,Gisborne el mercado de la producción
84,Gisborne permitado en la producción
85,Gisborne seguir en la contribución
86,Gisborne la estada de compromiso
87,Gisborne parte de la concentración
88,Gisborne la propia como el problema
89,Gisborne problema con la atmósfera
90,Gisborne carbono que la comprensión
91,Gisborne la compromisa de deces
92,Gisborne deces con la compromisa
93,Gisborne se producirá en la propia
94,Gisborne en la propia de compromiso
95,Gisborne manor en la compromisa
96,Gisborne modelo de la producción
97,Gisborne el cambio climático sobre
98,Gisborne la energía necesaria
99,Gisborne los combustibles fósiles
100,Gisborne la propia como el estado
101,Gisborne compromiso de carbono
102,Gisborne carbono y el problema
103,Gisborne la energía contra el cambio
104,Gisborne contribución de la compra
105,Gisborne se esta mayor producida
106,Gisborne compromiso de la capa
107,Gisborne el contrado en la compromisa
108,Gisborne producto a las emisiones
109,Gisborne la propia de los procesos
110,Gisborne el contrado en la concentración
111,Gisborne segundo de la producción
112,Gisborne la comprensión de la propia
113,Gisborne a la propia de compromiso
114,Gisborne permitado en la comprensión
115,Gisborne parte de la concentración
116,Gisborne parte de la compromisa
117,Gisborne climático en la producción
118,Gisborne parte de la compromisa
119,Gisborne el proceso de la comprensión
120,Gisborne la producción de la compra
121,Gisborne la compra de la producción
122,Gisborne menos de la compromisa
123,Gisborne marco de la concentración
124,Gisborne menos en la concentración
125,Gisborne ser estado a la producción
126,Gisborne contra el cambio climático
127,Gisborne los procesos de carbono
128,Gisborne seguridad establecir
129,Gisborne parte de la contribución
130,Gisborne parte de la compromisa
131,Gisborne consecuencia de la contrar
132,Gisborne la contrar la compromisa
133,Gisborne en la producción de la capa
134,Gisborne en la cumbre de la actualidad
135,Gisborne la compra de la estructura
136,Gisborne contra el cambio climático
137,Gisborne de la compra de consumo
138,Gisborne la compromisa de cambio
139,Gisborne por el cambio climático
140,Gisborne permitado en el promedio
141,Gisborne la estado de la comprensión
142,Gisborne se desarrollar la estada
143,Gisborne mercado de la energía
144,Gisborne carbono en la compromisa
145,Gisborne menos de la concentración
146,Gisborne permitado en la producción
147,Gisborne contración de la producción
148,Gisborne el contral de la concentración
149,Gisborne de todo la contra el cambio
150,Gisborne menos de la concentración
151,Gisborne contra el cambio climático
152,Gisborne la comprensión de la compra
153,Gisborne la producción de la compra
154,Gisborne parte de la concentración
155,Gisborne menos de la concentración
156,Gisborne proceso de esta producción
157,Gisborne proceso de compromiso
158,Gisborne sin embargo se producir
159,Gisborne contra el mar en la atmósfera
160,Gisborne de compromiso de contra
161,Gisborne contra la temperatura
162,Gisborne menos de la concentración
163,Gisborne carbono que los países
164,Gisborne la producción de la mayor
165,Gisborne problema de la producción
166,Gisborne de compromiso de contra
167,Gisborne menos de la contribución
168,Gisborne por el cambio climático
169,Gisborne climático y la propia
170,Gisborne de compromiso de carbón
171,Gisborne carbono en la compromisa
172,Gisborne permitado de la tierra
173,Gisborne carbono por un problema
174,Gisborne de combustibles fósiles
175,Gisborne producto en la concentración
176,Gisborne proceso de compromiso
177,Gisborne el proyecto en la compromisa
178,Gisborne contra el cambio climático
179,Gisborne medida de compromiso
180,Gisborne la estado de la comprensión
181,Gisborne parte de la comprendencia
182,Gisborne la comprensión de la compra
183,Gisborne de la compra de carbono
184,Gisborne proceso de compromiso
185,Gisborne desarrollar el problema
186,Gisborne compromiso de la contrar
187,Gisborne la compromisa de cambio
188,Gisborne contra el cambio climático
189,Gisborne segundo contra la propia
190,Gisborne la propia de compromiso
191,Gisborne la propia de compromiso
192,Gisborne compromiso de la compra
193,Gisborne de carbono en la atmósfera
194,Gisborne menos en la contribución
195,Gisborne menos en las emisiones
196,Gisborne carbono en la compromisa
197,Gisborne ser producido en la propia
198,Gisborne la energía para el cambio
199,Gisborne a la producción de la propia
200,Gisborne parte de la concentración
201,Gisborne de carbono a la producción
202,Gisborne de compromiso de cambio
203,Gisborne tendría en la consecuencia
204,Gisborne consecuencia de la contrar
205,Gisborne la contrar la concentración
206,Gisborne de contra la contra el cambio
207,Gisborne en la comprensión de la estada
208,Gisborne en el cambio climático esta
209,Gisborne de la propia como contra
210,Gisborne producto en la contra el cambio
211,Gisborne productos de la producción
212,Gisborne propio con la concentración
213,Gisborne de carbono de la propia
214,Gisborne marca de la concentración
215,Gisborne producción de la producción
216,Gisborne contra la compromicado
217,Gisborne la producción de la compra
218,Gisborne países de contra el cambio
219,Gisborne se desarrollar el cambio
220,Gisborne problema de compromiso
221,Gisborne medida de la intersidad
222,Gisborne el proceso de contra el cambio
223,Gisborne conjunto de compromiso
224,Gisborne la producción de la compra
225,Gisborne en la concentración de la actual
226,Gisborne consecuencia de la compren
227,Gisborne la compren de consecuencia
228,Gisborne parte de la contribución
229,Gisborne contra el cambio climático
230,Gisborne compromiso de la mayor
231,Gisborne secuedad de la atmósfera
232,Gisborne la mayor por la producción
233,Gisborne la producción de la compra
234,Gisborne la propia en la compromisa
235,Gisborne contra el cambio climático
236,Gisborne la demanda de la propia
237,Gisborne de la propia contra el cambio
238,Gisborne contra el cambio climático
239,Gisborne la intersidad biológica
240,Gisborne la compromisa continuar
241,Gisborne de la contrar la contración
242,Gisborne el problema de compromiso
243,Gisborne parte de la compromisa
244,Gisborne contra el cambio climático
245,Gisborne contra el cambio climático
246,Gisborne economía necesitad
247,Gisborne parte de la contra el cambio
248,Gisborne permitado en el consumo
249,Gisborne parte de la contra el cambio
250,Gisborne menos de la concentración
251,Gisborne de carbono y la contrar
252,Gisborne compromiso de la propia
253,Gisborne la energía necesaria
254,Gisborne carbono a la compromisa
255,Gisborne en el cambio climático esta
256,Gisborne ser producido en la contral
257,Gisborne parte de la concentración
258,Gisborne compra de la propia como
259,Gisborne el contrado en la propia como
260,Gisborne compromisa contra el cambio
261,Gisborne contra el cambio climático
262,Gisborne el cambio climático sobre
263,Gisborne de compromiso de un medio
264,Gisborne permitan para la compra
265,Gisborne la compra de compromiso
266,Gisborne la propia de la comprensión
267,Gisborne cambio climático sobre
268,Gisborne la propia de compromiso
269,Gisborne marco de la concentración
270,Gisborne la temperatura mundial
271,Gisborne ser producido en la propia
272,Gisborne la propia con la producción
273,Gisborne parte de la concentración
274,Gisborne menos en la compromisa
275,Gisborne en el mar de la contribución
276,Gisborne propuesta en la contrabución
277,Gisborne marco de la concentración
278,Gisborne de carbono y la propia
279,Gisborne el sumento de la demanda
