,verse,terminacion
0,Voronezh proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Voronezh en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Voronezh de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Voronezh ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Voronezh los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Voronezh los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Voronezh la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Voronezh as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Voronezh nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Voronezh márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Voronezh es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Voronezh de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Voronezh consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Voronezh de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Voronezh calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Voronezh las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Voronezh la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Voronezh la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Voronezh te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Voronezh de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Voronezh ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Voronezh es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Voronezh de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Voronezh es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Voronezh compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Voronezh carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Voronezh e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Voronezh en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Voronezh re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Voronezh el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Voronezh considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Voronezh lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Voronezh el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Voronezh de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Voronezh en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,Voronezh de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,Voronezh los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,Voronezh los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,Voronezh calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Voronezh e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,Voronezh permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,Voronezh de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Voronezh contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,Voronezh de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,Voronezh los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,Voronezh io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Voronezh timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Voronezh general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Voronezh se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Voronezh umbre al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
50,Voronezh ado de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
51,Voronezh en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
52,Voronezh de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Voronezh s de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
54,Voronezh n las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
55,Voronezh la lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
56,Voronezh el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
57,Voronezh ente a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
58,Voronezh de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,Voronezh ición de su procisa,"[<'pro':ccV>, <'ci':cv>, <'sa':sV>]"
60,Voronezh por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
61,Voronezh e que se pode para,"[<'pa':cV>, <'ra':cV>]"
62,Voronezh a un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
63,Voronezh de la forma de casa,"[<'ca':cV>, <'sa':sV>]"
64,Voronezh consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
65,Voronezh de emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
66,Voronezh se desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
67,Voronezh e a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
68,Voronezh para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
69,Voronezh del mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
70,Voronezh consideración para,"[<'pa':cV>, <'ra':cV>]"
71,Voronezh inda de las palieras,"[<'pa':cV>, <'lie':cvV>, <'ras':cVs>]"
72,Voronezh cuentia de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
73,Voronezh podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
74,Voronezh a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
