,verse,terminacion
0,Wuhan ir aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
1,Wuhan los países o la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
2,Wuhan si debería la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
3,Wuhan los países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
4,Wuhan nuestro parte de las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
5,Wuhan en los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
6,Wuhan con partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
7,Wuhan dicional de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
8,Wuhan e las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Wuhan la temperatura en los palas,"[<'pa':cV>, <'las':cVs>]"
10,Wuhan composiciones de la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
11,Wuhan en un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
12,Wuhan márido de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,Wuhan la temperatura es un siglo,"[<'si':sv>, <'glo':ccV>]"
14,Wuhan conterir la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,Wuhan la contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Wuhan la base de la mayor parte,"[<'par':cVc>, <'te':cV>]"
17,Wuhan de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
18,Wuhan su mara de la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
19,Wuhan gustos de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
20,Wuhan los países de los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
21,Wuhan de los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
22,Wuhan el especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
23,Wuhan también en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
24,Wuhan los correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
25,Wuhan gue para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
26,Wuhan consecuencia y los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
27,Wuhan ricado de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
28,Wuhan de la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
29,Wuhan de la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
30,Wuhan la esta alla y la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
31,Wuhan de la sonientia con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
32,Wuhan en la aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
33,Wuhan con la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
34,Wuhan en los procesos de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
35,Wuhan estar general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
