,endecasílabo
0,Saint-Benoît ### load libraries
1,Saint-Benoît la recursosidad
2,Saint-Benoît de las emisiones
3,Saint-Benoît de la concentración
4,Saint-Benoît esto es la respuesta
5,Saint-Benoît países de nuestro
6,Saint-Benoît contigo en la emisión
7,Saint-Benoît en los eficientes
8,Saint-Benoît de la humanidad
9,Saint-Benoît marcio a la presencia
10,Saint-Benoît los composiciones
11,Saint-Benoît as en el sistema
12,Saint-Benoît en el sistema almo
13,Saint-Benoît de la comperación
14,Saint-Benoît en un forzamiento
15,Saint-Benoît de la carta de esta
16,Saint-Benoît la desempleación
17,Saint-Benoît s de los países
18,Saint-Benoît en el escenario
19,Saint-Benoît de los combustibles
20,Saint-Benoît la función de carbón
21,Saint-Benoît el calentamiento
22,Saint-Benoît nubes del proceso
23,Saint-Benoît de los combustibles
24,Saint-Benoît para diversidad
25,Saint-Benoît el mercado pero
26,Saint-Benoît gustos de la emisión
27,Saint-Benoît la emisión de emisión
28,Saint-Benoît al de la actividad
29,Saint-Benoît de algunos países
30,Saint-Benoît la nueva alta al nivel
31,Saint-Benoît la inercia de efectos
32,Saint-Benoît a través de enfrentir
33,Saint-Benoît que hay que se viere
34,Saint-Benoît ente se desalian
35,Saint-Benoît cumbre de la ommera
36,Saint-Benoît s es un convenio
37,Saint-Benoît de la conferencia
38,Saint-Benoît medidas permiten
39,Saint-Benoît la temperatura
40,Saint-Benoît del calentamiento
41,Saint-Benoît la temperatura
42,Saint-Benoît es a la sociedad
43,Saint-Benoît de la contribución
44,Saint-Benoît de la concentración
45,Saint-Benoît al calentamiento
46,Saint-Benoît los actividades
47,Saint-Benoît para que se poner
48,Saint-Benoît la temperatura
49,Saint-Benoît de los combustibles
50,Saint-Benoît de esta poderpera
51,Saint-Benoît las concentraciones
52,Saint-Benoît lucha de ser alta
53,Saint-Benoît a la seguridad
54,Saint-Benoît entre la energía
55,Saint-Benoît de la comperación
56,Saint-Benoît que se pode para
57,Saint-Benoît de la mayoría
58,Saint-Benoît la forma de casa
59,Saint-Benoît de gases de efecto
60,Saint-Benoît desarrollan casa
61,Saint-Benoît casa de la mayor
62,Saint-Benoît en la concentración
63,Saint-Benoît de las principales
64,Saint-Benoît del clima en la tierra
65,Saint-Benoît mar de los países
66,Saint-Benoît y las oficinas
67,Saint-Benoît de la mayoría
68,Saint-Benoît de esta incentidumbre
69,Saint-Benoît a por consumidor
70,Saint-Benoît para estados para
71,Saint-Benoît de los combustibles
72,Saint-Benoît s son los proyectos
73,Saint-Benoît se contenta el marco
74,Saint-Benoît de la contratuira
75,Saint-Benoît al calentamiento
76,Saint-Benoît s registrar como
77,Saint-Benoît interior del clima
78,Saint-Benoît clima de modelos
79,Saint-Benoît biente de la intersión
80,Saint-Benoît compensario que están
81,Saint-Benoît que están en el medio
82,Saint-Benoît a la converioncia
83,Saint-Benoît de las inversiones
84,Saint-Benoît e en la concentración
85,Saint-Benoît de la conferencia
86,Saint-Benoît o de la energía
87,Saint-Benoît la población están
88,Saint-Benoît disculpa en la lado
89,Saint-Benoît de los medios de este
90,Saint-Benoît n establecida
91,Saint-Benoît de la concentración
92,Saint-Benoît de la concentración
93,Saint-Benoît ente en la recisión
94,Saint-Benoît puedo estar la salud
95,Saint-Benoît estado por algo
96,Saint-Benoît de mantenida entre
97,Saint-Benoît pueden el mercado
98,Saint-Benoît mercado que el amor
99,Saint-Benoît que el amor de viento
100,Saint-Benoît de las emisiones
101,Saint-Benoît de gei no establecer
102,Saint-Benoît o consideración
103,Saint-Benoît las países para
104,Saint-Benoît en la contribución
105,Saint-Benoît no pueda despertar
106,Saint-Benoît o que los sistemas
107,Saint-Benoît de la diversidad
108,Saint-Benoît en la compensación
109,Saint-Benoît de los combustibles
110,Saint-Benoît y las inversiones
111,Saint-Benoît or de los países
112,Saint-Benoît en la superficie
113,Saint-Benoît s electricidad
114,Saint-Benoît e ante la previsión
115,Saint-Benoît a la concentración
116,Saint-Benoît de las políticas
117,Saint-Benoît en los retroposos
118,Saint-Benoît de la comperación
119,Saint-Benoît ión de carbono algo
120,Saint-Benoît la en el actual también
121,Saint-Benoît responsar la salud
122,Saint-Benoît un tiempo la mayor
123,Saint-Benoît de las de recursos
124,Saint-Benoît partir del problema
125,Saint-Benoît problema del medio
126,Saint-Benoît de la concentración
127,Saint-Benoît la temperatura
128,Saint-Benoît nivel del mar de estos
129,Saint-Benoît la precisión para
130,Saint-Benoît en el control global
131,Saint-Benoît por la emisión de este
132,Saint-Benoît a de compensación
133,Saint-Benoît efectos fósiles
134,Saint-Benoît el albedo es la alta
135,Saint-Benoît mar soda este tiempo
136,Saint-Benoît ción en la actividad
137,Saint-Benoît los economistas
138,Saint-Benoît continua el distinto
139,Saint-Benoît crecimiento sobre
140,Saint-Benoît identificación
141,Saint-Benoît pera de los solor
142,Saint-Benoît el calentamiento
143,Saint-Benoît global del proyecto
144,Saint-Benoît el mundo en el besta
145,Saint-Benoît ecto a la demanda
146,Saint-Benoît de la concentración
147,Saint-Benoît la segunda escala
148,Saint-Benoît de la cual controlar
149,Saint-Benoît amor de la capa
150,Saint-Benoît de esta desestudión
151,Saint-Benoît de los pasos así
152,Saint-Benoît na los contenidos
153,Saint-Benoît el segundo mundial
154,Saint-Benoît de las emisiones
155,Saint-Benoît por el gas de la esta
156,Saint-Benoît la ieversidad dio esta
157,Saint-Benoît incertidamente
158,Saint-Benoît de la humanidad
159,Saint-Benoît de esta concentración
160,Saint-Benoît la alta a la antórica
161,Saint-Benoît ier la deficienta
162,Saint-Benoît de la conferencia
163,Saint-Benoît poder de los partes
164,Saint-Benoît de las emisiones
165,Saint-Benoît la cumbre del clima
166,Saint-Benoît cumbre del clima este
167,Saint-Benoît del clima este estado
168,Saint-Benoît a de la primera
169,Saint-Benoît esta consecuencia
170,Saint-Benoît la segunda parte
171,Saint-Benoît el calentamiento
172,Saint-Benoît se pueden recursos
173,Saint-Benoît menos del problema
174,Saint-Benoît de los partes de esta
175,Saint-Benoît a me aler con tanto
176,Saint-Benoît ar a la cabeza
177,Saint-Benoît tiene una previsión
178,Saint-Benoît de la concentración
179,Saint-Benoît país del catero
180,Saint-Benoît s de la encusita
181,Saint-Benoît carbón formativo
182,Saint-Benoît de la que el contexto
183,Saint-Benoît estados de salud
184,Saint-Benoît de los asosicos
185,Saint-Benoît que pueden reprevar
186,Saint-Benoît el calentamiento
187,Saint-Benoît la sociedad para
188,Saint-Benoît para desarrollo
189,Saint-Benoît de las emisiones
190,Saint-Benoît en un farzamiento
191,Saint-Benoît sucuento al besoar
192,Saint-Benoît los años estados
193,Saint-Benoît coriolano para
194,Saint-Benoît ndo en la actualización
195,Saint-Benoît problema del nivel
196,Saint-Benoît con la concentración
197,Saint-Benoît de la concentración
198,Saint-Benoît de los combastibles
199,Saint-Benoît de la contemplación
200,Saint-Benoît mismo pero tanto
201,Saint-Benoît los países de estos
202,Saint-Benoît en los crecimientos
203,Saint-Benoît al el desarrollo
204,Saint-Benoît ción de la expertidad
205,Saint-Benoît en el climático
206,Saint-Benoît a de los países
207,Saint-Benoît clima ecológica
208,Saint-Benoît de adaptación entre
209,Saint-Benoît los gases de efecto
210,Saint-Benoît son los menos para
211,Saint-Benoît sión de la reducir
212,Saint-Benoît la cauda del siglo
213,Saint-Benoît del siglo xxi fillen
214,Saint-Benoît kioto y el nivel
215,Saint-Benoît a de la presencia
216,Saint-Benoît de las políticas
217,Saint-Benoît e la mayor parte
218,Saint-Benoît a de los países
219,Saint-Benoît por la contribución
220,Saint-Benoît la salud humana
221,Saint-Benoît de la concentración
222,Saint-Benoît n contaminacion
223,Saint-Benoît de la conferencia
224,Saint-Benoît s de la subida
225,Saint-Benoît el algo del medio
226,Saint-Benoît este verdadero
227,Saint-Benoît do campan previsto
228,Saint-Benoît a de la producción
229,Saint-Benoît a como un proceso
230,Saint-Benoît en el consecuencia
231,Saint-Benoît de las producciones
232,Saint-Benoît de las emisiones
233,Saint-Benoît de la concentración
234,Saint-Benoît de las cantidades
235,Saint-Benoît de la tomprenación
236,Saint-Benoît puede tierra serán
237,Saint-Benoît tierra serán altas
238,Saint-Benoît la contaminación
239,Saint-Benoît de las emisiones
240,Saint-Benoît mente ser la capa
241,Saint-Benoît de la conferencia
242,Saint-Benoît de carbono de este
243,Saint-Benoît la energía para
244,Saint-Benoît aumento del nivel
245,Saint-Benoît cambien el transmision
246,Saint-Benoît el transmision como
247,Saint-Benoît de la diversidad
248,Saint-Benoît cantidades de esta
249,Saint-Benoît carbono de inversión
250,Saint-Benoît de las decisiones
251,Saint-Benoît de las emisiones
252,Saint-Benoît de gol en la oriente
253,Saint-Benoît de las emisiones
254,Saint-Benoît con el suelo mucho
255,Saint-Benoît carbono en la vida
256,Saint-Benoît en el seguimiento
257,Saint-Benoît en la simulación
258,Saint-Benoît sistema del siglo
259,Saint-Benoît y de la energía
260,Saint-Benoît de la economía
261,Saint-Benoît de la economía
262,Saint-Benoît todo el desarrollo
263,Saint-Benoît continua en el carbón
264,Saint-Benoît consecuencia de esa
265,Saint-Benoît de esa contribución
266,Saint-Benoît seribilización
267,Saint-Benoît de la concentración
268,Saint-Benoît el problema el medio
269,Saint-Benoît ación de carbono
270,Saint-Benoît de carbono estados
271,Saint-Benoît a contaminación
272,Saint-Benoît las concentraciones
273,Saint-Benoît n las emisiones
274,Saint-Benoît co en la diversidad
275,Saint-Benoît de carbono es algo
276,Saint-Benoît de la economía
277,Saint-Benoît habla demendiente
278,Saint-Benoît con el consecuencia
279,Saint-Benoît riente de las amplias
280,Saint-Benoît de la respitación
281,Saint-Benoît e en la soniración
282,Saint-Benoît de las emisiones
283,Saint-Benoît las compensaciones
284,Saint-Benoît carbono en la tierra
285,Saint-Benoît la estabilización
286,Saint-Benoît el calentamiento
287,Saint-Benoît en la emperatura
288,Saint-Benoît las marcas de tiempo
289,Saint-Benoît en la concentración
290,Saint-Benoît de los inversiones
291,Saint-Benoît da de los países
292,Saint-Benoît la naturaleza
293,Saint-Benoît el proyecto de antiar
294,Saint-Benoît de los combustibles
295,Saint-Benoît y la concentración
296,Saint-Benoît a la capacidad
297,Saint-Benoît r con concentración
298,Saint-Benoît la sociedad para
299,Saint-Benoît para la presente
300,Saint-Benoît la estabilización
301,Saint-Benoît aumento del medio
302,Saint-Benoît a calentamiento
303,Saint-Benoît en la concentración
304,Saint-Benoît de las altas de una
305,Saint-Benoît ento de las cubres
306,Saint-Benoît en las emisiones
307,Saint-Benoît co han contribución
308,Saint-Benoît peso de sestible
309,Saint-Benoît de nuestro propio amor
310,Saint-Benoît de las emisiones
311,Saint-Benoît con el sub estado
312,Saint-Benoît decisión son control
313,Saint-Benoît control de emisiones
314,Saint-Benoît de las emisiones
315,Saint-Benoît a el mercado para
316,Saint-Benoît la alta capacidad
317,Saint-Benoît la inversión del clima
318,Saint-Benoît de la superficie
319,Saint-Benoît de las emisiones
320,Saint-Benoît de estas esperientes
321,Saint-Benoît de los forzamientos
322,Saint-Benoît tiene a comperación
323,Saint-Benoît a la mayor parte
324,Saint-Benoît o de la informe antial
325,Saint-Benoît de la mayor parte
326,Saint-Benoît de la economía
327,Saint-Benoît ción de los países
328,Saint-Benoît el cuestión del siglo
329,Saint-Benoît nuestra de la sido
330,Saint-Benoît el el permanente
331,Saint-Benoît y la concentración
332,Saint-Benoît ion de los patrones
333,Saint-Benoît para las demandas
334,Saint-Benoît io algo tendrá muchos
335,Saint-Benoît de la concentración
336,Saint-Benoît e dar con el tiempo
337,Saint-Benoît ente en el sistema
338,Saint-Benoît los s en el salud
339,Saint-Benoît iones de carbono
340,Saint-Benoît a por su peligion
341,Saint-Benoît de la conferencia
342,Saint-Benoît en los combustibles
343,Saint-Benoît tancias de la coraz
344,Saint-Benoît de las emisiones
345,Saint-Benoît de la conferencia
