,verse,terminacion
0,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
1,Fenoarivo Atsinanana entre,"[<'en':Vc>, <'tre':ccV>]"
2,Fenoarivo Atsinanana está,"[<'es':Vs>, <'tá':cV>]"
3,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
4,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
5,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
6,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
7,Fenoarivo Atsinanana está,"[<'es':Vs>, <'tá':cV>]"
8,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
9,Fenoarivo Atsinanana entre,"[<'en':Vc>, <'tre':ccV>]"
10,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
11,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
12,Fenoarivo Atsinanana una,"[<'u':v>, <'na':cV>]"
13,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
14,Fenoarivo Atsinanana entre,"[<'en':Vc>, <'tre':ccV>]"
15,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
16,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
17,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
18,Fenoarivo Atsinanana entre,"[<'en':Vc>, <'tre':ccV>]"
19,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
20,Fenoarivo Atsinanana esta,"[<'es':Vs>, <'ta':cV>]"
