,endecasílabo
0,Fenoarivo Atsinanana esta
1,Fenoarivo Atsinanana entre
2,Fenoarivo Atsinanana está
3,Fenoarivo Atsinanana esta
4,Fenoarivo Atsinanana esta
5,Fenoarivo Atsinanana esta
6,Fenoarivo Atsinanana esta
7,Fenoarivo Atsinanana está
8,Fenoarivo Atsinanana esta
9,Fenoarivo Atsinanana entre
10,Fenoarivo Atsinanana esta
11,Fenoarivo Atsinanana esta
12,Fenoarivo Atsinanana una
13,Fenoarivo Atsinanana esta
14,Fenoarivo Atsinanana entre
15,Fenoarivo Atsinanana esta
16,Fenoarivo Atsinanana esta
17,Fenoarivo Atsinanana esta
18,Fenoarivo Atsinanana entre
19,Fenoarivo Atsinanana esta
20,Fenoarivo Atsinanana esta
