,verse,terminacion
0,Santa Cruz de Tenerife ### load,"[<'lo':cV>, <'ad':Vc>]"
1,Santa Cruz de Tenerife ### load,"[<'lo':cV>, <'ad':Vc>]"
2,Santa Cruz de Tenerife Predict,"[<'Pre':ccV>, <'di':cv>, <'ct':cc>]"
3,Santa Cruz de Tenerife proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
4,Santa Cruz de Tenerife actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
5,Santa Cruz de Tenerife entre el parto,"[<'par':cVc>, <'to':cV>]"
6,Santa Cruz de Tenerife países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
7,Santa Cruz de Tenerife de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
8,Santa Cruz de Tenerife en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
9,Santa Cruz de Tenerife con partes,"[<'par':cVc>, <'tes':cVs>]"
10,Santa Cruz de Tenerife dicional,"[<'di':cv>, <'cio':cvV>, <'nal':cVc>]"
11,Santa Cruz de Tenerife contonce,"[<'con':cVc>, <'ton':cVc>, <'ce':cV>]"
12,Santa Cruz de Tenerife el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
13,Santa Cruz de Tenerife las partes,"[<'par':cVc>, <'tes':cVs>]"
14,Santa Cruz de Tenerife de precios,"[<'pre':ccV>, <'cios':cvVs>]"
15,Santa Cruz de Tenerife en los palas,"[<'pa':cV>, <'las':cVs>]"
16,Santa Cruz de Tenerife la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
17,Santa Cruz de Tenerife la carta,"[<'car':cVc>, <'ta':cV>]"
18,Santa Cruz de Tenerife es un siglo,"[<'si':sv>, <'glo':ccV>]"
19,Santa Cruz de Tenerife conterir,"[<'con':cVc>, <'te':cV>, <'rir':cvc>]"
20,Santa Cruz de Tenerife un carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
21,Santa Cruz de Tenerife alta altiran,"[<'al':Vc>, <'ti':cv>, <'ran':cVc>]"
22,Santa Cruz de Tenerife la función,"[<'fun':cvc>, <'ción':cvVc>]"
23,Santa Cruz de Tenerife de carbón,"[<'car':cVc>, <'bón':cVc>]"
24,Santa Cruz de Tenerife proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
25,Santa Cruz de Tenerife están de algo,"[<'al':Vc>, <'go':cV>]"
26,Santa Cruz de Tenerife las nubes,"[<'nu':cv>, <'bes':cVs>]"
27,Santa Cruz de Tenerife la base,"[<'ba':cV>, <'se':sV>]"
28,Santa Cruz de Tenerife la mayor,"[<'ma':cV>, <'yor':cVc>]"
29,Santa Cruz de Tenerife precisas,"[<'pre':ccV>, <'ci':cv>, <'sas':sVs>]"
30,Santa Cruz de Tenerife en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
31,Santa Cruz de Tenerife su mara,"[<'ma':cV>, <'ra':cV>]"
32,Santa Cruz de Tenerife de algunos,"[<'al':Vc>, <'gu':cv>, <'nos':cVs>]"
33,Santa Cruz de Tenerife ntuad para,"[<'pa':cV>, <'ra':cV>]"
34,Santa Cruz de Tenerife el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
35,Santa Cruz de Tenerife el aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
36,Santa Cruz de Tenerife atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
37,Santa Cruz de Tenerife la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
38,Santa Cruz de Tenerife diración,"[<'di':cv>, <'ra':cV>, <'ción':cvVc>]"
39,Santa Cruz de Tenerife de algunos,"[<'al':Vc>, <'gu':cv>, <'nos':cVs>]"
40,Santa Cruz de Tenerife a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
41,Santa Cruz de Tenerife la nueva,"[<'nue':cvV>, <'va':cV>]"
42,Santa Cruz de Tenerife alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
43,Santa Cruz de Tenerife la inercia,"[<'i':v>, <'ner':cVc>, <'cia':cvV>]"
44,Santa Cruz de Tenerife en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
45,Santa Cruz de Tenerife de enfrentir,"[<'en':Vc>, <'fren':ccVc>, <'tir':cvc>]"
46,Santa Cruz de Tenerife el que debe,"[<'de':cV>, <'be':cV>]"
47,Santa Cruz de Tenerife los metos,"[<'me':cV>, <'tos':cVs>]"
48,Santa Cruz de Tenerife el especie,"[<'es':Vs>, <'pe':cV>, <'cie':cvV>]"
49,Santa Cruz de Tenerife el estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
50,Santa Cruz de Tenerife de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
51,Santa Cruz de Tenerife la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
52,Santa Cruz de Tenerife correstos,"[<'co':cV>, <'rres':ccVs>, <'tos':cVs>]"
53,Santa Cruz de Tenerife gue para,"[<'pa':cV>, <'ra':cV>]"
54,Santa Cruz de Tenerife de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
55,Santa Cruz de Tenerife ricado,"[<'ri':cv>, <'ca':cV>, <'do':cV>]"
56,Santa Cruz de Tenerife se pueden,"[<'pue':cvV>, <'den':cVc>]"
57,Santa Cruz de Tenerife de calor,"[<'ca':cV>, <'lor':cVc>]"
58,Santa Cruz de Tenerife medidas,"[<'me':cV>, <'di':cv>, <'das':cVs>]"
59,Santa Cruz de Tenerife permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
60,Santa Cruz de Tenerife la tierra,"[<'tie':cvV>, <'rra':ccV>]"
