,verse,terminacion
0,Port Louis del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Port Louis aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Port Louis países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
3,Port Louis los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
4,Port Louis partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
5,Port Louis de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Port Louis para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
7,Port Louis contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Port Louis las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Port Louis de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Port Louis de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Port Louis sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Port Louis a el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
13,Port Louis un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
14,Port Louis ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
15,Port Louis el consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
16,Port Louis el calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Port Louis contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Port Louis guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
19,Port Louis a la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
20,Port Louis a la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
21,Port Louis la actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Port Louis es de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Port Louis el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
24,Port Louis diración de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Port Louis n el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
26,Port Louis me considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
27,Port Louis al siglo xx los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
28,Port Louis los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
29,Port Louis se desalian el especie,"[<'es':Vs>, <'pe':cV>, <'cie':cvV>]"
30,Port Louis especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
31,Port Louis ir el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
32,Port Louis correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
33,Port Louis para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
34,Port Louis y los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
35,Port Louis la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
36,Port Louis de los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
37,Port Louis de calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,Port Louis la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
39,Port Louis contribución en la esta alla,"[<'a':V>, <'lla':ccV>]"
40,Port Louis salia del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
41,Port Louis que los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
42,Port Louis la aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
