,verse,terminacion
0,Maputo del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Maputo países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
2,Maputo los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
3,Maputo partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
4,Maputo de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
5,Maputo para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
6,Maputo a la presencia de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Maputo contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Maputo las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Maputo de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Maputo de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Maputo sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Maputo es un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
13,Maputo ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
14,Maputo contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
15,Maputo guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
16,Maputo la actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
17,Maputo aumenta de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
18,Maputo en el que se definitica,"[<'de':cV>, <'fi':cv>, <'ni':cv>, <'ti':cv>, <'ca':cV>]"
19,Maputo diración de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
20,Maputo a la intersión del capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
