,verse,terminacion
0,Hefei en la infermedad energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
1,Hefei los países o la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
2,Hefei si debería la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
3,Hefei estrategia de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
4,Hefei los países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
5,Hefei nuestro parte de las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
6,Hefei con partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
7,Hefei dicional de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
8,Hefei la temperatura en los palas,"[<'pa':cV>, <'las':cVs>]"
9,Hefei composiciones de la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
10,Hefei márido de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
11,Hefei la temperatura es un siglo,"[<'si':sv>, <'glo':ccV>]"
12,Hefei conterir la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
13,Hefei un carbono de su política,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'ca':cV>]"
14,Hefei el escenario de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
15,Hefei la contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Hefei la base de la mayor parte,"[<'par':cVc>, <'te':cV>]"
17,Hefei de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
18,Hefei su mara de la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
19,Hefei en el pertido de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
20,Hefei atmósfera de la comporación,"[<'com':cVc>, <'po':cV>, <'ra':cV>, <'ción':cvVc>]"
21,Hefei gustos de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
22,Hefei los países de los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
23,Hefei al siglo xx los estados desde,"[<'des':cVs>, <'de':cV>]"
24,Hefei de los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
25,Hefei estado de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
26,Hefei también en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
27,Hefei los correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
28,Hefei gue para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
29,Hefei consecuencia y los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
30,Hefei es un convenio sobre el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
31,Hefei ricado de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
32,Hefei de la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
33,Hefei de la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
34,Hefei la esta alla y la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
35,Hefei a la sociedad de la sonientia,"[<'so':sV>, <'nien':cvVc>, <'tia':cvV>]"
36,Hefei de la sonientia con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
37,Hefei con la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
38,Hefei la solidad de la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
39,Hefei la energía no en los dectriales,"[<'dec':cVc>, <'tria':ccvV>, <'les':cVs>]"
40,Hefei la concentración del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
41,Hefei políticos definitivas,"[<'de':cV>, <'fi':cv>, <'ni':cv>, <'ti':cv>, <'vas':cVs>]"
42,Hefei con el consumo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
43,Hefei la de la oriente climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
44,Hefei de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
45,Hefei de su procisa de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
46,Hefei la población de la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
47,Hefei tendrámente en la caleración,"[<'ca':cV>, <'le':cV>, <'ra':cV>, <'ción':cvVc>]"
48,Hefei en la caleración del carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
49,Hefei que se pode para las partes,"[<'par':cVc>, <'tes':cVs>]"
50,Hefei de calidad y el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
51,Hefei el sistema de la organización,"[<'or':Vc>, <'ga':cV>, <'ni':cv>, <'za':cV>, <'ción':cvVc>]"
52,Hefei la mayoría de la forma,"[<'for':cVc>, <'ma':cV>]"
53,Hefei de la forma de casa informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
54,Hefei emisiones de gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
55,Hefei la emisión de las decisiones,"[<'de':cV>, <'ci':cv>, <'sio':svV>, <'nes':cVs>]"
56,Hefei de las palieras de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
57,Hefei centir a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
58,Hefei de la mayoría del control,"[<'con':cVc>, <'trol':ccVc>]"
59,Hefei medio ambiente la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
60,Hefei bien en el correcionar nuestra,"[<'nues':cvVs>, <'tra':ccV>]"
61,Hefei en el correcionar nuestra parte,"[<'par':cVc>, <'te':cV>]"
62,Hefei de los comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
63,Hefei continuación de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
64,Hefei la población de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
65,Hefei por consumidor para estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
66,Hefei estados para las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
