,verse,terminacion
0,Port-Vila proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Port-Vila aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Port-Vila de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Port-Vila los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
4,Port-Vila los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
5,Port-Vila la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
6,Port-Vila nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
7,Port-Vila amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
8,Port-Vila el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
9,Port-Vila un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
10,Port-Vila márido de la carta,"[<'car':cVc>, <'ta':cV>]"
11,Port-Vila un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
12,Port-Vila de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
13,Port-Vila consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
14,Port-Vila en la segunda cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
15,Port-Vila de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
16,Port-Vila calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Port-Vila las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Port-Vila la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
19,Port-Vila la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
20,Port-Vila te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Port-Vila actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Port-Vila de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Port-Vila ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
24,Port-Vila el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
25,Port-Vila de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
26,Port-Vila compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
