,endecasílabo
0,Mindelo permitado en la atmósfera
1,Mindelo en el proyecto de la tierra
2,Mindelo de carbono a la producción
3,Mindelo problema de compromiso
4,Mindelo modelos de compromiso
5,Mindelo contribución de la propia
6,Mindelo entre el mar de la concentración
7,Mindelo carbono en la concentración
8,Mindelo menos de la consecuencia
9,Mindelo parte de la concentración
10,Mindelo parte de la concentración
11,Mindelo mundial de la concentración
12,Mindelo contribución de la compra
13,Mindelo mayor parte de la salud
14,Mindelo marca de la concentración
15,Mindelo mayor en la compromisa
16,Mindelo climático como el cambio
17,Mindelo como el cambio climático
18,Mindelo producto en la compromisa
19,Mindelo el petróleo y la propia
20,Mindelo marco de la concentración
21,Mindelo climático en la atmósfera
22,Mindelo está contra la compromica
23,Mindelo marca de la concentración
24,Mindelo parte de la contra el cambio
25,Mindelo política en la producción
26,Mindelo climática y el cambio
27,Mindelo carbono en la compromisa
28,Mindelo propia de la concentración
29,Mindelo contra el cambio climático
30,Mindelo contra el cambio climático
31,Mindelo el cambio climático sobre
32,Mindelo menos de la compromisa
33,Mindelo la compra de compromiso
34,Mindelo marco de la concentración
35,Mindelo la comprar en la producción
36,Mindelo por el contral de la propia
37,Mindelo el contral de la propia contra
38,Mindelo en el proceso de la propia
39,Mindelo la contrar con la estrategia
40,Mindelo permitado de la propia
41,Mindelo de la propia climática
42,Mindelo para el cambio climático
43,Mindelo contra el cambio climático
44,Mindelo el cambio climático sobre
45,Mindelo la producción de la compra
46,Mindelo permitado de la compra
47,Mindelo parte de la compromisa
48,Mindelo emisiones de contra el cambio
49,Mindelo la propia de contra el cambio
50,Mindelo producirá a la energía
51,Mindelo el proyecto de la actualidad
52,Mindelo permitado de la propia
53,Mindelo de la propia contra el cambio
54,Mindelo menos de la concentración
55,Mindelo permitado por la propia
56,Mindelo el contrado en la compromisa
57,Mindelo parte de la compromisa
58,Mindelo en la propia de la comprensión
59,Mindelo contra el cambio climático
60,Mindelo contra el cambio climático
61,Mindelo menos precipitaciones
62,Mindelo permita de la producción
63,Mindelo la capa de compromiso
64,Mindelo de contra la compromisa
65,Mindelo menos de la compromisa
66,Mindelo por el mar en la producción
67,Mindelo permita en la compromisa
68,Mindelo la producción de la compra
69,Mindelo contra el cambio climático
70,Mindelo permitado de la estado
71,Mindelo producido a la energía
72,Mindelo el proceso de compromiso
73,Mindelo parte de la contra el cambio
74,Mindelo de contra la compromisa
75,Mindelo la contrar la compromisa
76,Mindelo comprensión de la producción
77,Mindelo propia con la compromisa
78,Mindelo permita en la compromisa
79,Mindelo por el cambio climático
80,Mindelo problema de la producción
81,Mindelo parte de la compromisa
82,Mindelo la propia de la comprensión
83,Mindelo el mercado de la producción
84,Mindelo permitado en la producción
85,Mindelo seguir en la contribución
86,Mindelo la estada de compromiso
87,Mindelo parte de la concentración
88,Mindelo la propia como el problema
89,Mindelo problema con la atmósfera
90,Mindelo carbono que la comprensión
91,Mindelo la compromisa de deces
92,Mindelo deces con la compromisa
93,Mindelo se producirá en la propia
94,Mindelo en la propia de compromiso
95,Mindelo manor en la compromisa
96,Mindelo modelo de la producción
97,Mindelo el cambio climático sobre
98,Mindelo la energía necesaria
99,Mindelo los combustibles fósiles
100,Mindelo la propia como el estado
101,Mindelo compromiso de carbono
102,Mindelo carbono y el problema
103,Mindelo la energía contra el cambio
104,Mindelo contribución de la compra
