,verse,terminacion
0,Cape Town proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Cape Town en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Cape Town de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Cape Town ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Cape Town los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Cape Town los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Cape Town la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Cape Town as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Cape Town nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Cape Town márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Cape Town es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Cape Town de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Cape Town consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Cape Town de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Cape Town calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Cape Town las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Cape Town la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Cape Town la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Cape Town te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Cape Town de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Cape Town ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Cape Town es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Cape Town de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Cape Town es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Cape Town compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Cape Town carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Cape Town e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Cape Town en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Cape Town re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Cape Town el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Cape Town considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Cape Town lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Cape Town el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Cape Town de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Cape Town en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,Cape Town de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,Cape Town los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,Cape Town los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,Cape Town calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Cape Town e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,Cape Town permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,Cape Town de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Cape Town contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,Cape Town de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,Cape Town los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,Cape Town io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Cape Town timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Cape Town general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Cape Town se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Cape Town umbre al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
50,Cape Town ado de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
51,Cape Town en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
52,Cape Town de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Cape Town s de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
54,Cape Town n las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
55,Cape Town la lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
56,Cape Town el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
57,Cape Town ente a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
58,Cape Town de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,Cape Town ición de su procisa,"[<'pro':ccV>, <'ci':cv>, <'sa':sV>]"
60,Cape Town por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
61,Cape Town e que se pode para,"[<'pa':cV>, <'ra':cV>]"
62,Cape Town a un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
63,Cape Town de la forma de casa,"[<'ca':cV>, <'sa':sV>]"
64,Cape Town consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
65,Cape Town de emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
66,Cape Town se desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
67,Cape Town e a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
68,Cape Town para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
69,Cape Town del mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
70,Cape Town consideración para,"[<'pa':cV>, <'ra':cV>]"
71,Cape Town inda de las palieras,"[<'pa':cV>, <'lie':cvV>, <'ras':cVs>]"
72,Cape Town cuentia de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
73,Cape Town podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
74,Cape Town a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
75,Cape Town las oficinas para,"[<'pa':cV>, <'ra':cV>]"
76,Cape Town bien en el correcionar,"[<'co':cV>, <'rre':ccV>, <'cio':cvV>, <'nar':cVc>]"
77,Cape Town de los comparaciones,"[<'com':cVc>, <'pa':cV>, <'ra':cV>, <'cio':cvV>, <'nes':cVs>]"
78,Cape Town comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
79,Cape Town por consumidor para,"[<'pa':cV>, <'ra':cV>]"
80,Cape Town siglo xx que los partes,"[<'par':cVc>, <'tes':cVs>]"
81,Cape Town los combustibles fueron,"[<'fue':cvV>, <'ron':cVc>]"
82,Cape Town entarión de las pautas,"[<'pau':cVv>, <'tas':cVs>]"
83,Cape Town las pautas de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
84,Cape Town energéticos entre,"[<'en':Vc>, <'tre':ccV>]"
85,Cape Town puede ser concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
86,Cape Town concentración del caso,"[<'ca':cV>, <'so':sV>]"
87,Cape Town se se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
88,Cape Town así como un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
89,Cape Town s de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
90,Cape Town consecuencia del clima,"[<'cli':ccv>, <'ma':cV>]"
91,Cape Town del clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
92,Cape Town aumento del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
93,Cape Town primer calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
94,Cape Town calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
95,Cape Town global de la estudida,"[<'es':Vs>, <'tu':cv>, <'di':cv>, <'da':cV>]"
96,Cape Town ientia de la previsión,"[<'pre':ccV>, <'vi':cv>, <'sión':svVc>]"
97,Cape Town e de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
98,Cape Town la tierra y contención,"[<'con':cVc>, <'ten':cVc>, <'ción':cvVc>]"
99,Cape Town contención de los partes,"[<'par':cVc>, <'tes':cVs>]"
100,Cape Town ente de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
101,Cape Town de las gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
102,Cape Town mente de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
103,Cape Town de la población están,"[<'es':Vs>, <'tán':cVc>]"
104,Cape Town previsión de los medios,"[<'me':cV>, <'dios':cvVs>]"
