,verse,terminacion
0,Maspalomas proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Maspalomas en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Maspalomas de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Maspalomas ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Maspalomas los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Maspalomas los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Maspalomas la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Maspalomas as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Maspalomas nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Maspalomas márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Maspalomas es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Maspalomas de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Maspalomas consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Maspalomas de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Maspalomas calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Maspalomas las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Maspalomas la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Maspalomas la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Maspalomas te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Maspalomas de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Maspalomas ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Maspalomas es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Maspalomas de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Maspalomas es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Maspalomas compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Maspalomas carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Maspalomas e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Maspalomas en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Maspalomas re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Maspalomas el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Maspalomas considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Maspalomas lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Maspalomas el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Maspalomas de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Maspalomas en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,Maspalomas de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,Maspalomas los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,Maspalomas los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,Maspalomas calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Maspalomas e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,Maspalomas permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,Maspalomas de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Maspalomas contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,Maspalomas de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,Maspalomas los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,Maspalomas io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Maspalomas timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Maspalomas general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Maspalomas se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Maspalomas umbre al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
50,Maspalomas ado de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
51,Maspalomas en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
52,Maspalomas de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Maspalomas s de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
54,Maspalomas n las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
55,Maspalomas la lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
56,Maspalomas el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
57,Maspalomas ente a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
58,Maspalomas de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,Maspalomas ición de su procisa,"[<'pro':ccV>, <'ci':cv>, <'sa':sV>]"
60,Maspalomas por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
61,Maspalomas e que se pode para,"[<'pa':cV>, <'ra':cV>]"
62,Maspalomas a un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
63,Maspalomas de la forma de casa,"[<'ca':cV>, <'sa':sV>]"
64,Maspalomas consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
65,Maspalomas de emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
66,Maspalomas se desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
67,Maspalomas e a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
68,Maspalomas para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
69,Maspalomas del mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
70,Maspalomas consideración para,"[<'pa':cV>, <'ra':cV>]"
71,Maspalomas inda de las palieras,"[<'pa':cV>, <'lie':cvV>, <'ras':cVs>]"
