,endecasílabo
0,Maspalomas producto en el proyecto
1,Maspalomas contra la compromisa
2,Maspalomas carbono a la producción
3,Maspalomas en el temperatura
4,Maspalomas su propia de la propia
5,Maspalomas el mar se desarrolla
6,Maspalomas parte de la producción
7,Maspalomas alto de la comprensión
8,Maspalomas problema de reducir
9,Maspalomas estado a los procesos
10,Maspalomas como la propia como
11,Maspalomas como la contra el cambio
12,Maspalomas contra la propia contra
13,Maspalomas el cambio climático
14,Maspalomas el cambio climático
15,Maspalomas contra la compromisa
16,Maspalomas la salud de la contrar
17,Maspalomas contra las emisiones
18,Maspalomas se producir el cambio
19,Maspalomas el cambio climático
20,Maspalomas cambio climático está
21,Maspalomas climático está contra
22,Maspalomas contrar la concentración
23,Maspalomas contra la compromisa
24,Maspalomas menos de la comprensión
25,Maspalomas sobre la compromisa
26,Maspalomas ser en la compromiso
27,Maspalomas permitado en la propia
28,Maspalomas contra las emisiones
29,Maspalomas estado contra el cambio
30,Maspalomas el cambio climático
31,Maspalomas problema de la comprar
32,Maspalomas el contral de la propia
33,Maspalomas estado en el proceso
34,Maspalomas contrar con la estrategia
35,Maspalomas la cual con la producción
36,Maspalomas la propia climática
37,Maspalomas estado en la comprensión
38,Maspalomas permitan para el cambio
39,Maspalomas de carbono a la propia
40,Maspalomas el cambio climático
41,Maspalomas sobre la economía
42,Maspalomas sobre la capacidad
43,Maspalomas producción de la compra
44,Maspalomas de la compra de cambio
45,Maspalomas permitado en la propia
46,Maspalomas propia de contra el cambio
47,Maspalomas producto de la contrar
48,Maspalomas las contrabulidades
49,Maspalomas es de la concentración
50,Maspalomas parte de la producción
51,Maspalomas climático es la propia
52,Maspalomas la propia contra el cambio
53,Maspalomas en el temperatura
54,Maspalomas estado se producir
55,Maspalomas el contrado en la propia
56,Maspalomas contra la compromisa
57,Maspalomas medio de la demanda
58,Maspalomas la contra el combustible
59,Maspalomas es proceso de cambio
60,Maspalomas la mayor actividad
61,Maspalomas permitado en la propia
62,Maspalomas a la temperatura
63,Maspalomas de la temperatura
64,Maspalomas parte de la producción
65,Maspalomas de las contribuciones
66,Maspalomas capa de compromiso
67,Maspalomas la propia compromiso
68,Maspalomas compromiso de contra
69,Maspalomas contra la compromisa
70,Maspalomas el mar en la producción
71,Maspalomas producción de la compra
72,Maspalomas de carbono a la propia
73,Maspalomas contra la concentración
74,Maspalomas contrar la compromisa
75,Maspalomas la largo de la propia
76,Maspalomas mayor posibilidad
77,Maspalomas el cambio climático
78,Maspalomas e de la compromisa
79,Maspalomas estado a la producción
80,Maspalomas promedio de la compra
81,Maspalomas de la temperatura
82,Maspalomas ser de la concentración
83,Maspalomas climático es un cambio
84,Maspalomas contra la compromisa
85,Maspalomas contrado de carbono
86,Maspalomas esta mayor producción
87,Maspalomas producirá en la propia
88,Maspalomas la energía en la propia
89,Maspalomas e el cambio climático
90,Maspalomas la capa de la compra
91,Maspalomas la cual es el sistema
92,Maspalomas mar en la compromisa
93,Maspalomas contra la compromisa
94,Maspalomas el mar de contra el cambio
95,Maspalomas propia de los procesos
96,Maspalomas esta mayor producción
97,Maspalomas esta contra el contexto
98,Maspalomas de la temperatura
99,Maspalomas estados a la propia
100,Maspalomas de la compra de cambio
101,Maspalomas el cambio climático
102,Maspalomas cambio climático esta
103,Maspalomas contra la compromisa
104,Maspalomas de la temperatura
105,Maspalomas estado en el proceso
106,Maspalomas permitado en la propia
107,Maspalomas contra las emisiones
108,Maspalomas estado a la producción
109,Maspalomas la propia contra el cambio
110,Maspalomas estado en la producción
111,Maspalomas menos de contra el cambio
112,Maspalomas permitado en la cumbre
113,Maspalomas la compra de consumo
114,Maspalomas compromisa de cambio
115,Maspalomas de cambio climático
116,Maspalomas el cambio climático
117,Maspalomas contra la compromiso
118,Maspalomas marco de la secuedad
119,Maspalomas contra la compromisa
120,Maspalomas esta posibilidad
121,Maspalomas desarrollar la estada
122,Maspalomas contra la compromisa
123,Maspalomas esta mayor el cambio
124,Maspalomas mantenimiento sobre
125,Maspalomas compromiso de todo
126,Maspalomas todo la contra el cambio
127,Maspalomas de la temperatura
128,Maspalomas comprensión de la compra
129,Maspalomas producción de la compra
130,Maspalomas a por la concentración
131,Maspalomas estado de la propia
132,Maspalomas estado sin embargo
133,Maspalomas embargo se producir
134,Maspalomas compromiso de contra
135,Maspalomas parte de los países
136,Maspalomas contra las emisiones
137,Maspalomas climático establecir
138,Maspalomas en todo la producción
139,Maspalomas producción de la mayor
140,Maspalomas de la mayor producción
141,Maspalomas estamos en el cambio
142,Maspalomas contra la compromisa
143,Maspalomas la capa de la contrar
144,Maspalomas el cambio climático
145,Maspalomas estado a el desarrollo
146,Maspalomas compromiso de carbón
147,Maspalomas parte de la producción
148,Maspalomas de la energía contra
149,Maspalomas contra la concentración
150,Maspalomas mar de la contribución
151,Maspalomas el desarrollo sobre
152,Maspalomas a de la compromisa
153,Maspalomas compromiso en la ciencia
154,Maspalomas se producir el cambio
155,Maspalomas en la temperatura
156,Maspalomas la contrar los contrales
157,Maspalomas carbono en la atmósfera
158,Maspalomas el medio de las propias
159,Maspalomas la esta a la concentración
160,Maspalomas permitado en la propia
161,Maspalomas metos las emisiones
162,Maspalomas producido en la propia
163,Maspalomas contra la concentración
164,Maspalomas producto a la producción
165,Maspalomas en el calentamiento
166,Maspalomas contra la compromisa
167,Maspalomas carbono a la producción
168,Maspalomas contra la concentración
169,Maspalomas contra la compromisa
170,Maspalomas contra la contra el cambio
171,Maspalomas contrado en la comprensión
172,Maspalomas segundo las mayores
173,Maspalomas las mayores producción
174,Maspalomas contra la compromisa
175,Maspalomas problema de la propia
176,Maspalomas la propia como contra
177,Maspalomas el cambio climático
178,Maspalomas estados a la propia
179,Maspalomas contra la diversidad
180,Maspalomas parte de la producción
181,Maspalomas contra la contra el cambio
182,Maspalomas contra las emisiones
183,Maspalomas carbono de la propia
184,Maspalomas con la propia de cambio
185,Maspalomas esta mayor producción
186,Maspalomas esta contra el proyecto
187,Maspalomas estado se ha contral
188,Maspalomas desarrollar el cambio
189,Maspalomas climático en el cambio
190,Maspalomas contra la compromisa
191,Maspalomas es el mar y el cambio
192,Maspalomas ser seguir en el cambio
193,Maspalomas contra la capacidad
194,Maspalomas la propia contra el cambio
195,Maspalomas contra la diversidad
196,Maspalomas se prevenda a la propia
197,Maspalomas contra la concentración
198,Maspalomas la compromisa contra
199,Maspalomas contra la concentración
200,Maspalomas propia en la compromisa
201,Maspalomas la propia contra el cambio
202,Maspalomas el cambio climático
203,Maspalomas cambio climático esta
204,Maspalomas contra la concentración
205,Maspalomas e de la contribución
206,Maspalomas contra la compromisa
207,Maspalomas climático es de arrollo
208,Maspalomas contra las emisiones
209,Maspalomas la contrar la contración
210,Maspalomas el cambio climático
211,Maspalomas el cambio climático
212,Maspalomas la propia de consumo
213,Maspalomas contra la concentración
214,Maspalomas contra la compromisa
215,Maspalomas contra la contribución
216,Maspalomas carbono y la contrar
217,Maspalomas contra la contrabución
218,Maspalomas problema de la compra
219,Maspalomas contra la consecuencia
220,Maspalomas de la estada de la esta
221,Maspalomas de la temperatura
222,Maspalomas contra la compromisa
223,Maspalomas esta esta mayor parte
224,Maspalomas producido en la contral
225,Maspalomas segundo particular
226,Maspalomas particular el cambio
227,Maspalomas la compra de la propia
228,Maspalomas el contrado en la propia
229,Maspalomas estado de la mayor
230,Maspalomas se han estableciente
231,Maspalomas contra la compromisa
232,Maspalomas compromiso de un medio
233,Maspalomas el contral de la propia
234,Maspalomas el cambio climático
235,Maspalomas sobre la compromisa
236,Maspalomas sobre la compromisa
237,Maspalomas estado en la atmósfera
238,Maspalomas contra la compromisa
239,Maspalomas de la temperatura
240,Maspalomas menos de la estratoral
241,Maspalomas estado a la producción
242,Maspalomas producido en la propia
243,Maspalomas producción de la propia
244,Maspalomas antes de contra el cambio
245,Maspalomas parte de la comprención
246,Maspalomas contra la compromiso
247,Maspalomas al cambio climático
248,Maspalomas carbono y la propia
