,endecasílabo
0,Morondava producto en el proyecto
1,Morondava el proyecto de la tierra
2,Morondava contra la compromisa
3,Morondava carbono a la producción
4,Morondava su propia de la propia
5,Morondava parte de la producción
6,Morondava el mar de la consecuencia
7,Morondava problema de reducir
8,Morondava como la propia como
9,Morondava como la contra el cambio
10,Morondava contra la propia contra
11,Morondava contra la compromisa
12,Morondava la salud de la contrar
13,Morondava el sistema climático
14,Morondava contra las emisiones
15,Morondava emisiones de carbono
16,Morondava se producir el cambio
17,Morondava cambio climático está
18,Morondava climático está contra
19,Morondava contrar la concentración
20,Morondava contra la compromisa
21,Morondava menos de la comprensión
22,Morondava sobre la compromisa
23,Morondava ser en la compromiso
24,Morondava permitado en la propia
25,Morondava contra las emisiones
26,Morondava emisiones de carbono
27,Morondava el cambio climático esta
28,Morondava problema de la comprar
29,Morondava en el contrado en el cambio
30,Morondava el proceso de la propia
31,Morondava contrar con la estrategia
32,Morondava la cual con la producción
33,Morondava la propia climática
34,Morondava permitan para el cambio
35,Morondava de carbono a la propia
36,Morondava sobre la economía
37,Morondava sobre la capacidad
38,Morondava producción de la compra
39,Morondava de la compra de cambio
40,Morondava permitado en la propia
41,Morondava propia de contra el cambio
42,Morondava producto de la contrar
43,Morondava las contrabulidades
44,Morondava parte de la producción
45,Morondava climático es la propia
46,Morondava la propia contra el cambio
47,Morondava contra la compromisa
48,Morondava medio de la demanda
49,Morondava la contra el combustible
50,Morondava la mayor actividad
51,Morondava permitado en la propia
52,Morondava de la temperatura
53,Morondava parte de la producción
54,Morondava de las contribuciones
55,Morondava capa de compromiso
56,Morondava la propia compromiso
57,Morondava compromiso de contra
58,Morondava contra la compromisa
59,Morondava producción de la compra
60,Morondava de carbono a la propia
61,Morondava a la propia de carbono
62,Morondava contra la concentración
63,Morondava contrar la compromisa
64,Morondava la largo de la propia
65,Morondava mayor posibilidad
66,Morondava promedio de la compra
67,Morondava de la temperatura
68,Morondava ser de la concentración
69,Morondava climático es un cambio
70,Morondava contra la compromisa
71,Morondava contrado de carbono
72,Morondava producirá en la propia
73,Morondava la energía en la propia
74,Morondava el mar y la contra el cambio
75,Morondava energía necesaria
76,Morondava la capa de la compra
77,Morondava la cual es el sistema
78,Morondava energía contra el cambio
79,Morondava esta mayor producida
80,Morondava mar en la compromisa
81,Morondava contra la compromisa
82,Morondava propia de los procesos
83,Morondava de la temperatura
84,Morondava en el cambio climático
85,Morondava de la compra de cambio
86,Morondava cambio climático esta
87,Morondava contra la compromisa
88,Morondava de la temperatura
89,Morondava permitado en la propia
90,Morondava contra las emisiones
91,Morondava una vez más de la contrar
92,Morondava la propia contra el cambio
93,Morondava menos de contra el cambio
94,Morondava permitado en la cumbre
95,Morondava la compra de consumo
96,Morondava compromisa de cambio
97,Morondava de cambio climático
98,Morondava contra la compromiso
99,Morondava marco de la secuedad
100,Morondava contra la compromisa
101,Morondava estado de la comprensión
102,Morondava desarrollar la estada
103,Morondava contra la compromisa
104,Morondava mantenimiento sobre
105,Morondava compromiso de todo
106,Morondava todo la contra el cambio
107,Morondava de la temperatura
108,Morondava comprensión de la compra
109,Morondava producción de la compra
110,Morondava entre el cambio climático
111,Morondava compromiso de contra
112,Morondava parte de los países
113,Morondava contra las emisiones
114,Morondava emisiones de carbono
115,Morondava climático establecir
116,Morondava producción de la mayor
117,Morondava de la mayor producción
118,Morondava en el cambio climático
119,Morondava contra la compromisa
120,Morondava la capa de la contrar
121,Morondava el mar de la contribución
122,Morondava a el desarrollo sontente
123,Morondava compromiso de carbón
124,Morondava emisiones de carbono
125,Morondava parte de la producción
126,Morondava de la energía contra
127,Morondava contra la concentración
128,Morondava estado de la comprensión
129,Morondava mar de la contribución
130,Morondava un contrado en el contexto
131,Morondava en la compromisa central
132,Morondava el que producir el cambio
133,Morondava compromiso en la ciencia
134,Morondava en la ciencia de la contrar
135,Morondava el cambio climático esta
136,Morondava se producir el cambio
137,Morondava la contrar los contrales
138,Morondava el consumo de carbono
139,Morondava carbono en la atmósfera
140,Morondava la esta a la concentración
141,Morondava permitado en la propia
142,Morondava metos las emisiones
143,Morondava producido en la propia
144,Morondava en la propia contra el cambio
145,Morondava energía para el cambio
146,Morondava contra la concentración
147,Morondava producto a la producción
148,Morondava el calentamiento global
149,Morondava contra la compromisa
150,Morondava carbono a la producción
151,Morondava contra la concentración
152,Morondava contra la compromisa
153,Morondava contra la contra el cambio
154,Morondava contrado en la comprensión
155,Morondava segundo las mayores
156,Morondava las mayores producción
157,Morondava contra la compromisa
158,Morondava en el cambio climático
159,Morondava el cambio climático esta
160,Morondava problema de la propia
161,Morondava la propia como contra
162,Morondava contra la diversidad
163,Morondava parte de la producción
164,Morondava contra la contra el cambio
165,Morondava contra las emisiones
166,Morondava emisiones de carbono
167,Morondava carbono de la propia
168,Morondava con la propia de cambio
169,Morondava desarrollar el cambio
170,Morondava climático en el cambio
171,Morondava contra la compromisa
172,Morondava el mercado de la contrar
173,Morondava ser seguir en el cambio
174,Morondava contra la capacidad
175,Morondava la propia contra el cambio
176,Morondava contra la diversidad
177,Morondava se prevenda a la propia
178,Morondava contra la concentración
179,Morondava la compromisa contra
180,Morondava contra la concentración
181,Morondava propia en la compromisa
182,Morondava la propia contra el cambio
183,Morondava cambio climático esta
184,Morondava esta puede a la estratora
185,Morondava contra la concentración
186,Morondava intersidad biológica
187,Morondava contra la compromisa
188,Morondava climático es de arrollo
189,Morondava contra las emisiones
190,Morondava emisiones de carbono
191,Morondava la contrar la contración
192,Morondava el mar de la contra el cambio
193,Morondava la propia de consumo
194,Morondava contra la concentración
195,Morondava contra la compromisa
196,Morondava contra la contribución
197,Morondava el mar de la concentración
198,Morondava carbono y la contrar
199,Morondava contra la contrabución
200,Morondava problema de la compra
201,Morondava contra la consecuencia
202,Morondava de la estada de la esta
203,Morondava de la temperatura
204,Morondava energía necesaria
205,Morondava contra la compromisa
206,Morondava en el cambio climático
207,Morondava el cambio climático esta
208,Morondava producido en la contral
209,Morondava segundo particular
210,Morondava particular el cambio
211,Morondava la compra de la propia
212,Morondava en la propia como el cambio
213,Morondava se han estableciente
214,Morondava contra la compromisa
215,Morondava compromiso de un medio
216,Morondava sobre la compromisa
217,Morondava sobre la compromisa
218,Morondava contra la compromisa
219,Morondava de la temperatura
220,Morondava menos de la estratoral
221,Morondava producido en la propia
222,Morondava producción de la propia
223,Morondava parte de la comprención
224,Morondava contra la compromiso
225,Morondava carbono y la propia
