,endecasílabo
0,Puerto del Carmen ### load libraries
1,Puerto del Carmen de la conferencia
2,Puerto del Carmen de la contribución
3,Puerto del Carmen mayor política
4,Puerto del Carmen y la concentración
5,Puerto del Carmen de la compromiso
6,Puerto del Carmen la estado de cambio
7,Puerto del Carmen en la concentración
8,Puerto del Carmen de la compra de esta
9,Puerto del Carmen por la compromisa
10,Puerto del Carmen de la conferencia
11,Puerto del Carmen en la concentración
12,Puerto del Carmen de la compromisa
13,Puerto del Carmen el temperatura
14,Puerto del Carmen contra la demanda
15,Puerto del Carmen a la concentración
16,Puerto del Carmen de la compromisa
17,Puerto del Carmen en la compromisa
18,Puerto del Carmen de la compromisa
19,Puerto del Carmen en la concentración
20,Puerto del Carmen contra las procesos
21,Puerto del Carmen propia de la propia
22,Puerto del Carmen mar se desarrolla
23,Puerto del Carmen de la concentración
24,Puerto del Carmen mayor producida
25,Puerto del Carmen de la capacidad
26,Puerto del Carmen por la concentración
27,Puerto del Carmen de la estrategía
28,Puerto del Carmen en la concentración
29,Puerto del Carmen a de la estratora
30,Puerto del Carmen estado en el cambio
31,Puerto del Carmen de la concentración
32,Puerto del Carmen de la compromisa
33,Puerto del Carmen en la compromisa
34,Puerto del Carmen de la contribución
35,Puerto del Carmen en la compromiso
36,Puerto del Carmen esta mayor parte
37,Puerto del Carmen de la consecuencia
38,Puerto del Carmen contra la demanda
39,Puerto del Carmen de la concentración
40,Puerto del Carmen de la concentración
41,Puerto del Carmen de la compromiso
42,Puerto del Carmen esta mayor parte
43,Puerto del Carmen parte de la salud
44,Puerto del Carmen de la concentración
45,Puerto del Carmen de la compromisa
46,Puerto del Carmen esta las problemas
47,Puerto del Carmen cambio climático
48,Puerto del Carmen parte de la capa
49,Puerto del Carmen de la contra el cambio
50,Puerto del Carmen de la contra el cambio
51,Puerto del Carmen de la concentración
52,Puerto del Carmen de la compromisa
53,Puerto del Carmen de la contribución
54,Puerto del Carmen producir el cambio
55,Puerto del Carmen cambio climático
56,Puerto del Carmen esta mayor parte
57,Puerto del Carmen de la contra el cambio
58,Puerto del Carmen esta contra el medio
59,Puerto del Carmen la contra un proyecto
60,Puerto del Carmen de la concentración
61,Puerto del Carmen de la compromiso
62,Puerto del Carmen e la concentración
63,Puerto del Carmen de la concentración
64,Puerto del Carmen en la compromiso
65,Puerto del Carmen esta mayor parte
66,Puerto del Carmen en la concentración
67,Puerto del Carmen de la compromisa
68,Puerto del Carmen de la compromisa
69,Puerto del Carmen menos de la compra
70,Puerto del Carmen en la concentración
71,Puerto del Carmen de la compromisa
72,Puerto del Carmen de las emisiones
73,Puerto del Carmen por la contra el cambio
74,Puerto del Carmen esta mayor parte
75,Puerto del Carmen de la concentración
76,Puerto del Carmen de la concentración
77,Puerto del Carmen esta mayor parte
78,Puerto del Carmen cual con la producción
