,verse,terminacion
0,La Laguna proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,La Laguna aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,La Laguna de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,La Laguna los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
4,La Laguna los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
5,La Laguna la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
6,La Laguna nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
7,La Laguna amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
8,La Laguna el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
9,La Laguna un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
10,La Laguna márido de la carta,"[<'car':cVc>, <'ta':cV>]"
11,La Laguna un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
12,La Laguna de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
13,La Laguna consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
14,La Laguna en la segunda cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
15,La Laguna de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
16,La Laguna calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,La Laguna las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,La Laguna la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
19,La Laguna la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
20,La Laguna te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,La Laguna actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,La Laguna de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,La Laguna ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
24,La Laguna el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
25,La Laguna de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
