,verse,terminacion
0,Iztapalapa proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Iztapalapa aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Iztapalapa de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Iztapalapa los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
4,Iztapalapa los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
5,Iztapalapa la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
6,Iztapalapa nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
7,Iztapalapa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
8,Iztapalapa el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
9,Iztapalapa un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
10,Iztapalapa márido de la carta,"[<'car':cVc>, <'ta':cV>]"
11,Iztapalapa un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
12,Iztapalapa de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
13,Iztapalapa consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
14,Iztapalapa en la segunda cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
15,Iztapalapa de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
16,Iztapalapa calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Iztapalapa las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Iztapalapa la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
19,Iztapalapa la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
20,Iztapalapa te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Iztapalapa actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Iztapalapa de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Iztapalapa ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
24,Iztapalapa el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
25,Iztapalapa de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
26,Iztapalapa compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
27,Iztapalapa carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
28,Iztapalapa re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Iztapalapa considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
30,Iztapalapa al siglo xx los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
31,Iztapalapa lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Iztapalapa especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
33,Iztapalapa de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Iztapalapa de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
35,Iztapalapa los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
36,Iztapalapa los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
37,Iztapalapa calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,Iztapalapa permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
