,endecasílabo
0,Iztapalapa producto en el proyecto
1,Iztapalapa el proyecto de la tierra
2,Iztapalapa contra la compromisa
3,Iztapalapa carbono a la producción
4,Iztapalapa su propia de la propia
5,Iztapalapa parte de la producción
6,Iztapalapa el mar de la consecuencia
7,Iztapalapa problema de reducir
8,Iztapalapa como la propia como
9,Iztapalapa como la contra el cambio
10,Iztapalapa contra la propia contra
11,Iztapalapa contra la compromisa
12,Iztapalapa la salud de la contrar
13,Iztapalapa el sistema climático
14,Iztapalapa contra las emisiones
15,Iztapalapa emisiones de carbono
16,Iztapalapa se producir el cambio
17,Iztapalapa cambio climático está
18,Iztapalapa climático está contra
19,Iztapalapa contrar la concentración
20,Iztapalapa contra la compromisa
21,Iztapalapa menos de la comprensión
22,Iztapalapa sobre la compromisa
23,Iztapalapa ser en la compromiso
24,Iztapalapa permitado en la propia
25,Iztapalapa contra las emisiones
26,Iztapalapa emisiones de carbono
27,Iztapalapa el cambio climático esta
28,Iztapalapa problema de la comprar
29,Iztapalapa en el contrado en el cambio
30,Iztapalapa el proceso de la propia
31,Iztapalapa contrar con la estrategia
32,Iztapalapa la cual con la producción
33,Iztapalapa la propia climática
34,Iztapalapa permitan para el cambio
35,Iztapalapa de carbono a la propia
36,Iztapalapa sobre la economía
37,Iztapalapa sobre la capacidad
38,Iztapalapa producción de la compra
39,Iztapalapa de la compra de cambio
40,Iztapalapa permitado en la propia
41,Iztapalapa propia de contra el cambio
42,Iztapalapa producto de la contrar
43,Iztapalapa las contrabulidades
44,Iztapalapa parte de la producción
45,Iztapalapa climático es la propia
46,Iztapalapa la propia contra el cambio
47,Iztapalapa contra la compromisa
48,Iztapalapa medio de la demanda
49,Iztapalapa la contra el combustible
50,Iztapalapa la mayor actividad
51,Iztapalapa permitado en la propia
52,Iztapalapa de la temperatura
53,Iztapalapa parte de la producción
54,Iztapalapa de las contribuciones
55,Iztapalapa capa de compromiso
56,Iztapalapa la propia compromiso
57,Iztapalapa compromiso de contra
58,Iztapalapa contra la compromisa
59,Iztapalapa producción de la compra
60,Iztapalapa de carbono a la propia
61,Iztapalapa a la propia de carbono
62,Iztapalapa contra la concentración
63,Iztapalapa contrar la compromisa
64,Iztapalapa la largo de la propia
65,Iztapalapa mayor posibilidad
66,Iztapalapa promedio de la compra
67,Iztapalapa de la temperatura
68,Iztapalapa ser de la concentración
69,Iztapalapa climático es un cambio
70,Iztapalapa contra la compromisa
71,Iztapalapa contrado de carbono
72,Iztapalapa producirá en la propia
73,Iztapalapa la energía en la propia
74,Iztapalapa el mar y la contra el cambio
75,Iztapalapa energía necesaria
76,Iztapalapa la capa de la compra
77,Iztapalapa la cual es el sistema
78,Iztapalapa energía contra el cambio
79,Iztapalapa esta mayor producida
80,Iztapalapa mar en la compromisa
81,Iztapalapa contra la compromisa
82,Iztapalapa propia de los procesos
