,verse,terminacion
0,Geelong proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Geelong en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Geelong de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Geelong ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Geelong los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Geelong los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Geelong la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Geelong as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Geelong nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Geelong márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Geelong es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Geelong de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Geelong consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Geelong de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Geelong calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Geelong las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Geelong la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Geelong la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Geelong te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Geelong de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Geelong ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Geelong es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Geelong de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Geelong es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Geelong compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Geelong carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Geelong e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Geelong en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Geelong re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Geelong el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Geelong considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Geelong lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Geelong el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Geelong de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Geelong en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,Geelong de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,Geelong los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,Geelong los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,Geelong calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Geelong e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,Geelong permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,Geelong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Geelong contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,Geelong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,Geelong los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,Geelong io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Geelong timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Geelong general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Geelong se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
