,endecasílabo
0,Geelong producto en el proyecto
1,Geelong contra la compromisa
2,Geelong carbono a la producción
3,Geelong en el temperatura
4,Geelong su propia de la propia
5,Geelong el mar se desarrolla
6,Geelong parte de la producción
7,Geelong alto de la comprensión
8,Geelong problema de reducir
9,Geelong estado a los procesos
10,Geelong como la propia como
11,Geelong como la contra el cambio
12,Geelong contra la propia contra
13,Geelong el cambio climático
14,Geelong el cambio climático
15,Geelong contra la compromisa
16,Geelong la salud de la contrar
17,Geelong contra las emisiones
18,Geelong se producir el cambio
19,Geelong el cambio climático
20,Geelong cambio climático está
21,Geelong climático está contra
22,Geelong contrar la concentración
23,Geelong contra la compromisa
24,Geelong menos de la comprensión
25,Geelong sobre la compromisa
26,Geelong ser en la compromiso
27,Geelong permitado en la propia
28,Geelong contra las emisiones
29,Geelong estado contra el cambio
30,Geelong el cambio climático
31,Geelong problema de la comprar
32,Geelong el contral de la propia
33,Geelong estado en el proceso
34,Geelong contrar con la estrategia
35,Geelong la cual con la producción
36,Geelong la propia climática
37,Geelong estado en la comprensión
38,Geelong permitan para el cambio
39,Geelong de carbono a la propia
40,Geelong el cambio climático
41,Geelong sobre la economía
42,Geelong sobre la capacidad
43,Geelong producción de la compra
44,Geelong de la compra de cambio
45,Geelong permitado en la propia
46,Geelong propia de contra el cambio
47,Geelong producto de la contrar
48,Geelong las contrabulidades
49,Geelong es de la concentración
50,Geelong parte de la producción
51,Geelong climático es la propia
52,Geelong la propia contra el cambio
53,Geelong en el temperatura
54,Geelong estado se producir
55,Geelong el contrado en la propia
56,Geelong contra la compromisa
57,Geelong medio de la demanda
58,Geelong la contra el combustible
59,Geelong es proceso de cambio
60,Geelong la mayor actividad
61,Geelong permitado en la propia
62,Geelong a la temperatura
63,Geelong de la temperatura
64,Geelong parte de la producción
65,Geelong de las contribuciones
66,Geelong capa de compromiso
67,Geelong la propia compromiso
68,Geelong compromiso de contra
69,Geelong contra la compromisa
70,Geelong el mar en la producción
71,Geelong producción de la compra
72,Geelong de carbono a la propia
73,Geelong contra la concentración
74,Geelong contrar la compromisa
75,Geelong la largo de la propia
76,Geelong mayor posibilidad
77,Geelong el cambio climático
78,Geelong e de la compromisa
79,Geelong estado a la producción
80,Geelong promedio de la compra
81,Geelong de la temperatura
82,Geelong ser de la concentración
83,Geelong climático es un cambio
