,verse,terminacion
0,Longyearbyen proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Longyearbyen en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Longyearbyen de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Longyearbyen ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Longyearbyen los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Longyearbyen los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Longyearbyen la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Longyearbyen as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Longyearbyen nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Longyearbyen márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Longyearbyen es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Longyearbyen de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Longyearbyen consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Longyearbyen de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Longyearbyen calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Longyearbyen las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Longyearbyen la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Longyearbyen la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Longyearbyen te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Longyearbyen de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Longyearbyen ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Longyearbyen es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Longyearbyen de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Longyearbyen es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Longyearbyen compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Longyearbyen carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Longyearbyen e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Longyearbyen en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Longyearbyen re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Longyearbyen el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Longyearbyen considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Longyearbyen lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Longyearbyen el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Longyearbyen de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Longyearbyen en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,Longyearbyen de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,Longyearbyen los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,Longyearbyen los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,Longyearbyen calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Longyearbyen e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,Longyearbyen permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,Longyearbyen de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Longyearbyen contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,Longyearbyen de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,Longyearbyen los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,Longyearbyen io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Longyearbyen timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Longyearbyen general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Longyearbyen se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Longyearbyen umbre al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
50,Longyearbyen ado de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
51,Longyearbyen en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
52,Longyearbyen de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Longyearbyen s de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
54,Longyearbyen n las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
55,Longyearbyen la lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
56,Longyearbyen el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
57,Longyearbyen ente a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
58,Longyearbyen de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,Longyearbyen ición de su procisa,"[<'pro':ccV>, <'ci':cv>, <'sa':sV>]"
60,Longyearbyen por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
61,Longyearbyen e que se pode para,"[<'pa':cV>, <'ra':cV>]"
62,Longyearbyen a un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
63,Longyearbyen de la forma de casa,"[<'ca':cV>, <'sa':sV>]"
64,Longyearbyen consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
65,Longyearbyen de emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
66,Longyearbyen se desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
67,Longyearbyen e a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
68,Longyearbyen para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
