,endecasílabo
0,Soavinandriana load libraries
1,Soavinandriana ### load model
2,Soavinandriana nte en la infermedad
3,Soavinandriana de los países
4,Soavinandriana si debería
5,Soavinandriana las emisiones
6,Soavinandriana la concentración
7,Soavinandriana de los países
8,Soavinandriana de la población
9,Soavinandriana de nuestro parte
10,Soavinandriana de las especies
11,Soavinandriana la deferencia
12,Soavinandriana de los palabres
13,Soavinandriana los eficientes
14,Soavinandriana más el peligro
15,Soavinandriana de la transición
16,Soavinandriana composiciones
17,Soavinandriana la carta de esta
18,Soavinandriana un siglo xx estos
19,Soavinandriana de la sociedad
20,Soavinandriana como un carbono
21,Soavinandriana de los países
22,Soavinandriana de la población
23,Soavinandriana de la cantidad
24,Soavinandriana calentamiento
25,Soavinandriana la contribución
26,Soavinandriana n su presente
27,Soavinandriana el mercado pero
28,Soavinandriana de los países
29,Soavinandriana de los patrones
30,Soavinandriana de la actividad
31,Soavinandriana de la respuesta
32,Soavinandriana través de enfrentir
33,Soavinandriana de los efectos
34,Soavinandriana estado de cumbre
35,Soavinandriana y los países
36,Soavinandriana un convenio sobre
37,Soavinandriana sobre el proyecto
38,Soavinandriana el proyecto sobre
39,Soavinandriana se pueden marcha
40,Soavinandriana de los periodos
41,Soavinandriana nible en el carbón
42,Soavinandriana de la sonientia
43,Soavinandriana y el problema
44,Soavinandriana en la sopirticad
45,Soavinandriana de la segunda
46,Soavinandriana la concentración
47,Soavinandriana al calentamiento
48,Soavinandriana definitivas
49,Soavinandriana de la sociedad
50,Soavinandriana de los efectos
51,Soavinandriana de los efectos
52,Soavinandriana con el consumo
53,Soavinandriana la de la oriente
54,Soavinandriana los combustibles
55,Soavinandriana co en la energía
56,Soavinandriana a la seguridad
57,Soavinandriana entre la energía
58,Soavinandriana de su procisa
59,Soavinandriana de la población
60,Soavinandriana de la energía
61,Soavinandriana en la caleración
62,Soavinandriana ción en la cauta
63,Soavinandriana y el sistema
64,Soavinandriana la mayoría
65,Soavinandriana se desarrollan
66,Soavinandriana la concentración
67,Soavinandriana las principales
68,Soavinandriana r para mayor
69,Soavinandriana aumento del clima
70,Soavinandriana clima en la tierra
71,Soavinandriana consideración
72,Soavinandriana para despector
73,Soavinandriana de las palieras
74,Soavinandriana de la producción
75,Soavinandriana de la población
76,Soavinandriana de los países
77,Soavinandriana por consumidor
78,Soavinandriana xx que los partes
79,Soavinandriana la electricidad
80,Soavinandriana de la pertida
81,Soavinandriana son los proyectos
82,Soavinandriana los sueños primer
83,Soavinandriana con el estado
84,Soavinandriana la concentración
85,Soavinandriana como un problema
86,Soavinandriana calentamiento
87,Soavinandriana de la actividad
88,Soavinandriana registrar como
89,Soavinandriana n la información
90,Soavinandriana de la estudida
91,Soavinandriana están en el medio
92,Soavinandriana en el medio ambiente
93,Soavinandriana la converioncia
94,Soavinandriana las inversiones
95,Soavinandriana de los efectos
96,Soavinandriana sobre el carbono
97,Soavinandriana en la concentración
98,Soavinandriana de la previsión
99,Soavinandriana de la segunda
100,Soavinandriana de la energía
101,Soavinandriana de los países
102,Soavinandriana de la sociedad
103,Soavinandriana de la energía
104,Soavinandriana de la actividad
105,Soavinandriana de la población
106,Soavinandriana de la población
107,Soavinandriana de la información
108,Soavinandriana los medios de este
109,Soavinandriana la concentración
110,Soavinandriana la concentración
111,Soavinandriana de los alternos
112,Soavinandriana alternos de especies
113,Soavinandriana cuantificación
114,Soavinandriana de los países
115,Soavinandriana de la eficiencia
116,Soavinandriana de la cantidad
117,Soavinandriana de los efectos
118,Soavinandriana amor de la función
119,Soavinandriana de las palibres
120,Soavinandriana estado por algo
121,Soavinandriana de mantenida
122,Soavinandriana mantenida entre
123,Soavinandriana entre la actividad
124,Soavinandriana el amor de viento
125,Soavinandriana de la segunda
126,Soavinandriana que incorterida
127,Soavinandriana gei no establecer
128,Soavinandriana consideración
129,Soavinandriana de las países
130,Soavinandriana la contribución
131,Soavinandriana de los informes
132,Soavinandriana la contentación
133,Soavinandriana pueda despertar
134,Soavinandriana que los sistemas
135,Soavinandriana la compensación
136,Soavinandriana de los países
137,Soavinandriana de los países
138,Soavinandriana la superficie
139,Soavinandriana la concentración
140,Soavinandriana de los extramos
141,Soavinandriana en la concentración
142,Soavinandriana ante la previsión
143,Soavinandriana la concentración
144,Soavinandriana las políticas
145,Soavinandriana en los retroposos
146,Soavinandriana la comperación
147,Soavinandriana de carbono algo
148,Soavinandriana en el actual también
149,Soavinandriana en el medio ambiente
150,Soavinandriana la reducida
151,Soavinandriana tiempo la mayor
152,Soavinandriana la mayor parte
153,Soavinandriana del medio ambiente
154,Soavinandriana muy retropolé
155,Soavinandriana de los periodos
156,Soavinandriana del pauso medio
157,Soavinandriana a las emisiones
158,Soavinandriana la emisión de este
159,Soavinandriana s de carbono
160,Soavinandriana para el mercado
161,Soavinandriana de compensación
162,Soavinandriana de los impactos
163,Soavinandriana de los países
164,Soavinandriana de la actividad
165,Soavinandriana efectos fósiles
166,Soavinandriana la concentración
167,Soavinandriana de la actividad
168,Soavinandriana la contribución
169,Soavinandriana del mar soda este
170,Soavinandriana competen campas
171,Soavinandriana de los polotios
172,Soavinandriana la diversidad
173,Soavinandriana de la contención
174,Soavinandriana calentamiento
175,Soavinandriana mundo en el besta
176,Soavinandriana la internacional
177,Soavinandriana de la segunda
