,verse,terminacion
0,Soavinandriana load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Soavinandriana ### load model,"[<'mo':cV>, <'del':cVc>]"
2,Soavinandriana nte en la infermedad,"[<'in':vc>, <'fer':cVc>, <'me':cV>, <'dad':cVc>]"
3,Soavinandriana de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Soavinandriana si debería,"[<'de':cV>, <'be':cV>, <'rí':cV>, <'a':V>]"
5,Soavinandriana las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
6,Soavinandriana la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
7,Soavinandriana de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
8,Soavinandriana de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
9,Soavinandriana de nuestro parte,"[<'par':cVc>, <'te':cV>]"
10,Soavinandriana de las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
11,Soavinandriana la deferencia,"[<'de':cV>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
12,Soavinandriana de los palabres,"[<'pa':cV>, <'la':cV>, <'bres':ccVs>]"
13,Soavinandriana los eficientes,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'tes':cVs>]"
14,Soavinandriana más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
15,Soavinandriana de la transición,"[<'tran':ccVc>, <'si':sv>, <'ción':cvVc>]"
16,Soavinandriana composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
17,Soavinandriana la carta de esta,"[<'es':Vs>, <'ta':cV>]"
18,Soavinandriana un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
19,Soavinandriana de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
20,Soavinandriana como un carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
21,Soavinandriana de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
22,Soavinandriana de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
23,Soavinandriana de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
24,Soavinandriana calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
25,Soavinandriana la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
26,Soavinandriana n su presente,"[<'pre':ccV>, <'sen':sVc>, <'te':cV>]"
27,Soavinandriana el mercado pero,"[<'pe':cV>, <'ro':cV>]"
28,Soavinandriana de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
29,Soavinandriana de los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
30,Soavinandriana de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
31,Soavinandriana de la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
32,Soavinandriana través de enfrentir,"[<'en':Vc>, <'fren':ccVc>, <'tir':cvc>]"
33,Soavinandriana de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
34,Soavinandriana estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
