,verse,terminacion
0,Havana del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Havana países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
2,Havana los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
3,Havana partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
4,Havana de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
5,Havana para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
6,Havana a la presencia de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Havana contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Havana las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Havana de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Havana de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Havana sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Havana es un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
13,Havana ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
14,Havana contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
15,Havana guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
16,Havana la actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
17,Havana aumenta de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
18,Havana en el que se definitica,"[<'de':cV>, <'fi':cv>, <'ni':cv>, <'ti':cv>, <'ca':cV>]"
19,Havana diración de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
20,Havana a la intersión del capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
21,Havana n el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
22,Havana me considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
23,Havana los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
24,Havana se desalian el especie,"[<'es':Vs>, <'pe':cV>, <'cie':cvV>]"
25,Havana correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
26,Havana para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
27,Havana y los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Havana la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
29,Havana de los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
30,Havana de calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
31,Havana la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
32,Havana en el carbón y al contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
33,Havana contribución en la esta alla,"[<'a':V>, <'lla':ccV>]"
34,Havana salia del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
35,Havana que los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
36,Havana la aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
37,Havana pertinente con la reda,"[<'re':cV>, <'da':cV>]"
38,Havana la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
39,Havana de la cantidad de tiempo,"[<'tiem':cvVc>, <'po':cV>]"
40,Havana los procesos de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
41,Havana energía no en los dectriales,"[<'dec':cVc>, <'tria':ccvV>, <'les':cVs>]"
42,Havana actividades políticos,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'cos':cVs>]"
43,Havana de la oriente climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
44,Havana la temperatura medio,"[<'me':cV>, <'dio':cvV>]"
45,Havana medio albiente con su fecha,"[<'fec':cVc>, <'ha':cV>]"
46,Havana los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
47,Havana por el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
48,Havana en la cauta de las segundas,"[<'se':sV>, <'gun':cvc>, <'das':cVs>]"
49,Havana la forma de casa informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
50,Havana r para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
51,Havana se podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
52,Havana y las oficinas para,"[<'pa':cV>, <'ra':cV>]"
53,Havana marcha de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
54,Havana la mayoría del control,"[<'con':cVc>, <'trol':ccVc>]"
55,Havana con bien en el correcionar,"[<'co':cV>, <'rre':ccV>, <'cio':cvV>, <'nar':cVc>]"
56,Havana los comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
57,Havana de las pautas de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
58,Havana la pertida de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
59,Havana decientes energéticos,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'cos':cVs>]"
60,Havana se puede ser concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
61,Havana ser concentración del caso,"[<'ca':cV>, <'so':sV>]"
62,Havana de la tierra en contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
63,Havana consumo con el estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
64,Havana concentración de los medios,"[<'me':cV>, <'dios':cvVs>]"
65,Havana la manor aliminación,"[<'a':V>, <'li':cv>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
66,Havana que se hace la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
67,Havana disponibles contribuyen,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'yen':cVc>]"
68,Havana en el carbón en los estrenos,"[<'es':Vs>, <'tre':ccV>, <'nos':cVs>]"
69,Havana que están en el medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
70,Havana lización de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
71,Havana proceso de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
72,Havana y contención de los partes,"[<'par':cVc>, <'tes':cVs>]"
73,Havana la actividad de las gases,"[<'ga':cV>, <'ses':sVs>]"
74,Havana sociedad de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
75,Havana en la lado de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
76,Havana ró el mismo de los asuntos,"[<'a':V>, <'sun':svc>, <'tos':cVs>]"
77,Havana la previsión de los medios,"[<'me':cV>, <'dios':cvVs>]"
78,Havana establecida de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
79,Havana de carbono e internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
80,Havana gas de los altimos o antes,"[<'an':Vc>, <'tes':cVs>]"
81,Havana de los alternos de especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
82,Havana en los países de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
83,Havana parte de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
84,Havana las emisiones del nivel,"[<'ni':cv>, <'vel':cVc>]"
85,Havana los efectos para el amor,"[<'a':V>, <'mor':cVc>]"
86,Havana para el amor de la función,"[<'fun':cvc>, <'ción':cvVc>]"
87,Havana cantidad de mantenida,"[<'man':cVc>, <'te':cV>, <'ni':cv>, <'da':cV>]"
88,Havana dida de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
89,Havana forma de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
90,Havana contentación de energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
91,Havana energía por el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
92,Havana de esta curstión de los años,"[<'a':V>, <'ños':cVs>]"
93,Havana mos de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
94,Havana del producto a los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
95,Havana biológica la cual parte,"[<'par':cVc>, <'te':cV>]"
96,Havana estado de las cancidades,"[<'can':cVc>, <'ci':cv>, <'da':cV>, <'des':cVs>]"
