,endecasílabo
0,Copenhagen producto en el proyecto
1,Copenhagen contra la compromisa
2,Copenhagen carbono a la producción
3,Copenhagen en el temperatura
4,Copenhagen su propia de la propia
5,Copenhagen el mar se desarrolla
6,Copenhagen parte de la producción
7,Copenhagen alto de la comprensión
8,Copenhagen problema de reducir
9,Copenhagen estado a los procesos
10,Copenhagen como la propia como
11,Copenhagen como la contra el cambio
12,Copenhagen contra la propia contra
13,Copenhagen el cambio climático
14,Copenhagen el cambio climático
15,Copenhagen contra la compromisa
16,Copenhagen la salud de la contrar
17,Copenhagen contra las emisiones
18,Copenhagen se producir el cambio
19,Copenhagen el cambio climático
20,Copenhagen cambio climático está
21,Copenhagen climático está contra
22,Copenhagen contrar la concentración
23,Copenhagen contra la compromisa
24,Copenhagen menos de la comprensión
25,Copenhagen sobre la compromisa
26,Copenhagen ser en la compromiso
27,Copenhagen permitado en la propia
28,Copenhagen contra las emisiones
29,Copenhagen estado contra el cambio
30,Copenhagen el cambio climático
31,Copenhagen problema de la comprar
32,Copenhagen el contral de la propia
33,Copenhagen estado en el proceso
34,Copenhagen contrar con la estrategia
35,Copenhagen la cual con la producción
36,Copenhagen la propia climática
37,Copenhagen estado en la comprensión
38,Copenhagen permitan para el cambio
39,Copenhagen de carbono a la propia
40,Copenhagen el cambio climático
41,Copenhagen sobre la economía
42,Copenhagen sobre la capacidad
43,Copenhagen producción de la compra
44,Copenhagen de la compra de cambio
45,Copenhagen permitado en la propia
46,Copenhagen propia de contra el cambio
47,Copenhagen producto de la contrar
48,Copenhagen las contrabulidades
49,Copenhagen es de la concentración
50,Copenhagen parte de la producción
51,Copenhagen climático es la propia
52,Copenhagen la propia contra el cambio
53,Copenhagen en el temperatura
54,Copenhagen estado se producir
55,Copenhagen el contrado en la propia
56,Copenhagen contra la compromisa
57,Copenhagen medio de la demanda
58,Copenhagen la contra el combustible
59,Copenhagen es proceso de cambio
60,Copenhagen la mayor actividad
61,Copenhagen permitado en la propia
62,Copenhagen a la temperatura
63,Copenhagen de la temperatura
64,Copenhagen parte de la producción
65,Copenhagen de las contribuciones
66,Copenhagen capa de compromiso
67,Copenhagen la propia compromiso
68,Copenhagen compromiso de contra
69,Copenhagen contra la compromisa
70,Copenhagen el mar en la producción
71,Copenhagen producción de la compra
72,Copenhagen de carbono a la propia
73,Copenhagen contra la concentración
74,Copenhagen contrar la compromisa
75,Copenhagen la largo de la propia
76,Copenhagen mayor posibilidad
77,Copenhagen el cambio climático
78,Copenhagen e de la compromisa
79,Copenhagen estado a la producción
80,Copenhagen promedio de la compra
81,Copenhagen de la temperatura
82,Copenhagen ser de la concentración
83,Copenhagen climático es un cambio
84,Copenhagen contra la compromisa
85,Copenhagen contrado de carbono
86,Copenhagen esta mayor producción
87,Copenhagen producirá en la propia
88,Copenhagen la energía en la propia
89,Copenhagen e el cambio climático
90,Copenhagen la capa de la compra
91,Copenhagen la cual es el sistema
92,Copenhagen mar en la compromisa
93,Copenhagen contra la compromisa
94,Copenhagen el mar de contra el cambio
95,Copenhagen propia de los procesos
96,Copenhagen esta mayor producción
97,Copenhagen esta contra el contexto
98,Copenhagen de la temperatura
99,Copenhagen estados a la propia
100,Copenhagen de la compra de cambio
101,Copenhagen el cambio climático
102,Copenhagen cambio climático esta
103,Copenhagen contra la compromisa
104,Copenhagen de la temperatura
105,Copenhagen estado en el proceso
106,Copenhagen permitado en la propia
107,Copenhagen contra las emisiones
108,Copenhagen estado a la producción
109,Copenhagen la propia contra el cambio
110,Copenhagen estado en la producción
111,Copenhagen menos de contra el cambio
112,Copenhagen permitado en la cumbre
113,Copenhagen la compra de consumo
114,Copenhagen compromisa de cambio
115,Copenhagen de cambio climático
116,Copenhagen el cambio climático
117,Copenhagen contra la compromiso
118,Copenhagen marco de la secuedad
119,Copenhagen contra la compromisa
120,Copenhagen esta posibilidad
121,Copenhagen desarrollar la estada
122,Copenhagen contra la compromisa
123,Copenhagen esta mayor el cambio
124,Copenhagen mantenimiento sobre
125,Copenhagen compromiso de todo
126,Copenhagen todo la contra el cambio
127,Copenhagen de la temperatura
128,Copenhagen comprensión de la compra
129,Copenhagen producción de la compra
130,Copenhagen a por la concentración
131,Copenhagen estado de la propia
132,Copenhagen estado sin embargo
133,Copenhagen embargo se producir
134,Copenhagen compromiso de contra
135,Copenhagen parte de los países
136,Copenhagen contra las emisiones
137,Copenhagen climático establecir
138,Copenhagen en todo la producción
139,Copenhagen producción de la mayor
140,Copenhagen de la mayor producción
141,Copenhagen estamos en el cambio
142,Copenhagen contra la compromisa
143,Copenhagen la capa de la contrar
144,Copenhagen el cambio climático
145,Copenhagen estado a el desarrollo
146,Copenhagen compromiso de carbón
147,Copenhagen parte de la producción
148,Copenhagen de la energía contra
149,Copenhagen contra la concentración
150,Copenhagen mar de la contribución
151,Copenhagen el desarrollo sobre
152,Copenhagen a de la compromisa
153,Copenhagen compromiso en la ciencia
154,Copenhagen se producir el cambio
155,Copenhagen en la temperatura
156,Copenhagen la contrar los contrales
157,Copenhagen carbono en la atmósfera
158,Copenhagen el medio de las propias
159,Copenhagen la esta a la concentración
160,Copenhagen permitado en la propia
161,Copenhagen metos las emisiones
162,Copenhagen producido en la propia
163,Copenhagen contra la concentración
164,Copenhagen producto a la producción
165,Copenhagen en el calentamiento
166,Copenhagen contra la compromisa
167,Copenhagen carbono a la producción
168,Copenhagen contra la concentración
169,Copenhagen contra la compromisa
170,Copenhagen contra la contra el cambio
171,Copenhagen contrado en la comprensión
172,Copenhagen segundo las mayores
173,Copenhagen las mayores producción
174,Copenhagen contra la compromisa
175,Copenhagen problema de la propia
176,Copenhagen la propia como contra
177,Copenhagen el cambio climático
178,Copenhagen estados a la propia
179,Copenhagen contra la diversidad
180,Copenhagen parte de la producción
181,Copenhagen contra la contra el cambio
182,Copenhagen contra las emisiones
183,Copenhagen carbono de la propia
184,Copenhagen con la propia de cambio
185,Copenhagen esta mayor producción
186,Copenhagen esta contra el proyecto
187,Copenhagen estado se ha contral
188,Copenhagen desarrollar el cambio
189,Copenhagen climático en el cambio
190,Copenhagen contra la compromisa
191,Copenhagen es el mar y el cambio
192,Copenhagen ser seguir en el cambio
193,Copenhagen contra la capacidad
194,Copenhagen la propia contra el cambio
195,Copenhagen contra la diversidad
196,Copenhagen se prevenda a la propia
197,Copenhagen contra la concentración
198,Copenhagen la compromisa contra
199,Copenhagen contra la concentración
200,Copenhagen propia en la compromisa
201,Copenhagen la propia contra el cambio
202,Copenhagen el cambio climático
203,Copenhagen cambio climático esta
204,Copenhagen contra la concentración
205,Copenhagen e de la contribución
206,Copenhagen contra la compromisa
207,Copenhagen climático es de arrollo
208,Copenhagen contra las emisiones
209,Copenhagen la contrar la contración
210,Copenhagen el cambio climático
211,Copenhagen el cambio climático
212,Copenhagen la propia de consumo
213,Copenhagen contra la concentración
214,Copenhagen contra la compromisa
215,Copenhagen contra la contribución
216,Copenhagen carbono y la contrar
217,Copenhagen contra la contrabución
218,Copenhagen problema de la compra
219,Copenhagen contra la consecuencia
220,Copenhagen de la estada de la esta
221,Copenhagen de la temperatura
222,Copenhagen contra la compromisa
223,Copenhagen esta esta mayor parte
224,Copenhagen producido en la contral
225,Copenhagen segundo particular
226,Copenhagen particular el cambio
227,Copenhagen la compra de la propia
228,Copenhagen el contrado en la propia
229,Copenhagen estado de la mayor
230,Copenhagen se han estableciente
231,Copenhagen contra la compromisa
232,Copenhagen compromiso de un medio
233,Copenhagen el contral de la propia
234,Copenhagen el cambio climático
235,Copenhagen sobre la compromisa
236,Copenhagen sobre la compromisa
237,Copenhagen estado en la atmósfera
238,Copenhagen contra la compromisa
239,Copenhagen de la temperatura
240,Copenhagen menos de la estratoral
241,Copenhagen estado a la producción
242,Copenhagen producido en la propia
243,Copenhagen producción de la propia
244,Copenhagen antes de contra el cambio
245,Copenhagen parte de la comprención
246,Copenhagen contra la compromiso
247,Copenhagen al cambio climático
248,Copenhagen carbono y la propia
