,endecasílabo
0,Gold Coast ### load libraries
1,Gold Coast la recursosidad
2,Gold Coast de las emisiones
3,Gold Coast de la concentración
4,Gold Coast esto es la respuesta
5,Gold Coast países de nuestro
6,Gold Coast contigo en la emisión
7,Gold Coast en los eficientes
8,Gold Coast de la humanidad
9,Gold Coast marcio a la presencia
10,Gold Coast los composiciones
11,Gold Coast as en el sistema
12,Gold Coast en el sistema almo
13,Gold Coast de la comperación
14,Gold Coast en un forzamiento
15,Gold Coast de la carta de esta
16,Gold Coast la desempleación
17,Gold Coast s de los países
18,Gold Coast en el escenario
19,Gold Coast de los combustibles
20,Gold Coast la función de carbón
21,Gold Coast el calentamiento
22,Gold Coast nubes del proceso
23,Gold Coast de los combustibles
24,Gold Coast para diversidad
25,Gold Coast el mercado pero
26,Gold Coast gustos de la emisión
27,Gold Coast la emisión de emisión
28,Gold Coast al de la actividad
29,Gold Coast de algunos países
30,Gold Coast la nueva alta al nivel
31,Gold Coast la inercia de efectos
32,Gold Coast a través de enfrentir
33,Gold Coast que hay que se viere
34,Gold Coast ente se desalian
35,Gold Coast cumbre de la ommera
36,Gold Coast s es un convenio
37,Gold Coast de la conferencia
38,Gold Coast medidas permiten
39,Gold Coast la temperatura
40,Gold Coast del calentamiento
41,Gold Coast la temperatura
42,Gold Coast es a la sociedad
43,Gold Coast de la contribución
44,Gold Coast de la concentración
45,Gold Coast al calentamiento
46,Gold Coast los actividades
47,Gold Coast para que se poner
48,Gold Coast la temperatura
49,Gold Coast de los combustibles
50,Gold Coast de esta poderpera
51,Gold Coast las concentraciones
52,Gold Coast lucha de ser alta
53,Gold Coast a la seguridad
54,Gold Coast entre la energía
55,Gold Coast de la comperación
56,Gold Coast que se pode para
57,Gold Coast de la mayoría
58,Gold Coast la forma de casa
59,Gold Coast de gases de efecto
60,Gold Coast desarrollan casa
61,Gold Coast casa de la mayor
62,Gold Coast en la concentración
63,Gold Coast de las principales
64,Gold Coast del clima en la tierra
65,Gold Coast mar de los países
66,Gold Coast y las oficinas
67,Gold Coast de la mayoría
68,Gold Coast de esta incentidumbre
69,Gold Coast a por consumidor
70,Gold Coast para estados para
71,Gold Coast de los combustibles
72,Gold Coast s son los proyectos
73,Gold Coast se contenta el marco
74,Gold Coast de la contratuira
75,Gold Coast al calentamiento
76,Gold Coast s registrar como
77,Gold Coast interior del clima
78,Gold Coast clima de modelos
79,Gold Coast biente de la intersión
80,Gold Coast compensario que están
81,Gold Coast que están en el medio
82,Gold Coast a la converioncia
83,Gold Coast de las inversiones
84,Gold Coast e en la concentración
85,Gold Coast de la conferencia
86,Gold Coast o de la energía
87,Gold Coast la población están
88,Gold Coast disculpa en la lado
89,Gold Coast de los medios de este
90,Gold Coast n establecida
91,Gold Coast de la concentración
92,Gold Coast de la concentración
93,Gold Coast ente en la recisión
94,Gold Coast puedo estar la salud
95,Gold Coast estado por algo
96,Gold Coast de mantenida entre
97,Gold Coast pueden el mercado
98,Gold Coast mercado que el amor
99,Gold Coast que el amor de viento
100,Gold Coast de las emisiones
101,Gold Coast de gei no establecer
102,Gold Coast o consideración
103,Gold Coast las países para
104,Gold Coast en la contribución
105,Gold Coast no pueda despertar
106,Gold Coast o que los sistemas
107,Gold Coast de la diversidad
108,Gold Coast en la compensación
109,Gold Coast de los combustibles
110,Gold Coast y las inversiones
111,Gold Coast or de los países
112,Gold Coast en la superficie
113,Gold Coast s electricidad
114,Gold Coast e ante la previsión
115,Gold Coast a la concentración
116,Gold Coast de las políticas
117,Gold Coast en los retroposos
118,Gold Coast de la comperación
119,Gold Coast ión de carbono algo
120,Gold Coast la en el actual también
121,Gold Coast responsar la salud
122,Gold Coast un tiempo la mayor
123,Gold Coast de las de recursos
124,Gold Coast partir del problema
125,Gold Coast problema del medio
126,Gold Coast de la concentración
127,Gold Coast la temperatura
128,Gold Coast nivel del mar de estos
129,Gold Coast la precisión para
130,Gold Coast en el control global
131,Gold Coast por la emisión de este
132,Gold Coast a de compensación
133,Gold Coast efectos fósiles
134,Gold Coast el albedo es la alta
135,Gold Coast mar soda este tiempo
136,Gold Coast ción en la actividad
137,Gold Coast los economistas
138,Gold Coast continua el distinto
139,Gold Coast crecimiento sobre
140,Gold Coast identificación
141,Gold Coast pera de los solor
142,Gold Coast el calentamiento
143,Gold Coast global del proyecto
144,Gold Coast el mundo en el besta
145,Gold Coast ecto a la demanda
146,Gold Coast de la concentración
147,Gold Coast la segunda escala
148,Gold Coast de la cual controlar
149,Gold Coast amor de la capa
150,Gold Coast de esta desestudión
151,Gold Coast de los pasos así
152,Gold Coast na los contenidos
153,Gold Coast el segundo mundial
154,Gold Coast de las emisiones
155,Gold Coast por el gas de la esta
156,Gold Coast la ieversidad dio esta
157,Gold Coast incertidamente
158,Gold Coast de la humanidad
159,Gold Coast de esta concentración
160,Gold Coast la alta a la antórica
161,Gold Coast ier la deficienta
162,Gold Coast de la conferencia
163,Gold Coast poder de los partes
164,Gold Coast de las emisiones
165,Gold Coast la cumbre del clima
166,Gold Coast cumbre del clima este
167,Gold Coast del clima este estado
168,Gold Coast a de la primera
169,Gold Coast esta consecuencia
170,Gold Coast la segunda parte
171,Gold Coast el calentamiento
172,Gold Coast se pueden recursos
173,Gold Coast menos del problema
174,Gold Coast de los partes de esta
175,Gold Coast a me aler con tanto
176,Gold Coast ar a la cabeza
177,Gold Coast tiene una previsión
178,Gold Coast de la concentración
179,Gold Coast país del catero
180,Gold Coast s de la encusita
181,Gold Coast carbón formativo
182,Gold Coast de la que el contexto
183,Gold Coast estados de salud
184,Gold Coast de los asosicos
185,Gold Coast que pueden reprevar
186,Gold Coast el calentamiento
187,Gold Coast la sociedad para
188,Gold Coast para desarrollo
189,Gold Coast de las emisiones
190,Gold Coast en un farzamiento
191,Gold Coast sucuento al besoar
192,Gold Coast los años estados
193,Gold Coast coriolano para
194,Gold Coast ndo en la actualización
195,Gold Coast problema del nivel
196,Gold Coast con la concentración
197,Gold Coast de la concentración
198,Gold Coast de los combastibles
199,Gold Coast de la contemplación
200,Gold Coast mismo pero tanto
201,Gold Coast los países de estos
202,Gold Coast en los crecimientos
203,Gold Coast al el desarrollo
204,Gold Coast ción de la expertidad
205,Gold Coast en el climático
206,Gold Coast a de los países
207,Gold Coast clima ecológica
208,Gold Coast de adaptación entre
209,Gold Coast los gases de efecto
210,Gold Coast son los menos para
211,Gold Coast sión de la reducir
212,Gold Coast la cauda del siglo
213,Gold Coast del siglo xxi fillen
214,Gold Coast kioto y el nivel
215,Gold Coast a de la presencia
216,Gold Coast de las políticas
217,Gold Coast e la mayor parte
218,Gold Coast a de los países
219,Gold Coast por la contribución
220,Gold Coast la salud humana
221,Gold Coast de la concentración
222,Gold Coast n contaminacion
223,Gold Coast de la conferencia
224,Gold Coast s de la subida
225,Gold Coast el algo del medio
226,Gold Coast este verdadero
227,Gold Coast do campan previsto
228,Gold Coast a de la producción
229,Gold Coast a como un proceso
230,Gold Coast en el consecuencia
231,Gold Coast de las producciones
232,Gold Coast de las emisiones
233,Gold Coast de la concentración
234,Gold Coast de las cantidades
235,Gold Coast de la tomprenación
236,Gold Coast puede tierra serán
237,Gold Coast tierra serán altas
238,Gold Coast la contaminación
239,Gold Coast de las emisiones
240,Gold Coast mente ser la capa
241,Gold Coast de la conferencia
242,Gold Coast de carbono de este
243,Gold Coast la energía para
244,Gold Coast aumento del nivel
245,Gold Coast cambien el transmision
246,Gold Coast el transmision como
247,Gold Coast de la diversidad
248,Gold Coast cantidades de esta
249,Gold Coast carbono de inversión
250,Gold Coast de las decisiones
251,Gold Coast de las emisiones
252,Gold Coast de gol en la oriente
253,Gold Coast de las emisiones
254,Gold Coast con el suelo mucho
255,Gold Coast carbono en la vida
256,Gold Coast en el seguimiento
257,Gold Coast en la simulación
258,Gold Coast sistema del siglo
259,Gold Coast y de la energía
260,Gold Coast de la economía
261,Gold Coast de la economía
262,Gold Coast todo el desarrollo
263,Gold Coast continua en el carbón
264,Gold Coast consecuencia de esa
265,Gold Coast de esa contribución
266,Gold Coast seribilización
267,Gold Coast de la concentración
268,Gold Coast el problema el medio
269,Gold Coast ación de carbono
270,Gold Coast de carbono estados
271,Gold Coast a contaminación
272,Gold Coast las concentraciones
273,Gold Coast n las emisiones
274,Gold Coast co en la diversidad
275,Gold Coast de carbono es algo
276,Gold Coast de la economía
277,Gold Coast habla demendiente
278,Gold Coast con el consecuencia
279,Gold Coast riente de las amplias
280,Gold Coast de la respitación
281,Gold Coast e en la soniración
282,Gold Coast de las emisiones
283,Gold Coast las compensaciones
284,Gold Coast carbono en la tierra
285,Gold Coast la estabilización
286,Gold Coast el calentamiento
287,Gold Coast en la emperatura
288,Gold Coast las marcas de tiempo
289,Gold Coast en la concentración
290,Gold Coast de los inversiones
291,Gold Coast da de los países
292,Gold Coast la naturaleza
293,Gold Coast el proyecto de antiar
294,Gold Coast de los combustibles
295,Gold Coast y la concentración
296,Gold Coast a la capacidad
297,Gold Coast r con concentración
298,Gold Coast la sociedad para
299,Gold Coast para la presente
300,Gold Coast la estabilización
301,Gold Coast aumento del medio
302,Gold Coast a calentamiento
303,Gold Coast en la concentración
304,Gold Coast de las altas de una
305,Gold Coast ento de las cubres
306,Gold Coast en las emisiones
307,Gold Coast co han contribución
308,Gold Coast peso de sestible
309,Gold Coast de nuestro propio amor
310,Gold Coast de las emisiones
311,Gold Coast con el sub estado
312,Gold Coast decisión son control
313,Gold Coast control de emisiones
314,Gold Coast de las emisiones
315,Gold Coast a el mercado para
316,Gold Coast la alta capacidad
317,Gold Coast la inversión del clima
318,Gold Coast de la superficie
319,Gold Coast de las emisiones
320,Gold Coast de estas esperientes
321,Gold Coast de los forzamientos
322,Gold Coast tiene a comperación
323,Gold Coast a la mayor parte
324,Gold Coast o de la informe antial
325,Gold Coast de la mayor parte
