,verse,terminacion
0,Saint-Louis del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Saint-Louis aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Saint-Louis países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
3,Saint-Louis los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
4,Saint-Louis partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
5,Saint-Louis de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Saint-Louis para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
7,Saint-Louis contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Saint-Louis las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Saint-Louis de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Saint-Louis de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Saint-Louis sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Saint-Louis a el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
13,Saint-Louis un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
14,Saint-Louis ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
15,Saint-Louis el consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
16,Saint-Louis el calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Saint-Louis contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Saint-Louis guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
19,Saint-Louis a la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
