,verse,terminacion
0,Hong Kong proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Hong Kong en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Hong Kong de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Hong Kong ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Hong Kong los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Hong Kong los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Hong Kong la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Hong Kong as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Hong Kong nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Hong Kong márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Hong Kong es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Hong Kong de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Hong Kong consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Hong Kong de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Hong Kong calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Hong Kong las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Hong Kong la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Hong Kong la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Hong Kong te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Hong Kong de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Hong Kong ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Hong Kong es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Hong Kong de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Hong Kong es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Hong Kong compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Hong Kong carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Hong Kong e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Hong Kong en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Hong Kong re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Hong Kong el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Hong Kong considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Hong Kong lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Hong Kong el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Hong Kong de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Hong Kong en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,Hong Kong de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,Hong Kong los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,Hong Kong los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,Hong Kong calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,Hong Kong e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,Hong Kong permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,Hong Kong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Hong Kong contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,Hong Kong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,Hong Kong los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,Hong Kong io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Hong Kong timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Hong Kong general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Hong Kong se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
