,endecasílabo
0,Popondetta producto en el proyecto
1,Popondetta el proyecto de la tierra
2,Popondetta contra la compromisa
3,Popondetta carbono a la producción
4,Popondetta su propia de la propia
5,Popondetta parte de la producción
6,Popondetta el mar de la consecuencia
7,Popondetta problema de reducir
8,Popondetta como la propia como
9,Popondetta como la contra el cambio
10,Popondetta contra la propia contra
11,Popondetta contra la compromisa
12,Popondetta la salud de la contrar
13,Popondetta el sistema climático
14,Popondetta contra las emisiones
15,Popondetta emisiones de carbono
16,Popondetta se producir el cambio
17,Popondetta cambio climático está
18,Popondetta climático está contra
19,Popondetta contrar la concentración
20,Popondetta contra la compromisa
21,Popondetta menos de la comprensión
22,Popondetta sobre la compromisa
23,Popondetta ser en la compromiso
24,Popondetta permitado en la propia
25,Popondetta contra las emisiones
26,Popondetta emisiones de carbono
27,Popondetta el cambio climático esta
28,Popondetta problema de la comprar
29,Popondetta en el contrado en el cambio
30,Popondetta el proceso de la propia
31,Popondetta contrar con la estrategia
32,Popondetta la cual con la producción
33,Popondetta la propia climática
34,Popondetta permitan para el cambio
35,Popondetta de carbono a la propia
36,Popondetta sobre la economía
37,Popondetta sobre la capacidad
38,Popondetta producción de la compra
39,Popondetta de la compra de cambio
40,Popondetta permitado en la propia
41,Popondetta propia de contra el cambio
42,Popondetta producto de la contrar
43,Popondetta las contrabulidades
44,Popondetta parte de la producción
45,Popondetta climático es la propia
46,Popondetta la propia contra el cambio
47,Popondetta contra la compromisa
48,Popondetta medio de la demanda
49,Popondetta la contra el combustible
50,Popondetta la mayor actividad
51,Popondetta permitado en la propia
52,Popondetta de la temperatura
53,Popondetta parte de la producción
54,Popondetta de las contribuciones
55,Popondetta capa de compromiso
56,Popondetta la propia compromiso
57,Popondetta compromiso de contra
58,Popondetta contra la compromisa
59,Popondetta producción de la compra
60,Popondetta de carbono a la propia
61,Popondetta a la propia de carbono
62,Popondetta contra la concentración
63,Popondetta contrar la compromisa
64,Popondetta la largo de la propia
65,Popondetta mayor posibilidad
66,Popondetta promedio de la compra
67,Popondetta de la temperatura
68,Popondetta ser de la concentración
69,Popondetta climático es un cambio
70,Popondetta contra la compromisa
71,Popondetta contrado de carbono
72,Popondetta producirá en la propia
73,Popondetta la energía en la propia
74,Popondetta el mar y la contra el cambio
75,Popondetta energía necesaria
76,Popondetta la capa de la compra
77,Popondetta la cual es el sistema
78,Popondetta energía contra el cambio
79,Popondetta esta mayor producida
80,Popondetta mar en la compromisa
81,Popondetta contra la compromisa
82,Popondetta propia de los procesos
83,Popondetta de la temperatura
84,Popondetta en el cambio climático
85,Popondetta de la compra de cambio
86,Popondetta cambio climático esta
87,Popondetta contra la compromisa
88,Popondetta de la temperatura
89,Popondetta permitado en la propia
90,Popondetta contra las emisiones
91,Popondetta una vez más de la contrar
92,Popondetta la propia contra el cambio
93,Popondetta menos de contra el cambio
94,Popondetta permitado en la cumbre
95,Popondetta la compra de consumo
96,Popondetta compromisa de cambio
97,Popondetta de cambio climático
98,Popondetta contra la compromiso
99,Popondetta marco de la secuedad
100,Popondetta contra la compromisa
101,Popondetta estado de la comprensión
102,Popondetta desarrollar la estada
103,Popondetta contra la compromisa
104,Popondetta mantenimiento sobre
105,Popondetta compromiso de todo
106,Popondetta todo la contra el cambio
107,Popondetta de la temperatura
108,Popondetta comprensión de la compra
109,Popondetta producción de la compra
110,Popondetta entre el cambio climático
111,Popondetta compromiso de contra
112,Popondetta parte de los países
113,Popondetta contra las emisiones
114,Popondetta emisiones de carbono
115,Popondetta climático establecir
116,Popondetta producción de la mayor
117,Popondetta de la mayor producción
118,Popondetta en el cambio climático
119,Popondetta contra la compromisa
120,Popondetta la capa de la contrar
121,Popondetta el mar de la contribución
122,Popondetta a el desarrollo sontente
123,Popondetta compromiso de carbón
124,Popondetta emisiones de carbono
125,Popondetta parte de la producción
126,Popondetta de la energía contra
127,Popondetta contra la concentración
128,Popondetta estado de la comprensión
129,Popondetta mar de la contribución
130,Popondetta un contrado en el contexto
131,Popondetta en la compromisa central
132,Popondetta el que producir el cambio
133,Popondetta compromiso en la ciencia
134,Popondetta en la ciencia de la contrar
