,endecasílabo
0,Manakara producto en el proyecto
1,Manakara el proyecto de la tierra
2,Manakara contra la compromisa
3,Manakara carbono a la producción
4,Manakara su propia de la propia
5,Manakara parte de la producción
6,Manakara el mar de la consecuencia
7,Manakara problema de reducir
8,Manakara como la propia como
9,Manakara como la contra el cambio
10,Manakara contra la propia contra
11,Manakara contra la compromisa
12,Manakara la salud de la contrar
13,Manakara el sistema climático
14,Manakara contra las emisiones
15,Manakara emisiones de carbono
16,Manakara se producir el cambio
17,Manakara cambio climático está
18,Manakara climático está contra
19,Manakara contrar la concentración
20,Manakara contra la compromisa
21,Manakara menos de la comprensión
22,Manakara sobre la compromisa
23,Manakara ser en la compromiso
24,Manakara permitado en la propia
25,Manakara contra las emisiones
26,Manakara emisiones de carbono
27,Manakara el cambio climático esta
28,Manakara problema de la comprar
29,Manakara en el contrado en el cambio
30,Manakara el proceso de la propia
31,Manakara contrar con la estrategia
32,Manakara la cual con la producción
33,Manakara la propia climática
34,Manakara permitan para el cambio
35,Manakara de carbono a la propia
36,Manakara sobre la economía
37,Manakara sobre la capacidad
38,Manakara producción de la compra
39,Manakara de la compra de cambio
40,Manakara permitado en la propia
41,Manakara propia de contra el cambio
42,Manakara producto de la contrar
43,Manakara las contrabulidades
44,Manakara parte de la producción
45,Manakara climático es la propia
46,Manakara la propia contra el cambio
47,Manakara contra la compromisa
48,Manakara medio de la demanda
49,Manakara la contra el combustible
50,Manakara la mayor actividad
51,Manakara permitado en la propia
52,Manakara de la temperatura
53,Manakara parte de la producción
54,Manakara de las contribuciones
55,Manakara capa de compromiso
56,Manakara la propia compromiso
57,Manakara compromiso de contra
58,Manakara contra la compromisa
59,Manakara producción de la compra
60,Manakara de carbono a la propia
61,Manakara a la propia de carbono
62,Manakara contra la concentración
63,Manakara contrar la compromisa
64,Manakara la largo de la propia
65,Manakara mayor posibilidad
66,Manakara promedio de la compra
67,Manakara de la temperatura
68,Manakara ser de la concentración
69,Manakara climático es un cambio
70,Manakara contra la compromisa
71,Manakara contrado de carbono
72,Manakara producirá en la propia
73,Manakara la energía en la propia
74,Manakara el mar y la contra el cambio
75,Manakara energía necesaria
76,Manakara la capa de la compra
77,Manakara la cual es el sistema
78,Manakara energía contra el cambio
79,Manakara esta mayor producida
80,Manakara mar en la compromisa
81,Manakara contra la compromisa
82,Manakara propia de los procesos
83,Manakara de la temperatura
84,Manakara en el cambio climático
85,Manakara de la compra de cambio
86,Manakara cambio climático esta
87,Manakara contra la compromisa
88,Manakara de la temperatura
89,Manakara permitado en la propia
90,Manakara contra las emisiones
91,Manakara una vez más de la contrar
92,Manakara la propia contra el cambio
93,Manakara menos de contra el cambio
94,Manakara permitado en la cumbre
95,Manakara la compra de consumo
96,Manakara compromisa de cambio
97,Manakara de cambio climático
98,Manakara contra la compromiso
99,Manakara marco de la secuedad
100,Manakara contra la compromisa
101,Manakara estado de la comprensión
102,Manakara desarrollar la estada
103,Manakara contra la compromisa
104,Manakara mantenimiento sobre
105,Manakara compromiso de todo
106,Manakara todo la contra el cambio
107,Manakara de la temperatura
108,Manakara comprensión de la compra
109,Manakara producción de la compra
110,Manakara entre el cambio climático
111,Manakara compromiso de contra
112,Manakara parte de los países
113,Manakara contra las emisiones
114,Manakara emisiones de carbono
115,Manakara climático establecir
116,Manakara producción de la mayor
117,Manakara de la mayor producción
118,Manakara en el cambio climático
119,Manakara contra la compromisa
120,Manakara la capa de la contrar
121,Manakara el mar de la contribución
122,Manakara a el desarrollo sontente
123,Manakara compromiso de carbón
124,Manakara emisiones de carbono
125,Manakara parte de la producción
126,Manakara de la energía contra
