,endecasílabo
0,Bendigo permitado en la atmósfera
1,Bendigo en el proyecto de la tierra
2,Bendigo de carbono a la producción
3,Bendigo problema de compromiso
4,Bendigo modelos de compromiso
5,Bendigo contribución de la propia
6,Bendigo entre el mar de la concentración
7,Bendigo carbono en la concentración
8,Bendigo menos de la consecuencia
9,Bendigo parte de la concentración
10,Bendigo parte de la concentración
11,Bendigo mundial de la concentración
12,Bendigo contribución de la compra
13,Bendigo mayor parte de la salud
14,Bendigo marca de la concentración
15,Bendigo mayor en la compromisa
16,Bendigo climático como el cambio
17,Bendigo como el cambio climático
18,Bendigo producto en la compromisa
19,Bendigo el petróleo y la propia
20,Bendigo marco de la concentración
21,Bendigo climático en la atmósfera
22,Bendigo está contra la compromica
23,Bendigo marca de la concentración
24,Bendigo parte de la contra el cambio
25,Bendigo política en la producción
26,Bendigo climática y el cambio
27,Bendigo carbono en la compromisa
28,Bendigo propia de la concentración
29,Bendigo contra el cambio climático
30,Bendigo contra el cambio climático
31,Bendigo el cambio climático sobre
32,Bendigo menos de la compromisa
33,Bendigo la compra de compromiso
34,Bendigo marco de la concentración
35,Bendigo la comprar en la producción
36,Bendigo por el contral de la propia
37,Bendigo el contral de la propia contra
38,Bendigo en el proceso de la propia
39,Bendigo la contrar con la estrategia
40,Bendigo permitado de la propia
41,Bendigo de la propia climática
42,Bendigo para el cambio climático
43,Bendigo contra el cambio climático
44,Bendigo el cambio climático sobre
45,Bendigo la producción de la compra
46,Bendigo permitado de la compra
47,Bendigo parte de la compromisa
48,Bendigo emisiones de contra el cambio
49,Bendigo la propia de contra el cambio
50,Bendigo producirá a la energía
51,Bendigo el proyecto de la actualidad
52,Bendigo permitado de la propia
53,Bendigo de la propia contra el cambio
54,Bendigo menos de la concentración
55,Bendigo permitado por la propia
56,Bendigo el contrado en la compromisa
57,Bendigo parte de la compromisa
58,Bendigo en la propia de la comprensión
59,Bendigo contra el cambio climático
60,Bendigo contra el cambio climático
61,Bendigo menos precipitaciones
