,endecasílabo
0,Dunedin permitado en la atmósfera
1,Dunedin esta mayor política
2,Dunedin de carbono a la producción
3,Dunedin problema de compromiso
4,Dunedin modelos de compromiso
5,Dunedin esta mayor producida
6,Dunedin contribución de la propia
7,Dunedin carbono en la concentración
8,Dunedin menos de la consecuencia
9,Dunedin parte de la concentración
10,Dunedin parte de la concentración
11,Dunedin mundial de la concentración
12,Dunedin contribución de la compra
13,Dunedin el problema de reducir
14,Dunedin mayor parte de la salud
15,Dunedin estado como la propia
16,Dunedin marca de la concentración
17,Dunedin mayor en la compromisa
18,Dunedin climático como el cambio
19,Dunedin como el cambio climático
20,Dunedin producto en la compromisa
21,Dunedin en la salud de la contrar
22,Dunedin marco de la concentración
23,Dunedin climático en la atmósfera
24,Dunedin el cambio climático está
25,Dunedin esta esta mayor producción
26,Dunedin marca de la concentración
27,Dunedin parte de la contra el cambio
28,Dunedin política en la producción
29,Dunedin climática y el cambio
30,Dunedin al menos de la comprensión
31,Dunedin carbono en la compromisa
32,Dunedin propia de la concentración
33,Dunedin contra el cambio climático
34,Dunedin el cambio climático esta
35,Dunedin estado en la concentración
36,Dunedin contra el cambio climático
37,Dunedin menos de la compromisa
38,Dunedin la compra de compromiso
39,Dunedin marco de la concentración
40,Dunedin la comprar en la producción
41,Dunedin por el contral de la propia
42,Dunedin la contrar con la estrategia
43,Dunedin permitado de la propia
44,Dunedin de la propia climática
45,Dunedin para el cambio climático
46,Dunedin contra el cambio climático
47,Dunedin estado en la consecuencia
48,Dunedin la producción de la compra
49,Dunedin permitado de la compra
50,Dunedin parte de la compromisa
51,Dunedin estado su proporciona
52,Dunedin la propia de contra el cambio
53,Dunedin producirá a la energía
54,Dunedin en las contrabulidades
55,Dunedin permitado de la propia
56,Dunedin de la propia contra el cambio
57,Dunedin menos de la concentración
58,Dunedin permitado por la propia
59,Dunedin a la contra el combustible
60,Dunedin parte de la compromisa
61,Dunedin e la mayor actividad
62,Dunedin contra el cambio climático
63,Dunedin contra el cambio climático
64,Dunedin menos precipitaciones
65,Dunedin permita de la producción
66,Dunedin la capa de compromiso
67,Dunedin en la propia compromiso
68,Dunedin de contra la compromisa
69,Dunedin estado sobre la propia
70,Dunedin menos de la compromisa
71,Dunedin por el mar en la producción
72,Dunedin permita en la compromisa
73,Dunedin la producción de la compra
74,Dunedin contra el cambio climático
75,Dunedin permitado de la estado
76,Dunedin producido a la energía
77,Dunedin parte de la contra el cambio
78,Dunedin de contra la compromisa
79,Dunedin la contrar la compromisa
80,Dunedin comprensión de la producción
81,Dunedin propia con la compromisa
82,Dunedin permita en la compromisa
83,Dunedin por el cambio climático
84,Dunedin problema de la producción
85,Dunedin estado en la concentración
86,Dunedin parte de la compromisa
87,Dunedin la propia de la comprensión
88,Dunedin permitado en la producción
89,Dunedin seguir en la contribución
90,Dunedin la estada de compromiso
91,Dunedin parte de la concentración
92,Dunedin la propia como el problema
93,Dunedin problema con la atmósfera
94,Dunedin el contrado de carbono
95,Dunedin carbono que la comprensión
96,Dunedin la compromisa de deces
97,Dunedin deces con la compromisa
98,Dunedin se producirá en la propia
99,Dunedin esta mayor contra el cambio
100,Dunedin manor en la compromisa
101,Dunedin estado en la compromisa
102,Dunedin el mar y la contra el cambio
103,Dunedin modelo de la producción
104,Dunedin la energía necesaria
105,Dunedin los combustibles fósiles
106,Dunedin la propia como el estado
107,Dunedin a la capa de la compra
108,Dunedin compromiso de carbono
109,Dunedin carbono y el problema
110,Dunedin la energía contra el cambio
111,Dunedin contribución de la compra
112,Dunedin se esta mayor producida
113,Dunedin compromiso de la capa
114,Dunedin producto a las emisiones
115,Dunedin la propia de los procesos
116,Dunedin estado en la concentración
117,Dunedin segundo de la producción
118,Dunedin la comprensión de la propia
119,Dunedin permitado en la comprensión
120,Dunedin en el cambio climático
121,Dunedin el cambio climático esta
122,Dunedin parte de la concentración
123,Dunedin parte de la compromisa
124,Dunedin climático en la producción
125,Dunedin parte de la compromisa
126,Dunedin la producción de la compra
127,Dunedin la compra de la producción
128,Dunedin menos de la compromisa
129,Dunedin una vez más de la contrar
130,Dunedin marco de la concentración
131,Dunedin menos en la concentración
132,Dunedin ser estado a la producción
133,Dunedin contra el cambio climático
134,Dunedin los procesos de carbono
135,Dunedin seguridad establecir
136,Dunedin parte de la contribución
137,Dunedin parte de la compromisa
