,verse,terminacion
0,McMurdo Station proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,McMurdo Station en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,McMurdo Station de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,McMurdo Station ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,McMurdo Station los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,McMurdo Station los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,McMurdo Station la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,McMurdo Station as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,McMurdo Station nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,McMurdo Station márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,McMurdo Station es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,McMurdo Station de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,McMurdo Station consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,McMurdo Station de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,McMurdo Station calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,McMurdo Station las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,McMurdo Station la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,McMurdo Station la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,McMurdo Station te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,McMurdo Station de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,McMurdo Station ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,McMurdo Station es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,McMurdo Station de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,McMurdo Station es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,McMurdo Station compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,McMurdo Station carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,McMurdo Station e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,McMurdo Station en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,McMurdo Station re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,McMurdo Station el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,McMurdo Station considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,McMurdo Station lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,McMurdo Station el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,McMurdo Station de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,McMurdo Station en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
35,McMurdo Station de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
36,McMurdo Station los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
37,McMurdo Station los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
38,McMurdo Station calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
39,McMurdo Station e medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
40,McMurdo Station permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
41,McMurdo Station de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,McMurdo Station contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
43,McMurdo Station de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
44,McMurdo Station los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
45,McMurdo Station io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,McMurdo Station timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,McMurdo Station general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,McMurdo Station se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,McMurdo Station umbre al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
50,McMurdo Station ado de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
51,McMurdo Station en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
52,McMurdo Station de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,McMurdo Station s de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
54,McMurdo Station n las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
55,McMurdo Station la lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
56,McMurdo Station el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
57,McMurdo Station ente a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
58,McMurdo Station de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,McMurdo Station ición de su procisa,"[<'pro':ccV>, <'ci':cv>, <'sa':sV>]"
60,McMurdo Station por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
61,McMurdo Station e que se pode para,"[<'pa':cV>, <'ra':cV>]"
62,McMurdo Station a un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
63,McMurdo Station de la forma de casa,"[<'ca':cV>, <'sa':sV>]"
64,McMurdo Station consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
65,McMurdo Station de emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
66,McMurdo Station se desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
67,McMurdo Station e a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
68,McMurdo Station para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
69,McMurdo Station del mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
70,McMurdo Station consideración para,"[<'pa':cV>, <'ra':cV>]"
71,McMurdo Station inda de las palieras,"[<'pa':cV>, <'lie':cvV>, <'ras':cVs>]"
72,McMurdo Station cuentia de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
73,McMurdo Station podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
74,McMurdo Station a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
75,McMurdo Station las oficinas para,"[<'pa':cV>, <'ra':cV>]"
76,McMurdo Station bien en el correcionar,"[<'co':cV>, <'rre':ccV>, <'cio':cvV>, <'nar':cVc>]"
77,McMurdo Station de los comparaciones,"[<'com':cVc>, <'pa':cV>, <'ra':cV>, <'cio':cvV>, <'nes':cVs>]"
78,McMurdo Station comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
79,McMurdo Station por consumidor para,"[<'pa':cV>, <'ra':cV>]"
80,McMurdo Station siglo xx que los partes,"[<'par':cVc>, <'tes':cVs>]"
81,McMurdo Station los combustibles fueron,"[<'fue':cvV>, <'ron':cVc>]"
82,McMurdo Station entarión de las pautas,"[<'pau':cVv>, <'tas':cVs>]"
83,McMurdo Station las pautas de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
84,McMurdo Station energéticos entre,"[<'en':Vc>, <'tre':ccV>]"
85,McMurdo Station puede ser concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
86,McMurdo Station concentración del caso,"[<'ca':cV>, <'so':sV>]"
87,McMurdo Station se se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
88,McMurdo Station así como un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
89,McMurdo Station s de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
90,McMurdo Station consecuencia del clima,"[<'cli':ccv>, <'ma':cV>]"
91,McMurdo Station del clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
92,McMurdo Station aumento del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
93,McMurdo Station primer calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
