,endecasílabo
0,Wollongong producto en el proyecto
1,Wollongong contra la compromisa
2,Wollongong carbono a la producción
3,Wollongong en el temperatura
4,Wollongong su propia de la propia
5,Wollongong el mar se desarrolla
6,Wollongong parte de la producción
7,Wollongong alto de la comprensión
8,Wollongong problema de reducir
9,Wollongong estado a los procesos
10,Wollongong como la propia como
11,Wollongong como la contra el cambio
12,Wollongong contra la propia contra
13,Wollongong el cambio climático
14,Wollongong el cambio climático
15,Wollongong contra la compromisa
16,Wollongong la salud de la contrar
17,Wollongong contra las emisiones
18,Wollongong se producir el cambio
19,Wollongong el cambio climático
20,Wollongong cambio climático está
21,Wollongong climático está contra
22,Wollongong contrar la concentración
23,Wollongong contra la compromisa
24,Wollongong menos de la comprensión
25,Wollongong sobre la compromisa
26,Wollongong ser en la compromiso
27,Wollongong permitado en la propia
28,Wollongong contra las emisiones
29,Wollongong estado contra el cambio
30,Wollongong el cambio climático
31,Wollongong problema de la comprar
32,Wollongong el contral de la propia
33,Wollongong estado en el proceso
34,Wollongong contrar con la estrategia
35,Wollongong la cual con la producción
36,Wollongong la propia climática
37,Wollongong estado en la comprensión
38,Wollongong permitan para el cambio
39,Wollongong de carbono a la propia
40,Wollongong el cambio climático
41,Wollongong sobre la economía
42,Wollongong sobre la capacidad
43,Wollongong producción de la compra
44,Wollongong de la compra de cambio
45,Wollongong permitado en la propia
46,Wollongong propia de contra el cambio
47,Wollongong producto de la contrar
48,Wollongong las contrabulidades
49,Wollongong es de la concentración
50,Wollongong parte de la producción
51,Wollongong climático es la propia
52,Wollongong la propia contra el cambio
53,Wollongong en el temperatura
54,Wollongong estado se producir
55,Wollongong el contrado en la propia
56,Wollongong contra la compromisa
57,Wollongong medio de la demanda
58,Wollongong la contra el combustible
59,Wollongong es proceso de cambio
60,Wollongong la mayor actividad
61,Wollongong permitado en la propia
62,Wollongong a la temperatura
63,Wollongong de la temperatura
64,Wollongong parte de la producción
65,Wollongong de las contribuciones
66,Wollongong capa de compromiso
67,Wollongong la propia compromiso
68,Wollongong compromiso de contra
69,Wollongong contra la compromisa
70,Wollongong el mar en la producción
71,Wollongong producción de la compra
72,Wollongong de carbono a la propia
73,Wollongong contra la concentración
74,Wollongong contrar la compromisa
75,Wollongong la largo de la propia
76,Wollongong mayor posibilidad
77,Wollongong el cambio climático
78,Wollongong e de la compromisa
79,Wollongong estado a la producción
80,Wollongong promedio de la compra
81,Wollongong de la temperatura
82,Wollongong ser de la concentración
83,Wollongong climático es un cambio
84,Wollongong contra la compromisa
85,Wollongong contrado de carbono
86,Wollongong esta mayor producción
87,Wollongong producirá en la propia
88,Wollongong la energía en la propia
89,Wollongong e el cambio climático
90,Wollongong la capa de la compra
91,Wollongong la cual es el sistema
92,Wollongong mar en la compromisa
93,Wollongong contra la compromisa
94,Wollongong el mar de contra el cambio
95,Wollongong propia de los procesos
96,Wollongong esta mayor producción
97,Wollongong esta contra el contexto
98,Wollongong de la temperatura
99,Wollongong estados a la propia
100,Wollongong de la compra de cambio
101,Wollongong el cambio climático
102,Wollongong cambio climático esta
103,Wollongong contra la compromisa
104,Wollongong de la temperatura
105,Wollongong estado en el proceso
106,Wollongong permitado en la propia
107,Wollongong contra las emisiones
108,Wollongong estado a la producción
109,Wollongong la propia contra el cambio
110,Wollongong estado en la producción
111,Wollongong menos de contra el cambio
112,Wollongong permitado en la cumbre
113,Wollongong la compra de consumo
114,Wollongong compromisa de cambio
115,Wollongong de cambio climático
116,Wollongong el cambio climático
117,Wollongong contra la compromiso
118,Wollongong marco de la secuedad
119,Wollongong contra la compromisa
120,Wollongong esta posibilidad
121,Wollongong desarrollar la estada
122,Wollongong contra la compromisa
123,Wollongong esta mayor el cambio
124,Wollongong mantenimiento sobre
125,Wollongong compromiso de todo
126,Wollongong todo la contra el cambio
127,Wollongong de la temperatura
128,Wollongong comprensión de la compra
129,Wollongong producción de la compra
130,Wollongong a por la concentración
131,Wollongong estado de la propia
132,Wollongong estado sin embargo
133,Wollongong embargo se producir
134,Wollongong compromiso de contra
135,Wollongong parte de los países
