,verse,terminacion
0,Wollongong proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Wollongong en la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Wollongong de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Wollongong ural de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
4,Wollongong los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
5,Wollongong los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Wollongong la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
7,Wollongong as en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
8,Wollongong nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
9,Wollongong márido de la carta,"[<'car':cVc>, <'ta':cV>]"
10,Wollongong es un siglo xx estos,"[<'es':Vs>, <'tos':cVs>]"
11,Wollongong de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
12,Wollongong consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
13,Wollongong de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
14,Wollongong calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
15,Wollongong las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Wollongong la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
17,Wollongong la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
18,Wollongong te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
19,Wollongong de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
20,Wollongong ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
21,Wollongong es el mercado pero,"[<'pe':cV>, <'ro':cV>]"
22,Wollongong de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
23,Wollongong es de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
24,Wollongong compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
25,Wollongong carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
26,Wollongong e la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
27,Wollongong en la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
28,Wollongong re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Wollongong el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
30,Wollongong considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
31,Wollongong lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Wollongong el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
33,Wollongong de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
