,endecasílabo
0,Candelaria producto en el proyecto
1,Candelaria el proyecto de la tierra
2,Candelaria contra la compromisa
3,Candelaria carbono a la producción
4,Candelaria su propia de la propia
5,Candelaria parte de la producción
6,Candelaria el mar de la consecuencia
7,Candelaria problema de reducir
8,Candelaria como la propia como
9,Candelaria como la contra el cambio
10,Candelaria contra la propia contra
11,Candelaria contra la compromisa
12,Candelaria la salud de la contrar
13,Candelaria el sistema climático
14,Candelaria contra las emisiones
15,Candelaria emisiones de carbono
16,Candelaria se producir el cambio
17,Candelaria cambio climático está
18,Candelaria climático está contra
19,Candelaria contrar la concentración
20,Candelaria contra la compromisa
21,Candelaria menos de la comprensión
22,Candelaria sobre la compromisa
23,Candelaria ser en la compromiso
24,Candelaria permitado en la propia
25,Candelaria contra las emisiones
26,Candelaria emisiones de carbono
27,Candelaria el cambio climático esta
28,Candelaria problema de la comprar
29,Candelaria en el contrado en el cambio
30,Candelaria el proceso de la propia
31,Candelaria contrar con la estrategia
32,Candelaria la cual con la producción
33,Candelaria la propia climática
34,Candelaria permitan para el cambio
35,Candelaria de carbono a la propia
36,Candelaria sobre la economía
37,Candelaria sobre la capacidad
38,Candelaria producción de la compra
39,Candelaria de la compra de cambio
40,Candelaria permitado en la propia
41,Candelaria propia de contra el cambio
42,Candelaria producto de la contrar
43,Candelaria las contrabulidades
44,Candelaria parte de la producción
45,Candelaria climático es la propia
46,Candelaria la propia contra el cambio
47,Candelaria contra la compromisa
48,Candelaria medio de la demanda
49,Candelaria la contra el combustible
50,Candelaria la mayor actividad
51,Candelaria permitado en la propia
52,Candelaria de la temperatura
53,Candelaria parte de la producción
54,Candelaria de las contribuciones
55,Candelaria capa de compromiso
56,Candelaria la propia compromiso
57,Candelaria compromiso de contra
58,Candelaria contra la compromisa
59,Candelaria producción de la compra
60,Candelaria de carbono a la propia
61,Candelaria a la propia de carbono
62,Candelaria contra la concentración
63,Candelaria contrar la compromisa
64,Candelaria la largo de la propia
65,Candelaria mayor posibilidad
66,Candelaria promedio de la compra
