,verse,terminacion
0,Adelaide Hills ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Adelaide Hills la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Adelaide Hills de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Adelaide Hills de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Adelaide Hills esto es la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
5,Adelaide Hills países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Adelaide Hills contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Adelaide Hills en los eficientes,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'tes':cVs>]"
8,Adelaide Hills de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Adelaide Hills marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Adelaide Hills los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Adelaide Hills as en el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
12,Adelaide Hills en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
13,Adelaide Hills de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
14,Adelaide Hills en un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
15,Adelaide Hills de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
16,Adelaide Hills la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
17,Adelaide Hills s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
18,Adelaide Hills en el escenario,"[<'es':Vs>, <'ce':cV>, <'na':cV>, <'rio':cvV>]"
19,Adelaide Hills de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
20,Adelaide Hills la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
21,Adelaide Hills el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
22,Adelaide Hills nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
23,Adelaide Hills de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
24,Adelaide Hills para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
25,Adelaide Hills el mercado pero,"[<'pe':cV>, <'ro':cV>]"
26,Adelaide Hills gustos de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
27,Adelaide Hills la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
28,Adelaide Hills al de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
29,Adelaide Hills de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
30,Adelaide Hills la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
31,Adelaide Hills la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
32,Adelaide Hills a través de enfrentir,"[<'en':Vc>, <'fren':ccVc>, <'tir':cvc>]"
33,Adelaide Hills que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
34,Adelaide Hills ente se desalian,"[<'de':cV>, <'sa':sV>, <'lian':cvVc>]"
