,endecasílabo
0,Bundaberg producto en el proyecto
1,Bundaberg contra la compromisa
2,Bundaberg carbono a la producción
3,Bundaberg en el temperatura
4,Bundaberg su propia de la propia
5,Bundaberg el mar se desarrolla
6,Bundaberg parte de la producción
7,Bundaberg alto de la comprensión
8,Bundaberg problema de reducir
9,Bundaberg estado a los procesos
10,Bundaberg como la propia como
11,Bundaberg como la contra el cambio
12,Bundaberg contra la propia contra
13,Bundaberg el cambio climático
14,Bundaberg el cambio climático
15,Bundaberg contra la compromisa
16,Bundaberg la salud de la contrar
17,Bundaberg contra las emisiones
18,Bundaberg se producir el cambio
19,Bundaberg el cambio climático
20,Bundaberg cambio climático está
21,Bundaberg climático está contra
22,Bundaberg contrar la concentración
23,Bundaberg contra la compromisa
24,Bundaberg menos de la comprensión
25,Bundaberg sobre la compromisa
26,Bundaberg ser en la compromiso
27,Bundaberg permitado en la propia
28,Bundaberg contra las emisiones
29,Bundaberg estado contra el cambio
30,Bundaberg el cambio climático
31,Bundaberg problema de la comprar
32,Bundaberg el contral de la propia
33,Bundaberg estado en el proceso
34,Bundaberg contrar con la estrategia
35,Bundaberg la cual con la producción
36,Bundaberg la propia climática
37,Bundaberg estado en la comprensión
38,Bundaberg permitan para el cambio
39,Bundaberg de carbono a la propia
40,Bundaberg el cambio climático
41,Bundaberg sobre la economía
42,Bundaberg sobre la capacidad
43,Bundaberg producción de la compra
44,Bundaberg de la compra de cambio
45,Bundaberg permitado en la propia
46,Bundaberg propia de contra el cambio
47,Bundaberg producto de la contrar
48,Bundaberg las contrabulidades
49,Bundaberg es de la concentración
50,Bundaberg parte de la producción
51,Bundaberg climático es la propia
52,Bundaberg la propia contra el cambio
53,Bundaberg en el temperatura
54,Bundaberg estado se producir
55,Bundaberg el contrado en la propia
56,Bundaberg contra la compromisa
57,Bundaberg medio de la demanda
58,Bundaberg la contra el combustible
59,Bundaberg es proceso de cambio
60,Bundaberg la mayor actividad
61,Bundaberg permitado en la propia
62,Bundaberg a la temperatura
63,Bundaberg de la temperatura
64,Bundaberg parte de la producción
65,Bundaberg de las contribuciones
66,Bundaberg capa de compromiso
67,Bundaberg la propia compromiso
68,Bundaberg compromiso de contra
69,Bundaberg contra la compromisa
70,Bundaberg el mar en la producción
71,Bundaberg producción de la compra
72,Bundaberg de carbono a la propia
73,Bundaberg contra la concentración
74,Bundaberg contrar la compromisa
75,Bundaberg la largo de la propia
76,Bundaberg mayor posibilidad
77,Bundaberg el cambio climático
78,Bundaberg e de la compromisa
79,Bundaberg estado a la producción
