,verse,terminacion
0,Harbin ir aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
1,Harbin los países o la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
2,Harbin si debería la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
3,Harbin los países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
4,Harbin nuestro parte de las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
5,Harbin en los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
6,Harbin con partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
7,Harbin dicional de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
8,Harbin e las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Harbin la temperatura en los palas,"[<'pa':cV>, <'las':cVs>]"
10,Harbin composiciones de la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
11,Harbin en un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
12,Harbin márido de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,Harbin la temperatura es un siglo,"[<'si':sv>, <'glo':ccV>]"
14,Harbin conterir la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,Harbin la contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Harbin la base de la mayor parte,"[<'par':cVc>, <'te':cV>]"
17,Harbin de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
18,Harbin su mara de la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
19,Harbin gustos de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
20,Harbin los países de los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
21,Harbin de los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
22,Harbin el especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
23,Harbin también en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
24,Harbin los correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
25,Harbin gue para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
26,Harbin consecuencia y los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
27,Harbin ricado de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
28,Harbin de la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
29,Harbin de la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
30,Harbin la esta alla y la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
31,Harbin de la sonientia con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
32,Harbin en la aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
33,Harbin con la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
34,Harbin en los procesos de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
35,Harbin estar general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
36,Harbin la solidad de la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
37,Harbin ir el amor con los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,Harbin la energía no en los dectriales,"[<'dec':cVc>, <'tria':ccvV>, <'les':cVs>]"
39,Harbin la concentración del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
40,Harbin umbre al calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
41,Harbin actividades políticos,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'cos':cVs>]"
42,Harbin políticos definitivas,"[<'de':cV>, <'fi':cv>, <'ni':cv>, <'ti':cv>, <'vas':cVs>]"
43,Harbin con el consumo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
44,Harbin la de la oriente climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
45,Harbin en la temperatura medio,"[<'me':cV>, <'dio':cvV>]"
46,Harbin de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
47,Harbin ente de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
48,Harbin ente a la seguridad entre,"[<'en':Vc>, <'tre':ccV>]"
49,Harbin de su procisa de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
50,Harbin la población de la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
51,Harbin tendrámente en la caleración,"[<'ca':cV>, <'le':cV>, <'ra':cV>, <'ción':cvVc>]"
52,Harbin que se pode para las partes,"[<'par':cVc>, <'tes':cVs>]"
53,Harbin en la cauta de las segundas,"[<'se':sV>, <'gun':cvc>, <'das':cVs>]"
54,Harbin de calidad y el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
55,Harbin la mayoría de la forma,"[<'for':cVc>, <'ma':cV>]"
56,Harbin de la forma de casa informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
57,Harbin la emisión de las decisiones,"[<'de':cV>, <'ci':cv>, <'sio':svV>, <'nes':cVs>]"
58,Harbin aumento del clima en la tierra,"[<'tie':cvV>, <'rra':ccV>]"
59,Harbin de las palieras de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
60,Harbin energética en el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
61,Harbin centir a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
62,Harbin de la mayoría del control,"[<'con':cVc>, <'trol':ccVc>]"
63,Harbin medio ambiente la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
64,Harbin bien en el correcionar nuestra,"[<'nues':cvVs>, <'tra':ccV>]"
65,Harbin de los comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
66,Harbin continuación de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
67,Harbin la población de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
68,Harbin por consumidor para estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
69,Harbin de la pertida de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
70,Harbin las decientes energéticos,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'cos':cVs>]"
71,Harbin modelo actual con el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
72,Harbin esta el mundo con el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
73,Harbin en el estema de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
74,Harbin de consumo con el estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
75,Harbin la concentración de los medios,"[<'me':cV>, <'dios':cvVs>]"
76,Harbin funda se se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
77,Harbin como un problema como el siglo,"[<'si':sv>, <'glo':ccV>]"
78,Harbin registrar como consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
79,Harbin como consecuencia del clima,"[<'cli':ccv>, <'ma':cV>]"
80,Harbin en la manor aliminación,"[<'a':V>, <'li':cv>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
81,Harbin o que se hace la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
82,Harbin contribuyen a los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
83,Harbin primer calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
84,Harbin las inversiones en el caso,"[<'ca':cV>, <'so':sV>]"
85,Harbin de los efectos finalistas,"[<'fi':cv>, <'na':cV>, <'lis':cvs>, <'tas':cVs>]"
86,Harbin contribución sobre el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
87,Harbin sobre el carbono y las partes,"[<'par':cVc>, <'tes':cVs>]"
88,Harbin de la previsión del acesto,"[<'a':V>, <'ces':cVs>, <'to':cV>]"
89,Harbin del acesto de la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
90,Harbin el proceso de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
91,Harbin los países de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
92,Harbin de la actividad de las gases,"[<'ga':cV>, <'ses':sVs>]"
93,Harbin mente de la población están,"[<'es':Vs>, <'tán':cVc>]"
94,Harbin la sociedad de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
95,Harbin la población de la información,"[<'in':vc>, <'for':cVc>, <'ma':cV>, <'ción':cvVc>]"
96,Harbin previsión de los medios de este,"[<'es':Vs>, <'te':cV>]"
97,Harbin del gas de los altimos o antes,"[<'an':Vc>, <'tes':cVs>]"
98,Harbin por la buena contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
99,Harbin los países de la eficiencia,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'cia':cvV>]"
100,Harbin la combustión de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
101,Harbin puedo estar la salud humana,"[<'hu':cv>, <'ma':cV>, <'na':cV>]"
102,Harbin te parte de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
103,Harbin de las emisiones del nivel,"[<'ni':cv>, <'vel':cVc>]"
104,Harbin de los efectos para el amor,"[<'a':V>, <'mor':cVc>]"
105,Harbin contente de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
106,Harbin cantidad de mantenida entre,"[<'en':Vc>, <'tre':ccV>]"
107,Harbin mantenida entre la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
108,Harbin con el calentamiento medio,"[<'me':cV>, <'dio':cvV>]"
109,Harbin pueden el mercado que el amor,"[<'a':V>, <'mor':cVc>]"
110,Harbin mercado que el amor de viento,"[<'vien':cvVc>, <'to':cV>]"
111,Harbin de la segunda concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
112,Harbin las países para virturar,"[<'vi':cv>, <'rtu':ccv>, <'rar':cVc>]"
113,Harbin a forma de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
114,Harbin la concentración de la educción,"[<'e':V>, <'duc':cvc>, <'ción':cvVc>]"
115,Harbin la contentación de energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
116,Harbin de energía por el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
117,Harbin a de esta curstión de los años,"[<'a':V>, <'ños':cVs>]"
