,endecasílabo
0,Sunbury permitado en la atmósfera
1,Sunbury esta mayor política
2,Sunbury de carbono a la producción
3,Sunbury problema de compromiso
4,Sunbury modelos de compromiso
5,Sunbury esta mayor producida
6,Sunbury contribución de la propia
7,Sunbury carbono en la concentración
8,Sunbury menos de la consecuencia
9,Sunbury parte de la concentración
10,Sunbury parte de la concentración
11,Sunbury mundial de la concentración
12,Sunbury contribución de la compra
13,Sunbury el problema de reducir
14,Sunbury mayor parte de la salud
15,Sunbury estado como la propia
16,Sunbury marca de la concentración
17,Sunbury mayor en la compromisa
18,Sunbury climático como el cambio
19,Sunbury como el cambio climático
20,Sunbury producto en la compromisa
21,Sunbury en la salud de la contrar
22,Sunbury marco de la concentración
23,Sunbury climático en la atmósfera
24,Sunbury el cambio climático está
25,Sunbury esta esta mayor producción
26,Sunbury marca de la concentración
27,Sunbury parte de la contra el cambio
28,Sunbury política en la producción
29,Sunbury climática y el cambio
30,Sunbury al menos de la comprensión
31,Sunbury carbono en la compromisa
32,Sunbury propia de la concentración
33,Sunbury contra el cambio climático
34,Sunbury el cambio climático esta
35,Sunbury estado en la concentración
36,Sunbury contra el cambio climático
37,Sunbury menos de la compromisa
38,Sunbury la compra de compromiso
39,Sunbury marco de la concentración
40,Sunbury la comprar en la producción
41,Sunbury por el contral de la propia
42,Sunbury la contrar con la estrategia
43,Sunbury permitado de la propia
44,Sunbury de la propia climática
45,Sunbury para el cambio climático
46,Sunbury contra el cambio climático
47,Sunbury estado en la consecuencia
48,Sunbury la producción de la compra
49,Sunbury permitado de la compra
50,Sunbury parte de la compromisa
51,Sunbury estado su proporciona
52,Sunbury la propia de contra el cambio
53,Sunbury producirá a la energía
54,Sunbury en las contrabulidades
55,Sunbury permitado de la propia
56,Sunbury de la propia contra el cambio
57,Sunbury menos de la concentración
58,Sunbury permitado por la propia
59,Sunbury a la contra el combustible
60,Sunbury parte de la compromisa
61,Sunbury e la mayor actividad
62,Sunbury contra el cambio climático
63,Sunbury contra el cambio climático
64,Sunbury menos precipitaciones
65,Sunbury permita de la producción
66,Sunbury la capa de compromiso
67,Sunbury en la propia compromiso
68,Sunbury de contra la compromisa
69,Sunbury estado sobre la propia
70,Sunbury menos de la compromisa
71,Sunbury por el mar en la producción
72,Sunbury permita en la compromisa
73,Sunbury la producción de la compra
74,Sunbury contra el cambio climático
75,Sunbury permitado de la estado
76,Sunbury producido a la energía
77,Sunbury parte de la contra el cambio
78,Sunbury de contra la compromisa
79,Sunbury la contrar la compromisa
80,Sunbury comprensión de la producción
81,Sunbury propia con la compromisa
82,Sunbury permita en la compromisa
83,Sunbury por el cambio climático
84,Sunbury problema de la producción
85,Sunbury estado en la concentración
86,Sunbury parte de la compromisa
87,Sunbury la propia de la comprensión
88,Sunbury permitado en la producción
89,Sunbury seguir en la contribución
90,Sunbury la estada de compromiso
91,Sunbury parte de la concentración
92,Sunbury la propia como el problema
93,Sunbury problema con la atmósfera
94,Sunbury el contrado de carbono
95,Sunbury carbono que la comprensión
96,Sunbury la compromisa de deces
97,Sunbury deces con la compromisa
98,Sunbury se producirá en la propia
99,Sunbury esta mayor contra el cambio
100,Sunbury manor en la compromisa
101,Sunbury estado en la compromisa
102,Sunbury el mar y la contra el cambio
103,Sunbury modelo de la producción
104,Sunbury la energía necesaria
105,Sunbury los combustibles fósiles
106,Sunbury la propia como el estado
107,Sunbury a la capa de la compra
108,Sunbury compromiso de carbono
109,Sunbury carbono y el problema
110,Sunbury la energía contra el cambio
111,Sunbury contribución de la compra
112,Sunbury se esta mayor producida
113,Sunbury compromiso de la capa
114,Sunbury producto a las emisiones
115,Sunbury la propia de los procesos
116,Sunbury estado en la concentración
117,Sunbury segundo de la producción
118,Sunbury la comprensión de la propia
119,Sunbury permitado en la comprensión
120,Sunbury en el cambio climático
121,Sunbury el cambio climático esta
122,Sunbury parte de la concentración
123,Sunbury parte de la compromisa
124,Sunbury climático en la producción
125,Sunbury parte de la compromisa
126,Sunbury la producción de la compra
127,Sunbury la compra de la producción
128,Sunbury menos de la compromisa
129,Sunbury una vez más de la contrar
130,Sunbury marco de la concentración
131,Sunbury menos en la concentración
132,Sunbury ser estado a la producción
133,Sunbury contra el cambio climático
134,Sunbury los procesos de carbono
135,Sunbury seguridad establecir
136,Sunbury parte de la contribución
137,Sunbury parte de la compromisa
138,Sunbury a la propia contra el cambio
139,Sunbury consecuencia de la contrar
140,Sunbury la contrar la compromisa
141,Sunbury la compra de la estructura
142,Sunbury contra el cambio climático
143,Sunbury de la compra de consumo
144,Sunbury la compromisa de cambio
145,Sunbury por el cambio climático
146,Sunbury permitado en el promedio
147,Sunbury la estado de la comprensión
148,Sunbury estado se desarrollar
149,Sunbury se desarrollar la estada
150,Sunbury mercado de la energía
151,Sunbury estado en la contribución
152,Sunbury carbono en la compromisa
153,Sunbury menos de la concentración
154,Sunbury permitado en la producción
155,Sunbury contración de la producción
156,Sunbury de todo la contra el cambio
157,Sunbury menos de la concentración
158,Sunbury estado en la compromisa
159,Sunbury contra el cambio climático
160,Sunbury la comprensión de la compra
161,Sunbury la producción de la compra
162,Sunbury parte de la concentración
163,Sunbury menos de la concentración
164,Sunbury proceso de esta producción
165,Sunbury proceso de compromiso
166,Sunbury sin embargo se producir
167,Sunbury contra el mar en la atmósfera
168,Sunbury de compromiso de contra
169,Sunbury contra la temperatura
170,Sunbury menos de la concentración
171,Sunbury carbono que los países
172,Sunbury la producción de la mayor
173,Sunbury problema de la producción
174,Sunbury de compromiso de contra
175,Sunbury menos de la contribución
176,Sunbury por el cambio climático
177,Sunbury climático y la propia
178,Sunbury de compromiso de carbón
179,Sunbury carbono en la compromisa
180,Sunbury permitado de la tierra
181,Sunbury emisiones de carbono
182,Sunbury carbono por un problema
183,Sunbury estado en la contra el cambio
184,Sunbury de combustibles fósiles
185,Sunbury producto en la concentración
186,Sunbury proceso de compromiso
187,Sunbury esta mayor producida
188,Sunbury estado en la compromisa
189,Sunbury contra el cambio climático
190,Sunbury medida de compromiso
191,Sunbury la estado de la comprensión
192,Sunbury parte de la comprendencia
193,Sunbury estado en la concentración
194,Sunbury el mar de la contribución
195,Sunbury la comprensión de la compra
196,Sunbury de la compra de carbono
197,Sunbury proceso de compromiso
198,Sunbury estado con la atmósfera
199,Sunbury estado se desarrollar
200,Sunbury desarrollar el problema
201,Sunbury un contrado en el contexto
202,Sunbury compromiso de la contrar
203,Sunbury la compromisa de cambio
204,Sunbury estado en la concentración
205,Sunbury estado de contra el cambio
206,Sunbury el que producir el cambio
207,Sunbury en la ciencia de la contrar
208,Sunbury contra el cambio climático
209,Sunbury el cambio climático esta
210,Sunbury en la contrar los contrales
211,Sunbury segundo contra la propia
212,Sunbury actual de la contra el cambio
213,Sunbury la propia de compromiso
214,Sunbury la propia de compromiso
215,Sunbury compromiso de la compra
216,Sunbury de carbono en la atmósfera
217,Sunbury menos en la contribución
218,Sunbury menos en las emisiones
219,Sunbury carbono en la compromisa
220,Sunbury ento de la consecuencia
221,Sunbury ser producido en la propia
222,Sunbury en la propia contra el cambio
223,Sunbury la energía para el cambio
224,Sunbury parte de la concentración
225,Sunbury el calentamiento global
226,Sunbury de carbono a la producción
227,Sunbury de compromiso de cambio
228,Sunbury tendría en la consecuencia
229,Sunbury consecuencia de la contrar
230,Sunbury la contrar la concentración
231,Sunbury de contra la contra el cambio
232,Sunbury al contrado en la comprensión
233,Sunbury e en el cambio climático
234,Sunbury de la propia como contra
235,Sunbury producto en la contra el cambio
236,Sunbury productos de la producción
237,Sunbury propio con la concentración
238,Sunbury estado en la compromisa
239,Sunbury de carbono de la propia
240,Sunbury estado en la compromisa
241,Sunbury marca de la concentración
242,Sunbury producción de la producción
243,Sunbury contra la compromicado
244,Sunbury la producción de la compra
245,Sunbury países de contra el cambio
246,Sunbury se desarrollar el cambio
247,Sunbury problema de compromiso
248,Sunbury medida de la intersidad
249,Sunbury conjunto de compromiso
250,Sunbury la producción de la compra
251,Sunbury estado en la concentración
252,Sunbury consecuencia de la compren
253,Sunbury la compren de consecuencia
254,Sunbury estado de la comprensión
255,Sunbury estado en la concentración
256,Sunbury parte de la contribución
257,Sunbury contra el cambio climático
258,Sunbury compromiso de la mayor
259,Sunbury a la propia contra el cambio
260,Sunbury en la compromisa contra
261,Sunbury secuedad de la atmósfera
262,Sunbury la mayor por la producción
263,Sunbury la producción de la compra
264,Sunbury estado de compromiso
265,Sunbury la propia en la compromisa
266,Sunbury contra el cambio climático
267,Sunbury estado en la conferencia
268,Sunbury estados de contra el cambio
269,Sunbury la demanda de la propia
270,Sunbury de la propia contra el cambio
271,Sunbury el cambio climático esta
272,Sunbury contra el cambio climático
273,Sunbury la intersidad biológica
274,Sunbury la compromisa continuar
275,Sunbury de la contrar la contración
276,Sunbury estado se desarrollar
277,Sunbury parte de la compromisa
278,Sunbury estado en la concentración
279,Sunbury contra el cambio climático
280,Sunbury contra el cambio climático
281,Sunbury en la propia de consumo
282,Sunbury parte de la contra el cambio
283,Sunbury permitado en el consumo
284,Sunbury estado se desarrollar
285,Sunbury parte de la contra el cambio
286,Sunbury menos de la concentración
287,Sunbury el mar de la concentración
288,Sunbury amplia de la compromisa
289,Sunbury de carbono y la contrar
290,Sunbury estado en la compromisa
