,verse,terminacion
0,Blenheim ir aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
1,Blenheim los países o la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
2,Blenheim si debería la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
3,Blenheim los países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
4,Blenheim nuestro parte de las especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
5,Blenheim en los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
6,Blenheim con partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
7,Blenheim dicional de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
8,Blenheim e las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Blenheim la temperatura en los palas,"[<'pa':cV>, <'las':cVs>]"
10,Blenheim composiciones de la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
11,Blenheim en un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
12,Blenheim márido de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
13,Blenheim la temperatura es un siglo,"[<'si':sv>, <'glo':ccV>]"
14,Blenheim conterir la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
15,Blenheim la contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
16,Blenheim la base de la mayor parte,"[<'par':cVc>, <'te':cV>]"
17,Blenheim de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
18,Blenheim su mara de la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
19,Blenheim gustos de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
20,Blenheim los países de los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
21,Blenheim de los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
22,Blenheim el especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
23,Blenheim también en la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
24,Blenheim los correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
25,Blenheim gue para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
26,Blenheim consecuencia y los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
27,Blenheim ricado de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
28,Blenheim de la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
29,Blenheim de la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
30,Blenheim la esta alla y la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
