,verse,terminacion
0,Hafnarfjörður producto en el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
1,Hafnarfjörður contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
2,Hafnarfjörður carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
3,Hafnarfjörður en el temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
4,Hafnarfjörður su propia de la propia,"[<'pro':ccV>, <'pia':cvV>]"
5,Hafnarfjörður el mar se desarrolla,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'lla':ccV>]"
6,Hafnarfjörður parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
7,Hafnarfjörður alto de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
8,Hafnarfjörður problema de reducir,"[<'re':cV>, <'du':cv>, <'cir':cvc>]"
9,Hafnarfjörður estado a los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
10,Hafnarfjörður como la propia como,"[<'co':cV>, <'mo':cV>]"
11,Hafnarfjörður como la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
12,Hafnarfjörður contra la propia contra,"[<'con':cVc>, <'tra':ccV>]"
13,Hafnarfjörður el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
14,Hafnarfjörður el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
15,Hafnarfjörður contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
16,Hafnarfjörður la salud de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
17,Hafnarfjörður contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
18,Hafnarfjörður se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
19,Hafnarfjörður el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
20,Hafnarfjörður cambio climático está,"[<'es':Vs>, <'tá':cV>]"
21,Hafnarfjörður climático está contra,"[<'con':cVc>, <'tra':ccV>]"
22,Hafnarfjörður contrar la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
23,Hafnarfjörður contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
24,Hafnarfjörður menos de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
25,Hafnarfjörður sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
26,Hafnarfjörður ser en la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
27,Hafnarfjörður permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
28,Hafnarfjörður contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
29,Hafnarfjörður estado contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
30,Hafnarfjörður el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
31,Hafnarfjörður problema de la comprar,"[<'com':cVc>, <'prar':ccVc>]"
32,Hafnarfjörður el contral de la propia,"[<'pro':ccV>, <'pia':cvV>]"
33,Hafnarfjörður estado en el proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
34,Hafnarfjörður contrar con la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
35,Hafnarfjörður la cual con la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
36,Hafnarfjörður la propia climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
37,Hafnarfjörður estado en la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
38,Hafnarfjörður permitan para el cambio,"[<'cam':cVc>, <'bio':cvV>]"
39,Hafnarfjörður de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
40,Hafnarfjörður el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
41,Hafnarfjörður sobre la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
42,Hafnarfjörður sobre la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
43,Hafnarfjörður producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
