,verse,terminacion
0,Reykjavík del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Reykjavík aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Reykjavík países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
3,Reykjavík los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
4,Reykjavík partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
5,Reykjavík de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Reykjavík para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
7,Reykjavík contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Reykjavík las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Reykjavík de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Reykjavík de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Reykjavík sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Reykjavík a el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
13,Reykjavík un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
14,Reykjavík ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
15,Reykjavík el consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
16,Reykjavík el calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Reykjavík contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Reykjavík guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
19,Reykjavík a la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
20,Reykjavík a la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
21,Reykjavík la actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Reykjavík es de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Reykjavík el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
24,Reykjavík diración de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Reykjavík n el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
