,endecasílabo
0,Vacoas permitado en la atmósfera
1,Vacoas esta mayor política
2,Vacoas de carbono a la producción
3,Vacoas problema de compromiso
4,Vacoas modelos de compromiso
5,Vacoas esta mayor producida
6,Vacoas contribución de la propia
7,Vacoas carbono en la concentración
8,Vacoas menos de la consecuencia
9,Vacoas parte de la concentración
10,Vacoas parte de la concentración
11,Vacoas mundial de la concentración
12,Vacoas contribución de la compra
13,Vacoas el problema de reducir
14,Vacoas mayor parte de la salud
15,Vacoas estado como la propia
16,Vacoas marca de la concentración
17,Vacoas mayor en la compromisa
18,Vacoas climático como el cambio
19,Vacoas como el cambio climático
20,Vacoas producto en la compromisa
21,Vacoas en la salud de la contrar
22,Vacoas marco de la concentración
23,Vacoas climático en la atmósfera
24,Vacoas el cambio climático está
25,Vacoas esta esta mayor producción
26,Vacoas marca de la concentración
27,Vacoas parte de la contra el cambio
28,Vacoas política en la producción
29,Vacoas climática y el cambio
30,Vacoas al menos de la comprensión
31,Vacoas carbono en la compromisa
32,Vacoas propia de la concentración
33,Vacoas contra el cambio climático
34,Vacoas el cambio climático esta
35,Vacoas estado en la concentración
36,Vacoas contra el cambio climático
37,Vacoas menos de la compromisa
38,Vacoas la compra de compromiso
39,Vacoas marco de la concentración
40,Vacoas la comprar en la producción
41,Vacoas por el contral de la propia
42,Vacoas la contrar con la estrategia
43,Vacoas permitado de la propia
44,Vacoas de la propia climática
45,Vacoas para el cambio climático
46,Vacoas contra el cambio climático
47,Vacoas estado en la consecuencia
48,Vacoas la producción de la compra
49,Vacoas permitado de la compra
50,Vacoas parte de la compromisa
51,Vacoas estado su proporciona
52,Vacoas la propia de contra el cambio
53,Vacoas producirá a la energía
54,Vacoas en las contrabulidades
55,Vacoas permitado de la propia
56,Vacoas de la propia contra el cambio
57,Vacoas menos de la concentración
58,Vacoas permitado por la propia
59,Vacoas a la contra el combustible
60,Vacoas parte de la compromisa
61,Vacoas e la mayor actividad
62,Vacoas contra el cambio climático
63,Vacoas contra el cambio climático
64,Vacoas menos precipitaciones
65,Vacoas permita de la producción
66,Vacoas la capa de compromiso
67,Vacoas en la propia compromiso
68,Vacoas de contra la compromisa
69,Vacoas estado sobre la propia
70,Vacoas menos de la compromisa
71,Vacoas por el mar en la producción
72,Vacoas permita en la compromisa
73,Vacoas la producción de la compra
74,Vacoas contra el cambio climático
75,Vacoas permitado de la estado
76,Vacoas producido a la energía
77,Vacoas parte de la contra el cambio
78,Vacoas de contra la compromisa
79,Vacoas la contrar la compromisa
80,Vacoas comprensión de la producción
81,Vacoas propia con la compromisa
82,Vacoas permita en la compromisa
83,Vacoas por el cambio climático
84,Vacoas problema de la producción
85,Vacoas estado en la concentración
86,Vacoas parte de la compromisa
87,Vacoas la propia de la comprensión
88,Vacoas permitado en la producción
89,Vacoas seguir en la contribución
90,Vacoas la estada de compromiso
91,Vacoas parte de la concentración
