,endecasílabo
0,Mananara producto en el proyecto
1,Mananara el proyecto de la tierra
2,Mananara contra la compromisa
3,Mananara carbono a la producción
4,Mananara su propia de la propia
5,Mananara parte de la producción
6,Mananara el mar de la consecuencia
7,Mananara problema de reducir
8,Mananara como la propia como
9,Mananara como la contra el cambio
10,Mananara contra la propia contra
11,Mananara contra la compromisa
12,Mananara la salud de la contrar
13,Mananara el sistema climático
14,Mananara contra las emisiones
15,Mananara emisiones de carbono
16,Mananara se producir el cambio
17,Mananara cambio climático está
18,Mananara climático está contra
19,Mananara contrar la concentración
20,Mananara contra la compromisa
21,Mananara menos de la comprensión
22,Mananara sobre la compromisa
23,Mananara ser en la compromiso
24,Mananara permitado en la propia
25,Mananara contra las emisiones
26,Mananara emisiones de carbono
27,Mananara el cambio climático esta
28,Mananara problema de la comprar
29,Mananara en el contrado en el cambio
30,Mananara el proceso de la propia
31,Mananara contrar con la estrategia
32,Mananara la cual con la producción
33,Mananara la propia climática
34,Mananara permitan para el cambio
35,Mananara de carbono a la propia
36,Mananara sobre la economía
37,Mananara sobre la capacidad
38,Mananara producción de la compra
39,Mananara de la compra de cambio
40,Mananara permitado en la propia
41,Mananara propia de contra el cambio
42,Mananara producto de la contrar
43,Mananara las contrabulidades
44,Mananara parte de la producción
45,Mananara climático es la propia
46,Mananara la propia contra el cambio
47,Mananara contra la compromisa
48,Mananara medio de la demanda
49,Mananara la contra el combustible
50,Mananara la mayor actividad
51,Mananara permitado en la propia
52,Mananara de la temperatura
53,Mananara parte de la producción
54,Mananara de las contribuciones
55,Mananara capa de compromiso
56,Mananara la propia compromiso
57,Mananara compromiso de contra
58,Mananara contra la compromisa
59,Mananara producción de la compra
60,Mananara de carbono a la propia
61,Mananara a la propia de carbono
62,Mananara contra la concentración
63,Mananara contrar la compromisa
64,Mananara la largo de la propia
65,Mananara mayor posibilidad
66,Mananara promedio de la compra
67,Mananara de la temperatura
68,Mananara ser de la concentración
69,Mananara climático es un cambio
70,Mananara contra la compromisa
71,Mananara contrado de carbono
72,Mananara producirá en la propia
73,Mananara la energía en la propia
74,Mananara el mar y la contra el cambio
75,Mananara energía necesaria
76,Mananara la capa de la compra
77,Mananara la cual es el sistema
78,Mananara energía contra el cambio
79,Mananara esta mayor producida
80,Mananara mar en la compromisa
81,Mananara contra la compromisa
82,Mananara propia de los procesos
83,Mananara de la temperatura
84,Mananara en el cambio climático
85,Mananara de la compra de cambio
86,Mananara cambio climático esta
87,Mananara contra la compromisa
88,Mananara de la temperatura
89,Mananara permitado en la propia
90,Mananara contra las emisiones
91,Mananara una vez más de la contrar
92,Mananara la propia contra el cambio
93,Mananara menos de contra el cambio
94,Mananara permitado en la cumbre
95,Mananara la compra de consumo
96,Mananara compromisa de cambio
97,Mananara de cambio climático
98,Mananara contra la compromiso
99,Mananara marco de la secuedad
100,Mananara contra la compromisa
101,Mananara estado de la comprensión
102,Mananara desarrollar la estada
103,Mananara contra la compromisa
104,Mananara mantenimiento sobre
105,Mananara compromiso de todo
106,Mananara todo la contra el cambio
107,Mananara de la temperatura
108,Mananara comprensión de la compra
109,Mananara producción de la compra
110,Mananara entre el cambio climático
111,Mananara compromiso de contra
112,Mananara parte de los países
113,Mananara contra las emisiones
114,Mananara emisiones de carbono
115,Mananara climático establecir
116,Mananara producción de la mayor
117,Mananara de la mayor producción
118,Mananara en el cambio climático
119,Mananara contra la compromisa
120,Mananara la capa de la contrar
121,Mananara el mar de la contribución
122,Mananara a el desarrollo sontente
123,Mananara compromiso de carbón
124,Mananara emisiones de carbono
125,Mananara parte de la producción
126,Mananara de la energía contra
127,Mananara contra la concentración
128,Mananara estado de la comprensión
129,Mananara mar de la contribución
130,Mananara un contrado en el contexto
131,Mananara en la compromisa central
132,Mananara el que producir el cambio
133,Mananara compromiso en la ciencia
134,Mananara en la ciencia de la contrar
135,Mananara el cambio climático esta
136,Mananara se producir el cambio
137,Mananara la contrar los contrales
138,Mananara el consumo de carbono
139,Mananara carbono en la atmósfera
140,Mananara la esta a la concentración
141,Mananara permitado en la propia
142,Mananara metos las emisiones
143,Mananara producido en la propia
144,Mananara en la propia contra el cambio
145,Mananara energía para el cambio
146,Mananara contra la concentración
147,Mananara producto a la producción
148,Mananara el calentamiento global
149,Mananara contra la compromisa
