,verse,terminacion
0,Townsville proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Townsville aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Townsville de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Townsville los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
4,Townsville los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
5,Townsville la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
6,Townsville nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
7,Townsville amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
8,Townsville el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
9,Townsville un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
10,Townsville márido de la carta,"[<'car':cVc>, <'ta':cV>]"
11,Townsville un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
12,Townsville de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
13,Townsville consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
14,Townsville en la segunda cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
15,Townsville de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
16,Townsville calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Townsville las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Townsville la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
19,Townsville la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
20,Townsville te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Townsville actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Townsville de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Townsville ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
24,Townsville el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
25,Townsville de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
26,Townsville compensario a la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
27,Townsville carbona en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
28,Townsville re en la emisión de todos,"[<'to':cV>, <'dos':cVs>]"
29,Townsville considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
30,Townsville al siglo xx los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
31,Townsville lo que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
32,Townsville especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
33,Townsville de cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
34,Townsville de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
35,Townsville los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
36,Townsville los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
37,Townsville calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,Townsville permiten de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
39,Townsville de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
40,Townsville contribución en la esta,"[<'es':Vs>, <'ta':cV>]"
41,Townsville de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Townsville los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
43,Townsville timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
44,Townsville general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
