,verse,terminacion
0,Antsirabe producto en el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
1,Antsirabe el proyecto de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
2,Antsirabe contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
3,Antsirabe carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
4,Antsirabe su propia de la propia,"[<'pro':ccV>, <'pia':cvV>]"
5,Antsirabe parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
6,Antsirabe el mar de la consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
7,Antsirabe problema de reducir,"[<'re':cV>, <'du':cv>, <'cir':cvc>]"
8,Antsirabe como la propia como,"[<'co':cV>, <'mo':cV>]"
9,Antsirabe como la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
10,Antsirabe contra la propia contra,"[<'con':cVc>, <'tra':ccV>]"
11,Antsirabe contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
12,Antsirabe la salud de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
13,Antsirabe el sistema climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
14,Antsirabe contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
15,Antsirabe emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
16,Antsirabe se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
17,Antsirabe cambio climático está,"[<'es':Vs>, <'tá':cV>]"
18,Antsirabe climático está contra,"[<'con':cVc>, <'tra':ccV>]"
19,Antsirabe contrar la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
20,Antsirabe contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
21,Antsirabe menos de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
22,Antsirabe sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
23,Antsirabe ser en la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
24,Antsirabe permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
25,Antsirabe contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
26,Antsirabe emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
27,Antsirabe el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
28,Antsirabe problema de la comprar,"[<'com':cVc>, <'prar':ccVc>]"
29,Antsirabe en el contrado en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
30,Antsirabe el proceso de la propia,"[<'pro':ccV>, <'pia':cvV>]"
31,Antsirabe contrar con la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
32,Antsirabe la cual con la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
33,Antsirabe la propia climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
34,Antsirabe permitan para el cambio,"[<'cam':cVc>, <'bio':cvV>]"
35,Antsirabe de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
