,verse,terminacion
0,Antsirabe proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Antsirabe aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Antsirabe de entre el parto del mismo,"[<'mis':cvs>, <'mo':cV>]"
3,Antsirabe los países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
4,Antsirabe los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
5,Antsirabe la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
6,Antsirabe nte de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
7,Antsirabe amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
8,Antsirabe el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
9,Antsirabe un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
10,Antsirabe márido de la carta,"[<'car':cVc>, <'ta':cV>]"
11,Antsirabe un siglo xx estos partes,"[<'par':cVc>, <'tes':cVs>]"
12,Antsirabe de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
13,Antsirabe consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
14,Antsirabe en la segunda cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
15,Antsirabe de la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
16,Antsirabe calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Antsirabe las nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Antsirabe la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
19,Antsirabe la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
20,Antsirabe te de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
21,Antsirabe actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Antsirabe de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Antsirabe ntuad para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
24,Antsirabe el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
25,Antsirabe de la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
