,endecasílabo
0,Ingenio en la infermedad energética
1,Ingenio los países o la alteración
2,Ingenio si debería la estrategia
3,Ingenio estrategia de las emisiones
4,Ingenio los países de nuestro parte
5,Ingenio nuestro parte de las especies
6,Ingenio con partes de la economía
7,Ingenio dicional de la humanidad
8,Ingenio la temperatura en los palas
9,Ingenio composiciones de la alternción
10,Ingenio márido de la carta de esta
11,Ingenio la temperatura es un siglo
12,Ingenio conterir la desempleación
13,Ingenio un carbono de su política
14,Ingenio el escenario de la cantidad
15,Ingenio la contribución del proceso
16,Ingenio la base de la mayor parte
17,Ingenio de los combustibles fósiles
18,Ingenio su mara de la seguridad
19,Ingenio en el pertido de la actividad
20,Ingenio atmósfera de la comporación
21,Ingenio gustos de la emisión de emisión
22,Ingenio los países de los patrones
23,Ingenio al siglo xx los estados desde
24,Ingenio de los metos de la ingenida
25,Ingenio estado de cumbre de la ommera
26,Ingenio también en la contaminación
27,Ingenio los correstos de alternaciones
28,Ingenio gue para la temperatura
29,Ingenio consecuencia y los países
30,Ingenio es un convenio sobre el proyecto
31,Ingenio ricado de la conferencia
32,Ingenio de la conferencia se pueden
33,Ingenio de la tierra por un consenso
34,Ingenio la esta alla y la diversidad
35,Ingenio a la sociedad de la sonientia
36,Ingenio de la sonientia con el actual
37,Ingenio con la reda de la cantidad
38,Ingenio la solidad de la segunda
39,Ingenio la energía no en los dectriales
40,Ingenio la concentración del proyecto
41,Ingenio políticos definitivas
42,Ingenio con el consumo de un recurso
43,Ingenio la de la oriente climática
44,Ingenio de los combustibles fósiles
45,Ingenio de su procisa de emisiones
46,Ingenio la población de la energía
47,Ingenio tendrámente en la caleración
48,Ingenio en la caleración del carbono
49,Ingenio que se pode para las partes
50,Ingenio de calidad y el sistema
51,Ingenio el sistema de la organización
52,Ingenio la mayoría de la forma
53,Ingenio de la forma de casa informe
54,Ingenio emisiones de gases de efecto
55,Ingenio la emisión de las decisiones
56,Ingenio de las palieras de emisiones
57,Ingenio centir a los interseñores
58,Ingenio de la mayoría del control
59,Ingenio medio ambiente la concentración
60,Ingenio bien en el correcionar nuestra
61,Ingenio en el correcionar nuestra parte
62,Ingenio de los comparaciones de esta
63,Ingenio continuación de la población
64,Ingenio la población de los países
65,Ingenio por consumidor para estados
66,Ingenio estados para las emisiones
67,Ingenio electricidad en las medidas
68,Ingenio de la pertida de la tierra
69,Ingenio las decientes energéticos
70,Ingenio modelo actual con el contexto
71,Ingenio de consumo con el estado
72,Ingenio la concentración de los medios
73,Ingenio funda se se contenta el marco
74,Ingenio como un problema como el siglo
75,Ingenio registrar como consecuencia
76,Ingenio como consecuencia del clima
77,Ingenio contribuyen a los países
78,Ingenio primer calentamiento global
79,Ingenio las inversiones en el caso
80,Ingenio de los efectos finalistas
81,Ingenio contribución sobre el carbono
82,Ingenio sobre el carbono y las partes
83,Ingenio de la previsión del acesto
84,Ingenio del acesto de la segunda
85,Ingenio los países de la sociedad
86,Ingenio de la actividad de las gases
87,Ingenio mente de la población están
88,Ingenio la sociedad de la población
89,Ingenio la población de la información
90,Ingenio previsión de los medios de este
91,Ingenio en la recisión de los países
92,Ingenio del gas de los altimos o antes
93,Ingenio por la buena contaminación
94,Ingenio los países de la eficiencia
95,Ingenio la combustión de la cantidad
96,Ingenio puedo estar la salud humana
97,Ingenio te parte de las emisiones
98,Ingenio de las emisiones del nivel
99,Ingenio de los efectos para el amor
100,Ingenio contente de la concentración
101,Ingenio cantidad de mantenida entre
102,Ingenio mantenida entre la actividad
103,Ingenio con el calentamiento medio
104,Ingenio el calentamiento medio ambiente
105,Ingenio pueden el mercado que el amor
106,Ingenio mercado que el amor de viento
107,Ingenio de la segunda concentración
108,Ingenio las países para virturar
109,Ingenio la concentración de la educción
110,Ingenio la contentación de energía
111,Ingenio de energía por el contexto
112,Ingenio pueda despertar lo que es una
113,Ingenio de los combustibles fósiles
114,Ingenio fósiles y las inversiones
115,Ingenio la superficie de la tierra
116,Ingenio de los medios de los países
117,Ingenio la concentración del proyecto
118,Ingenio información de la concentración
119,Ingenio de carbono algo internacional
120,Ingenio en el actual también en el medio
121,Ingenio la reducida del principal
122,Ingenio principal responsar la salud
123,Ingenio partir del problema del medio
124,Ingenio del problema del medio ambiente
125,Ingenio se ha encreto de los distintos
126,Ingenio los de los civilizaciones
127,Ingenio la temperatura del nivel
128,Ingenio contribución a la precisión
129,Ingenio los periodos del pauso medio
130,Ingenio medidas por la emisión de este
131,Ingenio de carbono para el mercado
132,Ingenio de eren en las palanidades
133,Ingenio medio ambiente por la actividad
134,Ingenio de agua tantos de los modelos
135,Ingenio dicionadas de los países
136,Ingenio los países temperaturas
137,Ingenio contribuir el albedo es la alta
138,Ingenio concentración de la actividad
139,Ingenio la contribución del mar soda
140,Ingenio contribución del mar soda este
141,Ingenio ción en la actividad del nivel
142,Ingenio medio ambiente y un problema
143,Ingenio y un problema de carbono
144,Ingenio la contención al energía
145,Ingenio con el sector energético
146,Ingenio mundo en el besta del modelo
147,Ingenio la internacional del convenio
148,Ingenio de la cual controlar el amor
149,Ingenio esta desestudión de los pasos
150,Ingenio de las partes de los procesos
151,Ingenio los contenidos por la emisión
152,Ingenio golíticos entre la estado
153,Ingenio el gas de la esta de la energía
154,Ingenio estados de sus actividades
155,Ingenio sus actividades por solo
156,Ingenio la ieversidad dio esta tendencia
157,Ingenio guarda ante para lo que es algo
158,Ingenio que el consumo en la mayor parte
159,Ingenio la consecuencia energética
160,Ingenio calar el informe del nivel
161,Ingenio los países de los pationes
162,Ingenio de la estrategia de los pales
163,Ingenio contribución a la cantidad
164,Ingenio de la sociedad de la tierra
165,Ingenio esta concentración de las partes
166,Ingenio la deficienta de carbono
167,Ingenio de carbono de la actividad
