,endecasílabo
0,Shepparton permitado en la atmósfera
1,Shepparton esta mayor política
2,Shepparton de carbono a la producción
3,Shepparton problema de compromiso
4,Shepparton modelos de compromiso
5,Shepparton esta mayor producida
6,Shepparton contribución de la propia
7,Shepparton carbono en la concentración
8,Shepparton menos de la consecuencia
9,Shepparton parte de la concentración
10,Shepparton parte de la concentración
11,Shepparton mundial de la concentración
12,Shepparton contribución de la compra
13,Shepparton el problema de reducir
14,Shepparton mayor parte de la salud
15,Shepparton estado como la propia
16,Shepparton marca de la concentración
17,Shepparton mayor en la compromisa
18,Shepparton climático como el cambio
19,Shepparton como el cambio climático
20,Shepparton producto en la compromisa
21,Shepparton en la salud de la contrar
22,Shepparton marco de la concentración
23,Shepparton climático en la atmósfera
24,Shepparton el cambio climático está
25,Shepparton esta esta mayor producción
26,Shepparton marca de la concentración
27,Shepparton parte de la contra el cambio
28,Shepparton política en la producción
29,Shepparton climática y el cambio
30,Shepparton al menos de la comprensión
31,Shepparton carbono en la compromisa
32,Shepparton propia de la concentración
33,Shepparton contra el cambio climático
34,Shepparton el cambio climático esta
35,Shepparton estado en la concentración
36,Shepparton contra el cambio climático
37,Shepparton menos de la compromisa
38,Shepparton la compra de compromiso
39,Shepparton marco de la concentración
40,Shepparton la comprar en la producción
41,Shepparton por el contral de la propia
42,Shepparton la contrar con la estrategia
43,Shepparton permitado de la propia
44,Shepparton de la propia climática
45,Shepparton para el cambio climático
46,Shepparton contra el cambio climático
47,Shepparton estado en la consecuencia
48,Shepparton la producción de la compra
49,Shepparton permitado de la compra
50,Shepparton parte de la compromisa
51,Shepparton estado su proporciona
52,Shepparton la propia de contra el cambio
53,Shepparton producirá a la energía
54,Shepparton en las contrabulidades
55,Shepparton permitado de la propia
56,Shepparton de la propia contra el cambio
57,Shepparton menos de la concentración
58,Shepparton permitado por la propia
59,Shepparton a la contra el combustible
60,Shepparton parte de la compromisa
61,Shepparton e la mayor actividad
62,Shepparton contra el cambio climático
63,Shepparton contra el cambio climático
64,Shepparton menos precipitaciones
65,Shepparton permita de la producción
66,Shepparton la capa de compromiso
67,Shepparton en la propia compromiso
