,verse,terminacion
0,Johannesburg ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Johannesburg la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Johannesburg de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Johannesburg de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Johannesburg esto es la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
5,Johannesburg países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Johannesburg contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Johannesburg en los eficientes,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'tes':cVs>]"
8,Johannesburg de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Johannesburg marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Johannesburg los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Johannesburg as en el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
12,Johannesburg en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
13,Johannesburg de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
14,Johannesburg en un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
15,Johannesburg de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
16,Johannesburg la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
17,Johannesburg s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
18,Johannesburg en el escenario,"[<'es':Vs>, <'ce':cV>, <'na':cV>, <'rio':cvV>]"
19,Johannesburg de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
20,Johannesburg la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
21,Johannesburg el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
22,Johannesburg nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
