,endecasílabo
0,Saint-Joseph ### load libraries
1,Saint-Joseph la tierra de estado
2,Saint-Joseph de la compromiso
3,Saint-Joseph de la diversidad
4,Saint-Joseph de la diversidad
5,Saint-Joseph precipitaciones
6,Saint-Joseph de la compromiso
7,Saint-Joseph de la contra el cambio
8,Saint-Joseph la temperatura
9,Saint-Joseph de la compromiso
10,Saint-Joseph de la compromiso
11,Saint-Joseph de la siguifica
12,Saint-Joseph y los compromisos
13,Saint-Joseph de las emisiones
14,Saint-Joseph de la conferencia
15,Saint-Joseph de las emisiones
16,Saint-Joseph de la comprendencia
17,Saint-Joseph de la compromiso
18,Saint-Joseph de la compromiso
19,Saint-Joseph de la compromiso
20,Saint-Joseph de la compromiso
21,Saint-Joseph de la consecuencia
22,Saint-Joseph de las compromisos
23,Saint-Joseph la temperatura
24,Saint-Joseph la temperatura
25,Saint-Joseph que se ha actividad
26,Saint-Joseph carbono es el cambio
27,Saint-Joseph de la comprendera
28,Saint-Joseph de la compromiso
29,Saint-Joseph de la comprendera
30,Saint-Joseph y la contra el cambio
31,Saint-Joseph de la consecuencia
32,Saint-Joseph de la compromiso
33,Saint-Joseph la contra el problema
34,Saint-Joseph de la siguifica
35,Saint-Joseph la comprendería
36,Saint-Joseph comprendería esta
37,Saint-Joseph la siguificación
38,Saint-Joseph de la compromiso
39,Saint-Joseph de la comunidad
40,Saint-Joseph de las emisiones
41,Saint-Joseph estado probable
42,Saint-Joseph de la compromiso
43,Saint-Joseph cambio climático
44,Saint-Joseph se de una producción
45,Saint-Joseph para la seguida
46,Saint-Joseph de la siguifica
47,Saint-Joseph de las emisiones
48,Saint-Joseph de la comprendencia
49,Saint-Joseph de la economía
50,Saint-Joseph de las emisiones
51,Saint-Joseph de la comunidad
52,Saint-Joseph la temperatura
53,Saint-Joseph la temperatura
54,Saint-Joseph de la consecuencia
55,Saint-Joseph de la consecuencia
56,Saint-Joseph comprender el cambio
57,Saint-Joseph de la contra el cambio
58,Saint-Joseph de la compromiso
59,Saint-Joseph de la comprendera
60,Saint-Joseph de la seguridad
61,Saint-Joseph de la compromiso
62,Saint-Joseph de la conseguida
63,Saint-Joseph las concentraciones
64,Saint-Joseph esta seguridad
65,Saint-Joseph de la compromiso
66,Saint-Joseph de las emisiones
67,Saint-Joseph la contra siguiente
68,Saint-Joseph de la comprendera
69,Saint-Joseph a la compromiso
70,Saint-Joseph de la compromiso
71,Saint-Joseph de la consecuencia
72,Saint-Joseph de la compromiso
73,Saint-Joseph de la economía
74,Saint-Joseph estados el cambio
75,Saint-Joseph de la consecuencia
76,Saint-Joseph de la compromiso
77,Saint-Joseph de la comprendencia
78,Saint-Joseph de la consecuencia
79,Saint-Joseph marco de la tierra
80,Saint-Joseph de la compromiso
81,Saint-Joseph estados de estados
82,Saint-Joseph de la compromiso
83,Saint-Joseph precipitaciones
84,Saint-Joseph de las emisiones
85,Saint-Joseph la tierra en el cambio
86,Saint-Joseph de la comprendencia
87,Saint-Joseph de la comprendencia
88,Saint-Joseph la demanda de ena
89,Saint-Joseph de la compromiso
90,Saint-Joseph la temperatura
91,Saint-Joseph cambio climático
92,Saint-Joseph de la comprendencia
93,Saint-Joseph de la comprendera
94,Saint-Joseph de la comprendencia
95,Saint-Joseph de la comprendencia
96,Saint-Joseph a la diversidad
97,Saint-Joseph de la contra el cambio
98,Saint-Joseph de la consecuencia
99,Saint-Joseph de la comunidad
100,Saint-Joseph de la compromiso
101,Saint-Joseph cambio climático
102,Saint-Joseph cambio climático
103,Saint-Joseph de la compromiso
104,Saint-Joseph de la comprendencia
105,Saint-Joseph gases de la contra
106,Saint-Joseph de la contra el cambio
107,Saint-Joseph de la compromiso
108,Saint-Joseph de la compromiso
109,Saint-Joseph y la contra el cambio
110,Saint-Joseph precipitaciones
111,Saint-Joseph de la diversidad
112,Saint-Joseph de la comprendera
113,Saint-Joseph contra los problemas
114,Saint-Joseph carbono en el cambio
115,Saint-Joseph constituye el cambio
116,Saint-Joseph a la contra el cambio
117,Saint-Joseph y en el aumento
118,Saint-Joseph algunos propicmas
119,Saint-Joseph carbono es el cambio
120,Saint-Joseph probable que el cambio
121,Saint-Joseph de las emisiones
122,Saint-Joseph carbono a la contra
123,Saint-Joseph la atmósfera es una
124,Saint-Joseph de la contra el cambio
125,Saint-Joseph algunos especies
126,Saint-Joseph estados para esta
127,Saint-Joseph esta consecuencia
128,Saint-Joseph de la compromiso
129,Saint-Joseph de la comprendencia
130,Saint-Joseph y la contra el cambio
131,Saint-Joseph estados el cambio
132,Saint-Joseph de la diversidad
133,Saint-Joseph estados productos
134,Saint-Joseph productos de la estres
135,Saint-Joseph de la estres estados
136,Saint-Joseph de la compromiso
137,Saint-Joseph de la diversidad
138,Saint-Joseph de la contra el cambio
139,Saint-Joseph precipitaciones
140,Saint-Joseph de la compromiso
141,Saint-Joseph de la compromiso
142,Saint-Joseph de las emisiones
143,Saint-Joseph de la comprendera
144,Saint-Joseph una seguridad
145,Saint-Joseph estos compromisos
146,Saint-Joseph cambio climático
147,Saint-Joseph la desarralidad
148,Saint-Joseph de la compromiso
