,verse,terminacion
0,Port Moresby ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Port Moresby la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Port Moresby de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Port Moresby de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Port Moresby esto es la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
5,Port Moresby países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Port Moresby contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Port Moresby en los eficientes,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'tes':cVs>]"
8,Port Moresby de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Port Moresby marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Port Moresby los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Port Moresby as en el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
12,Port Moresby en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
13,Port Moresby de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
14,Port Moresby en un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
15,Port Moresby de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
16,Port Moresby la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
17,Port Moresby s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
18,Port Moresby en el escenario,"[<'es':Vs>, <'ce':cV>, <'na':cV>, <'rio':cvV>]"
19,Port Moresby de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
20,Port Moresby la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
21,Port Moresby el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
22,Port Moresby nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
23,Port Moresby de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
24,Port Moresby para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
25,Port Moresby el mercado pero,"[<'pe':cV>, <'ro':cV>]"
26,Port Moresby gustos de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
27,Port Moresby la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
28,Port Moresby al de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
29,Port Moresby de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
30,Port Moresby la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
31,Port Moresby la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
32,Port Moresby a través de enfrentir,"[<'en':Vc>, <'fren':ccVc>, <'tir':cvc>]"
33,Port Moresby que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
34,Port Moresby ente se desalian,"[<'de':cV>, <'sa':sV>, <'lian':cvVc>]"
35,Port Moresby cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
36,Port Moresby s es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
37,Port Moresby de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
38,Port Moresby medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
39,Port Moresby la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
40,Port Moresby del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
41,Port Moresby la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Port Moresby es a la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
43,Port Moresby de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
44,Port Moresby de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
45,Port Moresby al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
46,Port Moresby los actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
47,Port Moresby para que se poner,"[<'po':cV>, <'ner':cVc>]"
48,Port Moresby la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
49,Port Moresby de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
50,Port Moresby de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
51,Port Moresby las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
52,Port Moresby lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
53,Port Moresby a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
54,Port Moresby entre la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
55,Port Moresby de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
56,Port Moresby que se pode para,"[<'pa':cV>, <'ra':cV>]"
57,Port Moresby de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
58,Port Moresby la forma de casa,"[<'ca':cV>, <'sa':sV>]"
59,Port Moresby de gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
60,Port Moresby desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
61,Port Moresby casa de la mayor,"[<'ma':cV>, <'yor':cVc>]"
62,Port Moresby en la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
63,Port Moresby de las principales,"[<'prin':ccvc>, <'ci':cv>, <'pa':cV>, <'les':cVs>]"
64,Port Moresby del clima en la tierra,"[<'tie':cvV>, <'rra':ccV>]"
65,Port Moresby mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
66,Port Moresby y las oficinas,"[<'o':V>, <'fi':cv>, <'ci':cv>, <'nas':cVs>]"
67,Port Moresby de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
68,Port Moresby de esta incentidumbre,"[<'in':vc>, <'cen':cVc>, <'ti':cv>, <'dum':cvc>, <'bre':ccV>]"
69,Port Moresby a por consumidor,"[<'con':cVc>, <'su':sv>, <'mi':cv>, <'dor':cVc>]"
70,Port Moresby para estados para,"[<'pa':cV>, <'ra':cV>]"
71,Port Moresby de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
72,Port Moresby s son los proyectos,"[<'pro':ccV>, <'yec':cVc>, <'tos':cVs>]"
73,Port Moresby se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
74,Port Moresby de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
75,Port Moresby al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
76,Port Moresby s registrar como,"[<'co':cV>, <'mo':cV>]"
77,Port Moresby interior del clima,"[<'cli':ccv>, <'ma':cV>]"
78,Port Moresby clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
