,endecasílabo
0,San Bartolomé de Tirajana esta
1,San Bartolomé de Tirajana entre
2,San Bartolomé de Tirajana está
3,San Bartolomé de Tirajana esta
4,San Bartolomé de Tirajana esta
5,San Bartolomé de Tirajana esta
6,San Bartolomé de Tirajana esta
7,San Bartolomé de Tirajana está
8,San Bartolomé de Tirajana esta
9,San Bartolomé de Tirajana entre
10,San Bartolomé de Tirajana esta
11,San Bartolomé de Tirajana esta
12,San Bartolomé de Tirajana una
13,San Bartolomé de Tirajana esta
14,San Bartolomé de Tirajana entre
15,San Bartolomé de Tirajana esta
16,San Bartolomé de Tirajana esta
17,San Bartolomé de Tirajana esta
18,San Bartolomé de Tirajana entre
19,San Bartolomé de Tirajana esta
20,San Bartolomé de Tirajana esta
