,verse,terminacion
0,Beau Bassin-Rose Hill ### load,"[<'lo':cV>, <'ad':Vc>]"
1,Beau Bassin-Rose Hill ### load,"[<'lo':cV>, <'ad':Vc>]"
2,Beau Bassin-Rose Hill Predict,"[<'Pre':ccV>, <'di':cv>, <'ct':cc>]"
3,Beau Bassin-Rose Hill problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
4,Beau Bassin-Rose Hill la estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
5,Beau Bassin-Rose Hill de cambio,"[<'cam':cVc>, <'bio':cvV>]"
6,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
7,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
8,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
9,Beau Bassin-Rose Hill modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
10,Beau Bassin-Rose Hill su propia,"[<'pro':ccV>, <'pia':cvV>]"
11,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
12,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
13,Beau Bassin-Rose Hill ha contral,"[<'con':cVc>, <'tral':ccVc>]"
14,Beau Bassin-Rose Hill al cambio,"[<'cam':cVc>, <'bio':cvV>]"
15,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
16,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
17,Beau Bassin-Rose Hill estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
18,Beau Bassin-Rose Hill a menos,"[<'me':cV>, <'nos':cVs>]"
19,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
20,Beau Bassin-Rose Hill problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
21,Beau Bassin-Rose Hill reducir,"[<'re':cV>, <'du':cv>, <'cir':cvc>]"
22,Beau Bassin-Rose Hill la salud,"[<'sa':sV>, <'lud':cvc>]"
23,Beau Bassin-Rose Hill producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
24,Beau Bassin-Rose Hill medida,"[<'me':cV>, <'di':cv>, <'da':cV>]"
25,Beau Bassin-Rose Hill estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
26,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
27,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
28,Beau Bassin-Rose Hill la contrar,"[<'con':cVc>, <'trar':ccVc>]"
29,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
30,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
31,Beau Bassin-Rose Hill la capa,"[<'ca':cV>, <'pa':cV>]"
32,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
33,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
34,Beau Bassin-Rose Hill la contrar,"[<'con':cVc>, <'trar':ccVc>]"
35,Beau Bassin-Rose Hill al cambio,"[<'cam':cVc>, <'bio':cvV>]"
36,Beau Bassin-Rose Hill la salud,"[<'sa':sV>, <'lud':cvc>]"
37,Beau Bassin-Rose Hill la contrar,"[<'con':cVc>, <'trar':ccVc>]"
38,Beau Bassin-Rose Hill producir,"[<'pro':ccV>, <'du':cv>, <'cir':cvc>]"
39,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
40,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
41,Beau Bassin-Rose Hill esta esta,"[<'es':Vs>, <'ta':cV>]"
42,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
43,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
44,Beau Bassin-Rose Hill al menos,"[<'me':cV>, <'nos':cVs>]"
45,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
46,Beau Bassin-Rose Hill producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
47,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
48,Beau Bassin-Rose Hill estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
49,Beau Bassin-Rose Hill estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
50,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
51,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
52,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
53,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
54,Beau Bassin-Rose Hill problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
55,Beau Bassin-Rose Hill la comprar,"[<'com':cVc>, <'prar':ccVc>]"
56,Beau Bassin-Rose Hill el contral,"[<'con':cVc>, <'tral':ccVc>]"
57,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
58,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
59,Beau Bassin-Rose Hill demanda,"[<'de':cV>, <'man':cVc>, <'da':cV>]"
60,Beau Bassin-Rose Hill la contrar,"[<'con':cVc>, <'trar':ccVc>]"
61,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
62,Beau Bassin-Rose Hill la estada,"[<'es':Vs>, <'ta':cV>, <'da':cV>]"
63,Beau Bassin-Rose Hill la propia,"[<'pro':ccV>, <'pia':cvV>]"
64,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
65,Beau Bassin-Rose Hill permitan,"[<'per':cVc>, <'mi':cv>, <'tan':cVc>]"
66,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
67,Beau Bassin-Rose Hill estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
68,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
69,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
70,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
71,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
72,Beau Bassin-Rose Hill estamos,"[<'es':Vs>, <'ta':cV>, <'mos':cVs>]"
73,Beau Bassin-Rose Hill estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
74,Beau Bassin-Rose Hill procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
75,Beau Bassin-Rose Hill el cambio,"[<'cam':cVc>, <'bio':cvV>]"
76,Beau Bassin-Rose Hill producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
77,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
78,Beau Bassin-Rose Hill de cambio,"[<'cam':cVc>, <'bio':cvV>]"
79,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
80,Beau Bassin-Rose Hill la capa,"[<'ca':cV>, <'pa':cV>]"
81,Beau Bassin-Rose Hill estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
82,Beau Bassin-Rose Hill estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
83,Beau Bassin-Rose Hill problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
84,Beau Bassin-Rose Hill la compra,"[<'com':cVc>, <'pra':ccV>]"
