,endecasílabo
0,Brisbane permitado en la atmósfera
1,Brisbane en el proyecto de la tierra
2,Brisbane de carbono a la producción
3,Brisbane problema de compromiso
4,Brisbane modelos de compromiso
5,Brisbane contribución de la propia
6,Brisbane entre el mar de la concentración
7,Brisbane carbono en la concentración
8,Brisbane menos de la consecuencia
9,Brisbane parte de la concentración
10,Brisbane parte de la concentración
11,Brisbane mundial de la concentración
12,Brisbane contribución de la compra
13,Brisbane mayor parte de la salud
14,Brisbane marca de la concentración
15,Brisbane mayor en la compromisa
16,Brisbane climático como el cambio
17,Brisbane como el cambio climático
18,Brisbane producto en la compromisa
19,Brisbane el petróleo y la propia
20,Brisbane marco de la concentración
21,Brisbane climático en la atmósfera
22,Brisbane está contra la compromica
23,Brisbane marca de la concentración
24,Brisbane parte de la contra el cambio
25,Brisbane política en la producción
26,Brisbane climática y el cambio
27,Brisbane carbono en la compromisa
28,Brisbane propia de la concentración
29,Brisbane contra el cambio climático
30,Brisbane contra el cambio climático
31,Brisbane el cambio climático sobre
32,Brisbane menos de la compromisa
33,Brisbane la compra de compromiso
34,Brisbane marco de la concentración
35,Brisbane la comprar en la producción
36,Brisbane por el contral de la propia
37,Brisbane el contral de la propia contra
38,Brisbane en el proceso de la propia
39,Brisbane la contrar con la estrategia
40,Brisbane permitado de la propia
41,Brisbane de la propia climática
42,Brisbane para el cambio climático
43,Brisbane contra el cambio climático
44,Brisbane el cambio climático sobre
45,Brisbane la producción de la compra
46,Brisbane permitado de la compra
47,Brisbane parte de la compromisa
48,Brisbane emisiones de contra el cambio
49,Brisbane la propia de contra el cambio
50,Brisbane producirá a la energía
51,Brisbane el proyecto de la actualidad
52,Brisbane permitado de la propia
53,Brisbane de la propia contra el cambio
54,Brisbane menos de la concentración
55,Brisbane permitado por la propia
56,Brisbane el contrado en la compromisa
57,Brisbane parte de la compromisa
58,Brisbane en la propia de la comprensión
59,Brisbane contra el cambio climático
60,Brisbane contra el cambio climático
61,Brisbane menos precipitaciones
62,Brisbane permita de la producción
63,Brisbane la capa de compromiso
64,Brisbane de contra la compromisa
65,Brisbane menos de la compromisa
66,Brisbane por el mar en la producción
67,Brisbane permita en la compromisa
68,Brisbane la producción de la compra
69,Brisbane contra el cambio climático
70,Brisbane permitado de la estado
71,Brisbane producido a la energía
72,Brisbane el proceso de compromiso
73,Brisbane parte de la contra el cambio
74,Brisbane de contra la compromisa
75,Brisbane la contrar la compromisa
76,Brisbane comprensión de la producción
77,Brisbane propia con la compromisa
78,Brisbane permita en la compromisa
79,Brisbane por el cambio climático
80,Brisbane problema de la producción
81,Brisbane parte de la compromisa
82,Brisbane la propia de la comprensión
83,Brisbane el mercado de la producción
84,Brisbane permitado en la producción
85,Brisbane seguir en la contribución
86,Brisbane la estada de compromiso
87,Brisbane parte de la concentración
88,Brisbane la propia como el problema
89,Brisbane problema con la atmósfera
90,Brisbane carbono que la comprensión
91,Brisbane la compromisa de deces
92,Brisbane deces con la compromisa
93,Brisbane se producirá en la propia
94,Brisbane en la propia de compromiso
95,Brisbane manor en la compromisa
96,Brisbane modelo de la producción
97,Brisbane el cambio climático sobre
98,Brisbane la energía necesaria
99,Brisbane los combustibles fósiles
100,Brisbane la propia como el estado
101,Brisbane compromiso de carbono
102,Brisbane carbono y el problema
103,Brisbane la energía contra el cambio
104,Brisbane contribución de la compra
105,Brisbane se esta mayor producida
106,Brisbane compromiso de la capa
107,Brisbane el contrado en la compromisa
108,Brisbane producto a las emisiones
109,Brisbane la propia de los procesos
110,Brisbane el contrado en la concentración
111,Brisbane segundo de la producción
112,Brisbane la comprensión de la propia
113,Brisbane a la propia de compromiso
114,Brisbane permitado en la comprensión
115,Brisbane parte de la concentración
116,Brisbane parte de la compromisa
117,Brisbane climático en la producción
118,Brisbane parte de la compromisa
119,Brisbane el proceso de la comprensión
120,Brisbane la producción de la compra
121,Brisbane la compra de la producción
122,Brisbane menos de la compromisa
123,Brisbane marco de la concentración
124,Brisbane menos en la concentración
125,Brisbane ser estado a la producción
126,Brisbane contra el cambio climático
127,Brisbane los procesos de carbono
128,Brisbane seguridad establecir
129,Brisbane parte de la contribución
130,Brisbane parte de la compromisa
131,Brisbane consecuencia de la contrar
132,Brisbane la contrar la compromisa
133,Brisbane en la producción de la capa
134,Brisbane en la cumbre de la actualidad
135,Brisbane la compra de la estructura
136,Brisbane contra el cambio climático
137,Brisbane de la compra de consumo
138,Brisbane la compromisa de cambio
139,Brisbane por el cambio climático
140,Brisbane permitado en el promedio
141,Brisbane la estado de la comprensión
142,Brisbane se desarrollar la estada
143,Brisbane mercado de la energía
144,Brisbane carbono en la compromisa
145,Brisbane menos de la concentración
146,Brisbane permitado en la producción
147,Brisbane contración de la producción
148,Brisbane el contral de la concentración
149,Brisbane de todo la contra el cambio
150,Brisbane menos de la concentración
151,Brisbane contra el cambio climático
152,Brisbane la comprensión de la compra
153,Brisbane la producción de la compra
154,Brisbane parte de la concentración
155,Brisbane menos de la concentración
156,Brisbane proceso de esta producción
157,Brisbane proceso de compromiso
158,Brisbane sin embargo se producir
159,Brisbane contra el mar en la atmósfera
160,Brisbane de compromiso de contra
161,Brisbane contra la temperatura
162,Brisbane menos de la concentración
163,Brisbane carbono que los países
164,Brisbane la producción de la mayor
165,Brisbane problema de la producción
166,Brisbane de compromiso de contra
167,Brisbane menos de la contribución
168,Brisbane por el cambio climático
169,Brisbane climático y la propia
170,Brisbane de compromiso de carbón
171,Brisbane carbono en la compromisa
172,Brisbane permitado de la tierra
173,Brisbane carbono por un problema
174,Brisbane de combustibles fósiles
175,Brisbane producto en la concentración
176,Brisbane proceso de compromiso
177,Brisbane el proyecto en la compromisa
178,Brisbane contra el cambio climático
179,Brisbane medida de compromiso
180,Brisbane la estado de la comprensión
181,Brisbane parte de la comprendencia
182,Brisbane la comprensión de la compra
